CHANGENR,CHNGIND,FNAME,MANDANT,OBJECTCLAS,OBJECTID,TABKEY,TABNAME,TEXT_CASE,UNIT_NEW,UNIT_OLD,VALUE_NEW,VALUE_OLD,_DATAAGING
0000735282,I,KEY,204,EINKBELEG,4500000268,2044500000268,EKKO,1,,,,,00/00/0000
0000735287,I,KEY,204,EINKBELEG,4500000269,2044500000269,EKKO,1,,,,,00/00/0000
0000735294,I,KEY,204,EINKBELEG,4500000270,2044500000270,EKKO,1,,,,,00/00/0000
0000735297,I,KEY,204,EINKBELEG,4500000271,2044500000271,EKKO,1,,,,,00/00/0000
0000735304,I,KEY,204,EINKBELEG,4500000272,2044500000272,EKKO,1,,,,,00/00/0000
0000735307,I,KEY,204,EINKBELEG,4500000273,2044500000273,EKKO,1,,,,,00/00/0000
0000735312,I,KEY,204,EINKBELEG,4500000274,2044500000274,EKKO,1,,,,,00/00/0000
0000735319,I,KEY,204,EINKBELEG,4500000275,2044500000275,EKKO,1,,,,,00/00/0000
0000735324,I,KEY,204,EINKBELEG,4500000276,2044500000276,EKKO,1,,,,,00/00/0000
0000735329,I,KEY,204,EINKBELEG,4500000277,2044500000277,EKKO,1,,,,,00/00/0000
0000735334,I,KEY,204,EINKBELEG,4500000278,2044500000278,EKKO,1,,,,,00/00/0000
0000735339,I,KEY,204,EINKBELEG,4500000279,2044500000279,EKKO,1,,,,,00/00/0000
0000735344,I,KEY,204,EINKBELEG,4500000280,2044500000280,EKKO,1,,,,,00/00/0000
0000735349,I,KEY,204,EINKBELEG,4500000281,2044500000281,EKKO,1,,,,,00/00/0000
0000735354,I,KEY,204,EINKBELEG,4500000282,2044500000282,EKKO,1,,,,,00/00/0000
0000735361,I,KEY,204,EINKBELEG,4500000283,2044500000283,EKKO,1,,,,,00/00/0000
0000735366,I,KEY,204,EINKBELEG,4500000284,2044500000284,EKKO,1,,,,,00/00/0000
0000735373,I,KEY,204,EINKBELEG,4500000285,2044500000285,EKKO,1,,,,,00/00/0000
0000735378,I,KEY,204,EINKBELEG,4500000286,2044500000286,EKKO,1,,,,,00/00/0000
0000735383,I,KEY,204,EINKBELEG,4500000287,2044500000287,EKKO,1,,,,,00/00/0000
0000735388,I,KEY,204,EINKBELEG,4500000288,2044500000288,EKKO,1,,,,,00/00/0000
0000735393,I,KEY,204,EINKBELEG,4500000289,2044500000289,EKKO,1,,,,,00/00/0000
0000735398,I,KEY,204,EINKBELEG,4500000290,2044500000290,EKKO,1,,,,,00/00/0000
0000735403,I,KEY,204,EINKBELEG,4500000291,2044500000291,EKKO,1,,,,,00/00/0000
0000735408,I,KEY,204,EINKBELEG,4500000292,2044500000292,EKKO,1,,,,,00/00/0000
0000735413,I,KEY,204,EINKBELEG,4500000293,2044500000293,EKKO,1,,,,,00/00/0000
0000735418,I,KEY,204,EINKBELEG,4500000294,2044500000294,EKKO,1,,,,,00/00/0000
0000735423,I,KEY,204,EINKBELEG,4500000295,2044500000295,EKKO,1,,,,,00/00/0000
0000735428,I,KEY,204,EINKBELEG,4500000296,2044500000296,EKKO,1,,,,,00/00/0000
0000735433,I,KEY,204,EINKBELEG,4500000297,2044500000297,EKKO,1,,,,,00/00/0000
0000735438,I,KEY,204,EINKBELEG,4500000298,2044500000298,EKKO,1,,,,,00/00/0000
0000735443,I,KEY,204,EINKBELEG,4500000299,2044500000299,EKKO,1,,,,,00/00/0000
0000735448,I,KEY,204,EINKBELEG,4500000300,2044500000300,EKKO,1,,,,,00/00/0000
0000735455,I,KEY,204,EINKBELEG,4500000301,2044500000301,EKKO,1,,,,,00/00/0000
0000735462,I,KEY,204,EINKBELEG,4500000302,2044500000302,EKKO,1,,,,,00/00/0000
0000735467,I,KEY,204,EINKBELEG,4500000303,2044500000303,EKKO,1,,,,,
0000735833,E,BANK_GUID,204,KRED,0000105800,2040000105800US 820800001      10011001,LFBK,1,,,,00000000000000000000000000000000,00/00/0000
0000735833,E,BKONT,204,KRED,0000105800,2040000105800US 820800001      10011001,LFBK,1,,,,,00/00/0000
0000735833,E,BKREF,204,KRED,0000105800,2040000105800US 820800001      10011001,LFBK,1,,,,,00/00/0000
0000735833,E,BVTYP,204,KRED,0000105800,2040000105800US 820800001      10011001,LFBK,1,,,,0001,00/00/0000
0000735833,E,EBPP_ACCNAME,204,KRED,0000105800,2040000105800US 820800001      10011001,LFBK,1,,,,,00/00/0000
0000735833,E,EBPP_BVSTATUS,204,KRED,0000105800,2040000105800US 820800001      10011001,LFBK,1,,,,,00/00/0000
0000735833,E,KOBIS,204,KRED,0000105800,2040000105800US 820800001      10011001,LFBK,1,,,,00000000,00/00/0000
0000735833,E,KOINH,204,KRED,0000105800,2040000105800US 820800001      10011001,LFBK,1,,,,"Space Bike Composites, Inc.",00/00/0000
0000735833,E,KOVON,204,KRED,0000105800,2040000105800US 820800001      10011001,LFBK,1,,,,00000000,00/00/0000
0000735833,E,XEZER,204,KRED,0000105800,2040000105800US 820800001      10011001,LFBK,1,,,,,00/00/0000
0000735833,I,KEY,204,KRED,0000105800,2040000105800US 820800001      6482309157,LFBK,1,,,,,00/00/0000
0000735251,I,KEY,204,KRED,0000107800,2040000107800US 011000390      119704638,LFBK,1,,,,,00/00/0000
0000735251,E,BANK_GUID,204,KRED,0000107800,2040000107800US ABNAUS33XXX    981374981,LFBK,1,,,,00000000000000000000000000000000,00/00/0000
0000735251,E,BKONT,204,KRED,0000107800,2040000107800US ABNAUS33XXX    981374981,LFBK,1,,,,,00/00/0000
0000735251,E,BKREF,204,KRED,0000107800,2040000107800US ABNAUS33XXX    981374981,LFBK,1,,,,,00/00/0000
0000735251,E,BVTYP,204,KRED,0000107800,2040000107800US ABNAUS33XXX    981374981,LFBK,1,,,,0001,00/00/0000
0000735251,E,EBPP_ACCNAME,204,KRED,0000107800,2040000107800US ABNAUS33XXX    981374981,LFBK,1,,,,,00/00/0000
0000735251,E,EBPP_BVSTATUS,204,KRED,0000107800,2040000107800US ABNAUS33XXX    981374981,LFBK,1,,,,,00/00/0000
0000735251,E,KOBIS,204,KRED,0000107800,2040000107800US ABNAUS33XXX    981374981,LFBK,1,,,,00000000,00/00/0000
0000735251,E,KOINH,204,KRED,0000107800,2040000107800US ABNAUS33XXX    981374981,LFBK,1,,,,"Spy Gear, Inc.",00/00/0000
0000735251,E,KOVON,204,KRED,0000107800,2040000107800US ABNAUS33XXX    981374981,LFBK,1,,,,00000000,00/00/0000
0000735251,E,XEZER,204,KRED,0000107800,2040000107800US ABNAUS33XXX    981374981,LFBK,1,,,,,00/00/0000
0000735992,E,BANK_GUID,204,KRED,0000108800,2040000108800US 011000390      283479234,LFBK,1,,,,00000000000000000000000000000000,00/00/0000
0000735992,E,BKONT,204,KRED,0000108800,2040000108800US 011000390      283479234,LFBK,1,,,,,00/00/0000
0000735992,E,BKREF,204,KRED,0000108800,2040000108800US 011000390      283479234,LFBK,1,,,,,00/00/0000
0000735992,E,BVTYP,204,KRED,0000108800,2040000108800US 011000390      283479234,LFBK,1,,,,0001,00/00/0000
0000735992,E,EBPP_ACCNAME,204,KRED,0000108800,2040000108800US 011000390      283479234,LFBK,1,,,,,00/00/0000
0000735992,E,EBPP_BVSTATUS,204,KRED,0000108800,2040000108800US 011000390      283479234,LFBK,1,,,,,00/00/0000
0000735992,E,KOBIS,204,KRED,0000108800,2040000108800US 011000390      283479234,LFBK,1,,,,00000000,00/00/0000
0000735992,E,KOINH,204,KRED,0000108800,2040000108800US 011000390      283479234,LFBK,1,,,,Rapids Nuts n Bolts LLC,00/00/0000
0000735992,E,KOVON,204,KRED,0000108800,2040000108800US 011000390      283479234,LFBK,1,,,,00000000,00/00/0000
0000735992,E,XEZER,204,KRED,0000108800,2040000108800US 011000390      283479234,LFBK,1,,,,,00/00/0000
0000735992,I,KEY,204,KRED,0000108800,2040000108800US 820800001      4729083150,LFBK,1,,,,,00/00/0000
0000735018,E,BANK_GUID,204,KRED,0001003070,2040001003070US ABNAUS33XXX    12345678,LFBK,1,,,,00000000000000000000000000000000,00/00/0000
0000735018,E,BKONT,204,KRED,0001003070,2040001003070US ABNAUS33XXX    12345678,LFBK,1,,,,,00/00/0000
0000735018,E,BKREF,204,KRED,0001003070,2040001003070US ABNAUS33XXX    12345678,LFBK,1,,,,,00/00/0000
0000735018,E,BVTYP,204,KRED,0001003070,2040001003070US ABNAUS33XXX    12345678,LFBK,1,,,,01,00/00/0000
0000735018,E,EBPP_ACCNAME,204,KRED,0001003070,2040001003070US ABNAUS33XXX    12345678,LFBK,1,,,,,00/00/0000
0000735018,E,EBPP_BVSTATUS,204,KRED,0001003070,2040001003070US ABNAUS33XXX    12345678,LFBK,1,,,,,00/00/0000
0000735018,E,KOBIS,204,KRED,0001003070,2040001003070US ABNAUS33XXX    12345678,LFBK,1,,,,00000000,00/00/0000
0000735018,E,KOINH,204,KRED,0001003070,2040001003070US ABNAUS33XXX    12345678,LFBK,1,,,,"Mid West Supply, Inc.",00/00/0000
0000735018,E,KOVON,204,KRED,0001003070,2040001003070US ABNAUS33XXX    12345678,LFBK,1,,,,00000000,00/00/0000
0000735018,E,XEZER,204,KRED,0001003070,2040001003070US ABNAUS33XXX    12345678,LFBK,1,,,,,00/00/0000
0000735018,I,KEY,204,KRED,0001003070,2040001003070US ABNAUS33XXX    87654321,LFBK,1,,,,,00/00/0000
0000735030,I,KEY,204,KRED,0001003070,2040001003070US ABNAUS33XXX    12345678,LFBK,1,,,,,00/00/0000
0000735030,E,BANK_GUID,204,KRED,0001003070,2040001003070US ABNAUS33XXX    87654321,LFBK,1,,,,00000000000000000000000000000000,00/00/0000
0000735030,E,BKONT,204,KRED,0001003070,2040001003070US ABNAUS33XXX    87654321,LFBK,1,,,,,00/00/0000
0000735030,E,BKREF,204,KRED,0001003070,2040001003070US ABNAUS33XXX    87654321,LFBK,1,,,,,00/00/0000
0000735030,E,BVTYP,204,KRED,0001003070,2040001003070US ABNAUS33XXX    87654321,LFBK,1,,,,01,00/00/0000
0000735030,E,EBPP_ACCNAME,204,KRED,0001003070,2040001003070US ABNAUS33XXX    87654321,LFBK,1,,,,,00/00/0000
0000735030,E,EBPP_BVSTATUS,204,KRED,0001003070,2040001003070US ABNAUS33XXX    87654321,LFBK,1,,,,,00/00/0000
0000735030,E,KOBIS,204,KRED,0001003070,2040001003070US ABNAUS33XXX    87654321,LFBK,1,,,,00000000,00/00/0000
0000735030,E,KOINH,204,KRED,0001003070,2040001003070US ABNAUS33XXX    87654321,LFBK,1,,,,Silvia Cassano,00/00/0000
0000735030,E,KOVON,204,KRED,0001003070,2040001003070US ABNAUS33XXX    87654321,LFBK,1,,,,00000000,00/00/0000
0000735030,E,XEZER,204,KRED,0001003070,2040001003070US ABNAUS33XXX    87654321,LFBK,1,,,,,00/00/0000
0000735112,E,BANK_GUID,204,KRED,0001003070,2040001003070US ABNAUS33XXX    12345678,LFBK,1,,,,00000000000000000000000000000000,00/00/0000
0000735112,E,BKONT,204,KRED,0001003070,2040001003070US ABNAUS33XXX    12345678,LFBK,1,,,,,00/00/0000
0000735112,E,BKREF,204,KRED,0001003070,2040001003070US ABNAUS33XXX    12345678,LFBK,1,,,,,00/00/0000
0000735112,E,BVTYP,204,KRED,0001003070,2040001003070US ABNAUS33XXX    12345678,LFBK,1,,,,01,00/00/0000
0000735112,E,EBPP_ACCNAME,204,KRED,0001003070,2040001003070US ABNAUS33XXX    12345678,LFBK,1,,,,,00/00/0000
0000735112,E,EBPP_BVSTATUS,204,KRED,0001003070,2040001003070US ABNAUS33XXX    12345678,LFBK,1,,,,,00/00/0000
0000735112,E,KOBIS,204,KRED,0001003070,2040001003070US ABNAUS33XXX    12345678,LFBK,1,,,,00000000,00/00/0000
0000735112,E,KOINH,204,KRED,0001003070,2040001003070US ABNAUS33XXX    12345678,LFBK,1,,,,"Mid West Supply, Inc.",00/00/0000
0000735112,E,KOVON,204,KRED,0001003070,2040001003070US ABNAUS33XXX    12345678,LFBK,1,,,,00000000,00/00/0000
0000735112,E,XEZER,204,KRED,0001003070,2040001003070US ABNAUS33XXX    12345678,LFBK,1,,,,,00/00/0000
0000735112,I,KEY,204,KRED,0001003070,2040001003070US ABNAUS33XXX    87654321,LFBK,1,,,,,00/00/0000
0000735124,I,KEY,204,KRED,0001003070,2040001003070US ABNAUS33XXX    12345678,LFBK,1,,,,,00/00/0000
0000735124,E,BANK_GUID,204,KRED,0001003070,2040001003070US ABNAUS33XXX    87654321,LFBK,1,,,,00000000000000000000000000000000,00/00/0000
0000735124,E,BKONT,204,KRED,0001003070,2040001003070US ABNAUS33XXX    87654321,LFBK,1,,,,,00/00/0000
0000735124,E,BKREF,204,KRED,0001003070,2040001003070US ABNAUS33XXX    87654321,LFBK,1,,,,,00/00/0000
0000735124,E,BVTYP,204,KRED,0001003070,2040001003070US ABNAUS33XXX    87654321,LFBK,1,,,,01,00/00/0000
0000735124,E,EBPP_ACCNAME,204,KRED,0001003070,2040001003070US ABNAUS33XXX    87654321,LFBK,1,,,,,00/00/0000
0000735124,E,EBPP_BVSTATUS,204,KRED,0001003070,2040001003070US ABNAUS33XXX    87654321,LFBK,1,,,,,00/00/0000
0000735124,E,KOBIS,204,KRED,0001003070,2040001003070US ABNAUS33XXX    87654321,LFBK,1,,,,00000000,00/00/0000
0000735124,E,KOINH,204,KRED,0001003070,2040001003070US ABNAUS33XXX    87654321,LFBK,1,,,,Silvia Cassano,00/00/0000
0000735124,E,KOVON,204,KRED,0001003070,2040001003070US ABNAUS33XXX    87654321,LFBK,1,,,,00000000,00/00/0000
0000735124,E,XEZER,204,KRED,0001003070,2040001003070US ABNAUS33XXX    87654321,LFBK,1,,,,,00/00/0000
0000735221,E,BANK_GUID,204,KRED,0001003070,2040001003070US ABNAUS33XXX    12345678,LFBK,1,,,,00000000000000000000000000000000,00/00/0000
0000735221,E,BKONT,204,KRED,0001003070,2040001003070US ABNAUS33XXX    12345678,LFBK,1,,,,,00/00/0000
0000735221,E,BKREF,204,KRED,0001003070,2040001003070US ABNAUS33XXX    12345678,LFBK,1,,,,,00/00/0000
0000735221,E,BVTYP,204,KRED,0001003070,2040001003070US ABNAUS33XXX    12345678,LFBK,1,,,,01,00/00/0000
0000735221,E,EBPP_ACCNAME,204,KRED,0001003070,2040001003070US ABNAUS33XXX    12345678,LFBK,1,,,,,00/00/0000
0000735221,E,EBPP_BVSTATUS,204,KRED,0001003070,2040001003070US ABNAUS33XXX    12345678,LFBK,1,,,,,00/00/0000
0000735221,E,KOBIS,204,KRED,0001003070,2040001003070US ABNAUS33XXX    12345678,LFBK,1,,,,00000000,00/00/0000
0000735221,E,KOINH,204,KRED,0001003070,2040001003070US ABNAUS33XXX    12345678,LFBK,1,,,,"Mid West Supply, Inc.",00/00/0000
0000735221,E,KOVON,204,KRED,0001003070,2040001003070US ABNAUS33XXX    12345678,LFBK,1,,,,00000000,00/00/0000
0000735221,E,XEZER,204,KRED,0001003070,2040001003070US ABNAUS33XXX    12345678,LFBK,1,,,,,00/00/0000
0000735221,I,KEY,204,KRED,0001003070,2040001003070US ABNAUS33XXX    87654321,LFBK,1,,,,,
