ADRNR,AFNAM,ARSNR,ARSPS,BADAT,BANFN,BATOL,BEDAT,BNFPO,BSART,BSMNG,BSTYP,BUMNG,BVDAT,BVDRK,CUOBJ,DAT01,DISPO,EBELN,EBELP,EKGRP,EKORG,ERDAT,ERNAM,ESTKZ,FRGDT,KTPNR,LFDAT,LIMIT_CONSUMPTION_VALUE,LPEIN,MANDT,MATKL,MATNR,MEINS,MENGE,MNG02,PACKNO,PEINH,PREIS,PSTYP,QUPOS,REPOS,RSNUM,STATU,TXZ01,WEBAZ,WEPOS,WERKS
0000130159,00000869,0000000000,0000,06/01/2026,0010000380,0,06/01/2026,00010,NB,61.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000342,00010,N00,US00,06/01/2026,LEARN-800,S,06/22/2026,00000,06/28/2026,0.00,1,204,UTIL,CHLK1800,EA,61.000,0.000,0000000000,1,34.34,0,000,X,0000000000,B,Kettenschloss 800,0,X,MI00
0000130162,00000869,0000000000,0000,06/01/2026,0010000381,0,06/01/2026,00010,NB,145.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000343,00010,N00,US00,06/01/2026,LEARN-800,S,06/27/2026,00000,06/28/2026,0.00,1,204,UTIL,CAGE1800,EA,145.000,0.000,0000000000,1,10.18,0,000,X,0000000000,B,Wasserflaschenhalter,0,X,MI00
0000130163,00000869,0000000000,0000,06/01/2026,0010000382,0,06/01/2026,00010,NB,59.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000344,00010,N00,US00,06/01/2026,LEARN-800,S,06/27/2026,00000,06/28/2026,0.00,1,204,UTIL,RKIT1800,EA,59.000,0.000,0000000000,1,15.20,0,000,X,0000000000,B,Flickzeug,0,X,MI00
0000130166,00000869,0000000000,0000,06/01/2026,0010000383,0,06/01/2026,00010,NB,170.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000345,00010,N00,US00,06/01/2026,LEARN-800,S,06/26/2026,00000,06/27/2026,0.00,1,204,UTIL,BOTL1800,EA,170.000,0.000,0000000000,1,10.98,0,000,X,0000000000,B,Wasserflasche,0,X,MI00
0000130168,00000869,0000000000,0000,06/01/2026,0010000384,0,06/01/2026,00010,NB,21.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000346,00010,N00,US00,06/01/2026,LEARN-800,S,06/26/2026,00000,06/27/2026,0.00,1,204,SFTY,EPAD1800,EA,21.000,0.000,0000000000,1,40.17,0,000,X,0000000000,B,Ellenbogenschoner,0,X,MI00
0000130170,00000869,0000000000,0000,06/01/2026,0010000385,0,06/01/2026,00010,NB,30.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000347,00010,N00,US00,06/01/2026,LEARN-800,S,06/26/2026,00000,06/27/2026,0.00,1,204,UTIL,PUMP1800,EA,30.000,0.000,0000000000,1,22.43,0,000,X,0000000000,B,Luftpumpe,0,X,MI00
0000130172,00000869,0000000000,0000,06/01/2026,0010000386,0,06/01/2026,00010,NB,82.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000348,00010,N00,US00,06/01/2026,LEARN-800,S,06/21/2026,00000,06/27/2026,0.00,1,204,UTIL,CHSP1800,EA,82.000,0.000,0000000000,1,28.78,0,000,X,0000000000,B,Kettenschloss Security Pro 800,0,X,MI00
0000130174,00000869,0000000000,0000,06/01/2026,0010000387,0,06/01/2026,00010,NB,130.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000349,00010,N00,US00,06/01/2026,LEARN-800,S,06/26/2026,00000,06/27/2026,0.00,1,204,UTIL,CAGE1800,EA,130.000,0.000,0000000000,1,10.24,0,000,X,0000000000,B,Wasserflaschenhalter,0,X,MI00
0000130176,00000869,0000000000,0000,06/01/2026,0010000388,0,06/01/2026,00010,NB,207.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000350,00010,N00,US00,06/01/2026,LEARN-800,S,06/22/2026,00000,06/28/2026,0.00,1,204,UTIL,CHSP1800,EA,207.000,0.000,0000000000,1,28.11,0,000,X,0000000000,B,Kettenschloss Security Pro 800,0,X,MI00
0000130178,00000869,0000000000,0000,06/01/2026,0010000389,0,06/01/2026,00010,NB,19.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000351,00010,N00,US00,06/01/2026,LEARN-800,S,06/27/2026,00000,06/28/2026,0.00,1,204,SFTY,KPAD1800,EA,19.000,0.000,0000000000,1,40.80,0,000,X,0000000000,B,Knieschoner,0,X,MI00
0000130180,00000869,0000000000,0000,06/01/2026,0010000390,0,06/01/2026,00010,NB,190.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000352,00010,N00,US00,06/01/2026,LEARN-800,S,06/27/2026,00000,06/28/2026,0.00,1,204,UTIL,BOTL1800,EA,190.000,0.000,0000000000,1,11.31,0,000,X,0000000000,B,Wasserflasche,0,X,MI00
0000130182,00000869,0000000000,0000,06/01/2026,0010000391,0,06/01/2026,00010,NB,40.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000353,00010,N00,US00,06/01/2026,LEARN-800,S,06/27/2026,00000,06/28/2026,0.00,1,204,UTIL,FAID1800,EA,40.000,0.000,0000000000,1,24.69,0,000,X,0000000000,B,Verbandkasten,0,X,MI00
0000130184,00000869,0000000000,0000,06/01/2026,0010000392,0,06/01/2026,00010,NB,170.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000354,00010,N00,US00,06/01/2026,LEARN-800,S,06/27/2026,00000,06/28/2026,0.00,1,204,UTIL,BOTL1800,EA,170.000,0.000,0000000000,1,11.16,0,000,X,0000000000,B,Wasserflasche,0,X,MI00
0000130186,00000869,0000000000,0000,06/01/2026,0010000393,0,06/01/2026,00010,NB,30.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000355,00010,N00,US00,06/01/2026,LEARN-800,S,06/24/2026,00000,06/25/2026,0.00,1,204,SFTY,OHMT1800,EA,30.000,0.000,0000000000,1,26.23,0,000,X,0000000000,B,Geländehelm,0,X,MI00
0000130188,00000869,0000000000,0000,06/01/2026,0010000394,0,06/01/2026,00010,NB,20.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000356,00010,N00,US00,06/01/2026,LEARN-800,S,06/24/2026,00000,06/25/2026,0.00,1,204,SFTY,KPAD1800,EA,20.000,0.000,0000000000,1,39.58,0,000,X,0000000000,B,Knieschoner,0,X,MI00
0000130190,00000869,0000000000,0000,06/01/2026,0010000395,0,06/01/2026,00010,NB,31.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000357,00010,N00,US00,06/01/2026,LEARN-800,S,06/24/2026,00000,06/25/2026,0.00,1,204,SFTY,RHMT1800,EA,31.000,0.000,0000000000,1,27.04,0,000,X,0000000000,B,Straßenhelm,0,X,MI00
0000130192,00000869,0000000000,0000,06/01/2026,0010000396,0,06/01/2026,00010,NB,100.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000358,00010,N00,US00,06/01/2026,LEARN-800,S,07/01/2026,00000,07/02/2026,0.00,1,204,UTIL,SHRT1800,EA,100.000,0.000,0000000000,1,14.28,0,000,X,0000000000,B,T - Shirt,0,X,MI00
0000130193,00000869,0000000000,0000,06/01/2026,0010000397,0,06/01/2026,00010,NB,190.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000359,00010,N00,US00,06/01/2026,LEARN-800,S,07/01/2026,00000,07/02/2026,0.00,1,204,UTIL,SHRT1800,EA,190.000,0.000,0000000000,1,14.48,0,000,X,0000000000,B,T - Shirt,0,X,MI00
0000130196,00000869,0000000000,0000,06/01/2026,0010000398,0,06/01/2026,00010,NB,84.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000360,00010,N00,US00,06/01/2026,LEARN-800,S,07/01/2026,00000,07/02/2026,0.00,1,204,UTIL,RKIT1800,EA,84.000,0.000,0000000000,1,15.03,0,000,X,0000000000,B,Flickzeug,0,X,MI00
0000130198,00000869,0000000000,0000,06/01/2026,0010000399,0,06/01/2026,00010,NB,220.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000361,00010,N00,US00,06/01/2026,LEARN-800,S,07/01/2026,00000,07/02/2026,0.00,1,204,UTIL,BOTL1800,EA,220.000,0.000,0000000000,1,11.37,0,000,X,0000000000,B,Wasserflasche,0,X,MI00
0000130200,00000869,0000000000,0000,06/01/2026,0010000400,0,06/01/2026,00010,NB,96.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000362,00010,N00,US00,06/01/2026,LEARN-800,S,07/01/2026,00000,07/02/2026,0.00,1,204,UTIL,RKIT1800,EA,96.000,0.000,0000000000,1,15.16,0,000,X,0000000000,B,Flickzeug,0,X,MI00
0000130202,00000869,0000000000,0000,06/01/2026,0010000401,0,06/01/2026,00010,NB,195.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000363,00010,N00,US00,06/01/2026,LEARN-800,S,07/01/2026,00000,07/02/2026,0.00,1,204,UTIL,SHRT1800,EA,195.000,0.000,0000000000,1,14.14,0,000,X,0000000000,B,T - Shirt,0,X,MI00
0000130204,00000869,0000000000,0000,06/01/2026,0010000402,0,06/01/2026,00010,NB,120.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000364,00010,N00,US00,06/01/2026,LEARN-800,S,07/01/2026,00000,07/02/2026,0.00,1,204,UTIL,SHRT1800,EA,120.000,0.000,0000000000,1,14.38,0,000,X,0000000000,B,T - Shirt,0,X,MI00
0000130206,00000869,0000000000,0000,06/01/2026,0010000403,0,06/01/2026,00010,NB,205.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000365,00010,N00,US00,06/01/2026,LEARN-800,S,06/29/2026,00000,06/30/2026,0.00,1,204,UTIL,BOTL1800,EA,205.000,0.000,0000000000,1,11.46,0,000,X,0000000000,B,Wasserflasche,0,X,MI00
0000130208,00000869,0000000000,0000,06/01/2026,0010000404,0,06/01/2026,00010,NB,22.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000366,00010,N00,US00,06/01/2026,LEARN-800,S,06/29/2026,00000,06/30/2026,0.00,1,204,UTIL,PUMP1800,EA,22.000,0.000,0000000000,1,23.47,0,000,X,0000000000,B,Luftpumpe,0,X,MI00
0000130210,00000869,0000000000,0000,06/01/2026,0010000405,0,06/01/2026,00010,NB,88.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000367,00010,N00,US00,06/01/2026,LEARN-800,S,06/24/2026,00000,06/30/2026,0.00,1,204,UTIL,CHSP1800,EA,88.000,0.000,0000000000,1,27.81,0,000,X,0000000000,B,Kettenschloss Security Pro 800,0,X,MI00
0000130212,00000869,0000000000,0000,06/01/2026,0010000406,0,06/01/2026,00010,NB,107.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000368,00010,N00,US00,06/01/2026,LEARN-800,S,06/24/2026,00000,06/30/2026,0.00,1,204,UTIL,CHSP1800,EA,107.000,0.000,0000000000,1,27.67,0,000,X,0000000000,B,Kettenschloss Security Pro 800,0,X,MI00
0000130214,00000869,0000000000,0000,06/01/2026,0010000407,0,06/01/2026,00010,NB,190.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000369,00010,N00,US00,06/01/2026,LEARN-800,S,06/29/2026,00000,06/30/2026,0.00,1,204,UTIL,CAGE1800,EA,190.000,0.000,0000000000,1,10.39,0,000,X,0000000000,B,Wasserflaschenhalter,0,X,MI00
0000130216,00000869,0000000000,0000,06/01/2026,0010000408,0,06/01/2026,00010,NB,104.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000370,00010,N00,US00,06/01/2026,LEARN-800,S,07/04/2026,00000,07/05/2026,0.00,1,204,SFTY,KPAD1800,EA,104.000,0.000,0000000000,1,40.29,0,000,X,0000000000,B,Knieschoner,0,X,MI00
0000130218,00000869,0000000000,0000,06/01/2026,0010000409,0,06/01/2026,00010,NB,42.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000371,00010,N00,US00,06/01/2026,LEARN-800,S,07/04/2026,00000,07/05/2026,0.00,1,204,UTIL,FAID1800,EA,42.000,0.000,0000000000,1,25.82,0,000,X,0000000000,B,Verbandkasten,0,X,MI00
0000130220,00000869,0000000000,0000,06/01/2026,0010000410,0,06/01/2026,00010,NB,20.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000372,00010,N00,US00,06/01/2026,LEARN-800,S,07/04/2026,00000,07/05/2026,0.00,1,204,SFTY,EPAD1800,EA,20.000,0.000,0000000000,1,41.41,0,000,X,0000000000,B,Ellenbogenschoner,0,X,MI00
0000130222,00000869,0000000000,0000,06/01/2026,0010000411,0,06/01/2026,00010,NB,74.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000373,00010,N00,US00,06/01/2026,LEARN-800,S,07/04/2026,00000,07/05/2026,0.00,1,204,UTIL,RKIT1800,EA,74.000,0.000,0000000000,1,15.05,0,000,X,0000000000,B,Flickzeug,0,X,MI00
0000130224,00000869,0000000000,0000,06/01/2026,0010000412,0,06/01/2026,00010,NB,19.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000374,00010,N00,US00,06/01/2026,LEARN-800,S,07/04/2026,00000,07/05/2026,0.00,1,204,UTIL,PUMP1800,EA,19.000,0.000,0000000000,1,22.77,0,000,X,0000000000,B,Luftpumpe,0,X,MI00
0000130226,00000869,0000000000,0000,06/01/2026,0010000413,0,06/01/2026,00010,NB,84.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000375,00010,N00,US00,06/01/2026,LEARN-800,S,07/01/2026,00000,07/02/2026,0.00,1,204,UTIL,RKIT1800,EA,84.000,0.000,0000000000,1,15.24,0,000,X,0000000000,B,Flickzeug,0,X,MI00
0000130228,00000869,0000000000,0000,06/01/2026,0010000414,0,06/01/2026,00010,NB,57.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000376,00010,N00,US00,06/01/2026,LEARN-800,S,06/26/2026,00000,07/02/2026,0.00,1,204,UTIL,CHLK1800,EA,57.000,0.000,0000000000,1,33.93,0,000,X,0000000000,B,Kettenschloss 800,0,X,MI00
0000130230,00000869,0000000000,0000,06/01/2026,0010000415,0,06/01/2026,00010,NB,39.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000377,00010,N00,US00,06/01/2026,LEARN-800,S,07/01/2026,00000,07/02/2026,0.00,1,204,UTIL,FAID1800,EA,39.000,0.000,0000000000,1,25.90,0,000,X,0000000000,B,Verbandkasten,0,X,MI00
0000130232,00000869,0000000000,0000,06/01/2026,0010000416,0,06/01/2026,00010,NB,225.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000378,00010,N00,US00,06/01/2026,LEARN-800,S,07/01/2026,00000,07/02/2026,0.00,1,204,UTIL,SHRT1800,EA,225.000,0.000,0000000000,1,13.95,0,000,X,0000000000,B,T - Shirt,0,X,MI00
0000130234,00000869,0000000000,0000,06/01/2026,0010000417,0,06/01/2026,00010,NB,39.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000379,00010,N00,US00,06/01/2026,LEARN-800,S,07/04/2026,00000,07/05/2026,0.00,1,204,UTIL,FAID1800,EA,39.000,0.000,0000000000,1,26.07,0,000,X,0000000000,B,Verbandkasten,0,X,MI00
0000130236,00000869,0000000000,0000,06/01/2026,0010000418,0,06/01/2026,00010,NB,46.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000380,00010,N00,US00,06/01/2026,LEARN-800,S,07/04/2026,00000,07/05/2026,0.00,1,204,UTIL,FAID1800,EA,46.000,0.000,0000000000,1,25.48,0,000,X,0000000000,B,Verbandkasten,0,X,MI00
0000130238,00000869,0000000000,0000,06/01/2026,0010000419,0,06/01/2026,00010,NB,175.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000381,00010,N00,US00,06/01/2026,LEARN-800,S,07/04/2026,00000,07/05/2026,0.00,1,204,UTIL,SHRT1800,EA,175.000,0.000,0000000000,1,13.80,0,000,X,0000000000,B,T - Shirt,0,X,MI00
0000130240,00000869,0000000000,0000,06/01/2026,0010000420,0,06/01/2026,00010,NB,115.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000382,00010,N00,US00,06/01/2026,LEARN-800,S,07/04/2026,00000,07/05/2026,0.00,1,204,UTIL,SHRT1800,EA,115.000,0.000,0000000000,1,13.97,0,000,X,0000000000,B,T - Shirt,0,X,MI00
0000130242,00000869,0000000000,0000,06/01/2026,0010000421,0,06/01/2026,00010,NB,95.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000383,00010,N00,US00,06/01/2026,LEARN-800,S,07/04/2026,00000,07/05/2026,0.00,1,204,UTIL,SHRT1800,EA,95.000,0.000,0000000000,1,14.63,0,000,X,0000000000,B,T - Shirt,0,X,MI00
0000130244,00000869,0000000000,0000,06/01/2026,0010000422,0,06/01/2026,00010,NB,267.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000384,00010,N00,US00,06/01/2026,LEARN-800,S,06/29/2026,00000,07/05/2026,0.00,1,204,UTIL,CHSP1800,EA,267.000,0.000,0000000000,1,28.94,0,000,X,0000000000,B,Kettenschloss Security Pro 800,0,X,MI00
0000130246,00000869,0000000000,0000,06/01/2026,0010000423,0,06/01/2026,00010,NB,165.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000385,00010,N00,US00,06/01/2026,LEARN-800,S,07/03/2026,00000,07/04/2026,0.00,1,204,UTIL,CAGE1800,EA,165.000,0.000,0000000000,1,10.22,0,000,X,0000000000,B,Wasserflaschenhalter,0,X,MI00
0000130248,00000869,0000000000,0000,06/01/2026,0010000424,0,06/01/2026,00010,NB,175.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000386,00010,N00,US00,06/01/2026,LEARN-800,S,07/03/2026,00000,07/04/2026,0.00,1,204,UTIL,CAGE1800,EA,175.000,0.000,0000000000,1,9.97,0,000,X,0000000000,B,Wasserflaschenhalter,0,X,MI00
0000130250,00000869,0000000000,0000,06/01/2026,0010000425,0,06/01/2026,00010,NB,23.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000387,00010,N00,US00,06/01/2026,LEARN-800,S,07/03/2026,00000,07/04/2026,0.00,1,204,SFTY,KPAD1800,EA,23.000,0.000,0000000000,1,41.04,0,000,X,0000000000,B,Knieschoner,0,X,MI00
0000130252,00000869,0000000000,0000,06/01/2026,0010000426,0,06/01/2026,00010,NB,115.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000388,00010,N00,US00,06/01/2026,LEARN-800,S,07/03/2026,00000,07/04/2026,0.00,1,204,UTIL,CAGE1800,EA,115.000,0.000,0000000000,1,10.43,0,000,X,0000000000,B,Wasserflaschenhalter,0,X,MI00
0000130254,00000869,0000000000,0000,06/01/2026,0010000427,0,06/01/2026,00010,NB,235.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000389,00010,N00,US00,06/01/2026,LEARN-800,S,07/03/2026,00000,07/04/2026,0.00,1,204,UTIL,BOTL1800,EA,235.000,0.000,0000000000,1,10.85,0,000,X,0000000000,B,Wasserflasche,0,X,MI00
0000130256,00000869,0000000000,0000,06/01/2026,0010000428,0,06/01/2026,00010,NB,220.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000390,00010,N00,US00,06/01/2026,LEARN-800,S,07/04/2026,00000,07/05/2026,0.00,1,204,UTIL,CAGE1800,EA,220.000,0.000,0000000000,1,9.91,0,000,X,0000000000,B,Wasserflaschenhalter,0,X,MI00
0000130257,00000869,0000000000,0000,06/01/2026,0010000429,0,06/01/2026,00010,NB,102.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000391,00010,N00,US00,06/01/2026,LEARN-800,S,06/29/2026,00000,07/05/2026,0.00,1,204,UTIL,CHSP1800,EA,102.000,0.000,0000000000,1,29.04,0,000,X,0000000000,B,Kettenschloss Security Pro 800,0,X,MI00
0000130260,00000869,0000000000,0000,06/01/2026,0010000430,0,06/01/2026,00010,NB,20.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000392,00010,N00,US00,06/01/2026,LEARN-800,S,07/04/2026,00000,07/05/2026,0.00,1,204,SFTY,EPAD1800,EA,20.000,0.000,0000000000,1,39.82,0,000,X,0000000000,B,Ellenbogenschoner,0,X,MI00
0000130262,00000869,0000000000,0000,06/01/2026,0010000431,0,06/01/2026,00010,NB,125.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000393,00010,N00,US00,06/01/2026,LEARN-800,S,07/04/2026,00000,07/05/2026,0.00,1,204,UTIL,SHRT1800,EA,125.000,0.000,0000000000,1,14.01,0,000,X,0000000000,B,T - Shirt,0,X,MI00
0000130264,00000869,0000000000,0000,06/01/2026,0010000432,0,06/01/2026,00010,NB,97.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000394,00010,N00,US00,06/01/2026,LEARN-800,S,06/29/2026,00000,07/05/2026,0.00,1,204,UTIL,CHSP1800,EA,97.000,0.000,0000000000,1,28.11,0,000,X,0000000000,B,Kettenschloss Security Pro 800,0,X,MI00
0000130266,00000869,0000000000,0000,06/01/2026,0010000433,0,06/01/2026,00010,NB,63.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000395,00010,N00,US00,06/01/2026,LEARN-800,S,07/01/2026,00000,07/02/2026,0.00,1,204,SFTY,KPAD1800,EA,63.000,0.000,0000000000,1,41.55,0,000,X,0000000000,B,Knieschoner,0,X,MI00
0000130267,00000869,0000000000,0000,06/01/2026,0010000434,0,06/01/2026,00010,NB,105.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000396,00010,N00,US00,06/01/2026,LEARN-800,S,07/01/2026,00000,07/02/2026,0.00,1,204,UTIL,SHRT1800,EA,105.000,0.000,0000000000,1,14.18,0,000,X,0000000000,B,T - Shirt,0,X,MI00
0000130270,00000869,0000000000,0000,06/01/2026,0010000435,0,06/01/2026,00010,NB,39.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000397,00010,N00,US00,06/01/2026,LEARN-800,S,07/08/2026,00000,07/09/2026,0.00,1,204,UTIL,FAID1800,EA,39.000,0.000,0000000000,1,24.93,0,000,X,0000000000,B,Verbandkasten,0,X,MI00
0000130272,00000869,0000000000,0000,06/01/2026,0010000436,0,06/01/2026,00010,NB,215.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000398,00010,N00,US00,06/01/2026,LEARN-800,S,07/08/2026,00000,07/09/2026,0.00,1,204,UTIL,SHRT1800,EA,215.000,0.000,0000000000,1,14.42,0,000,X,0000000000,B,T - Shirt,0,X,MI00
0000130274,00000869,0000000000,0000,06/01/2026,0010000437,0,06/01/2026,00010,NB,34.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000399,00010,N00,US00,06/01/2026,LEARN-800,S,07/08/2026,00000,07/09/2026,0.00,1,204,UTIL,FAID1800,EA,34.000,0.000,0000000000,1,25.39,0,000,X,0000000000,B,Verbandkasten,0,X,MI00
0000130276,00000869,0000000000,0000,06/01/2026,0010000438,0,06/01/2026,00010,NB,30.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000400,00010,N00,US00,06/01/2026,LEARN-800,S,07/08/2026,00000,07/09/2026,0.00,1,204,SFTY,OHMT1800,EA,30.000,0.000,0000000000,1,25.91,0,000,X,0000000000,B,Geländehelm,0,X,MI00
0000130278,00000869,0000000000,0000,06/01/2026,0010000439,0,06/01/2026,00010,NB,17.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000401,00010,N00,US00,06/01/2026,LEARN-800,S,07/08/2026,00000,07/09/2026,0.00,1,204,SFTY,KPAD1800,EA,17.000,0.000,0000000000,1,41.30,0,000,X,0000000000,B,Knieschoner,0,X,MI00
0000130280,00000869,0000000000,0000,06/01/2026,0010000440,0,06/01/2026,00010,NB,28.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000402,00010,N00,US00,06/01/2026,LEARN-800,S,07/08/2026,00000,07/09/2026,0.00,1,204,SFTY,RHMT1800,EA,28.000,0.000,0000000000,1,26.87,0,000,X,0000000000,B,Straßenhelm,0,X,MI00
0000130281,00000869,0000000000,0000,06/01/2026,0010000441,0,06/01/2026,00010,NB,23.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000403,00010,N00,US00,06/01/2026,LEARN-800,S,07/08/2026,00000,07/09/2026,0.00,1,204,UTIL,PUMP1800,EA,23.000,0.000,0000000000,1,23.18,0,000,X,0000000000,B,Luftpumpe,0,X,MI00
0000130284,00000869,0000000000,0000,06/01/2026,0010000442,0,06/01/2026,00010,NB,22.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000404,00010,N00,US00,06/01/2026,LEARN-800,S,07/08/2026,00000,07/09/2026,0.00,1,204,UTIL,PUMP1800,EA,22.000,0.000,0000000000,1,22.39,0,000,X,0000000000,B,Luftpumpe,0,X,MI00
0000130286,00000869,0000000000,0000,06/01/2026,0010000443,0,06/01/2026,00010,NB,32.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000405,00010,N00,US00,06/01/2026,LEARN-800,S,07/03/2026,00000,07/04/2026,0.00,1,204,SFTY,RHMT1800,EA,32.000,0.000,0000000000,1,26.39,0,000,X,0000000000,B,Straßenhelm,0,X,MI00
0000130288,00000869,0000000000,0000,06/01/2026,0010000444,0,06/01/2026,00010,NB,31.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000406,00010,N00,US00,06/01/2026,LEARN-800,S,07/03/2026,00000,07/04/2026,0.00,1,204,SFTY,RHMT1800,EA,31.000,0.000,0000000000,1,26.41,0,000,X,0000000000,B,Straßenhelm,0,X,MI00
0000130290,00000869,0000000000,0000,06/01/2026,0010000445,0,06/01/2026,00010,NB,28.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000407,00010,N00,US00,06/01/2026,LEARN-800,S,07/03/2026,00000,07/04/2026,0.00,1,204,UTIL,PUMP1800,EA,28.000,0.000,0000000000,1,23.32,0,000,X,0000000000,B,Luftpumpe,0,X,MI00
0000130292,00000869,0000000000,0000,06/01/2026,0010000446,0,06/01/2026,00010,NB,175.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000408,00010,N00,US00,06/01/2026,LEARN-800,S,07/03/2026,00000,07/04/2026,0.00,1,204,UTIL,CAGE1800,EA,175.000,0.000,0000000000,1,10.06,0,000,X,0000000000,B,Wasserflaschenhalter,0,X,MI00
0000130294,00000869,0000000000,0000,06/01/2026,0010000447,0,06/01/2026,00010,NB,80.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000409,00010,N00,US00,06/01/2026,LEARN-800,S,07/03/2026,00000,07/04/2026,0.00,1,204,UTIL,SHRT1800,EA,80.000,0.000,0000000000,1,14.25,0,000,X,0000000000,B,T - Shirt,0,X,MI00
0000130296,00000869,0000000000,0000,06/01/2026,0010000448,0,06/01/2026,00010,NB,48.000,B,0.000,00/00/0000,0,000000000000000000,00/00/0000,000,4500000410,00010,N00,US00,06/01/2026,LEARN-800,S,07/03/2026,00000,07/04/2026,0.00,1,204,UTIL,FAID1800,EA,48.000,0.000,0000000000,1,24.71,0,000,X,0000000000,B,Verbandkasten,0,X,MI00
