AUGBL,AUGCP,AUGDT,BDIF2,BDIFF,BELNR,BSCHL,BUKRS,BUZEI,DMBTR,FCSL,FDTAG,FDWBT,FKONT,FWBAS,FWZUZ,GBETR,GJAHR,HWBAS,HWZUZ,KOART,KOKRS,KURSR,KZBTR,LWBTR,LWSTS,MANDT,MWSTS,PSWBT,PSWSL,QSSHB,RFCCUR,SHKZG,TXBFW,TXBHW,TXDAT_FROM,TXGRP,VALUT,VORGN,WMWST,WRBTR,ZUONR
1500000207,06/01/2026,06/01/2026,0.00,0.00,1500000207,25,US00,002,"1,394.00","1,394.00",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,394.00",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"1,394.00",
,00/00/0000,00/00/0000,0.00,0.00,1500000208,50,US00,001,"1,348.50","1,348.50",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,348.50",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"1,348.50",20260601
1500000208,06/01/2026,06/01/2026,0.00,0.00,1500000208,25,US00,002,"1,348.50","1,348.50",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,348.50",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"1,348.50",
,00/00/0000,00/00/0000,0.00,0.00,1500000209,50,US00,001,"1,236.96","1,236.96",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,236.96",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"1,236.96",20260601
1500000209,06/01/2026,06/01/2026,0.00,0.00,1500000209,25,US00,002,"1,236.96","1,236.96",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,236.96",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"1,236.96",
,00/00/0000,00/00/0000,0.00,0.00,1500000210,50,US00,001,"1,711.05","1,711.05",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,711.05",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"1,711.05",20260601
1500000210,06/01/2026,06/01/2026,0.00,0.00,1500000210,25,US00,002,"1,711.05","1,711.05",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,711.05",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"1,711.05",
,00/00/0000,00/00/0000,0.00,0.00,1500000211,50,US00,001,"2,125.50","2,125.50",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"2,125.50",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"2,125.50",20260601
1500000211,06/01/2026,06/01/2026,0.00,0.00,1500000211,25,US00,002,"2,125.50","2,125.50",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"2,125.50",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"2,125.50",
,00/00/0000,00/00/0000,0.00,0.00,1500000212,50,US00,001,737.52,737.52,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,737.52,USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,737.52,20260601
1500000212,06/01/2026,06/01/2026,0.00,0.00,1500000212,25,US00,002,737.52,737.52,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,737.52,USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,737.52,
,00/00/0000,00/00/0000,0.00,0.00,1500000213,50,US00,001,"1,244.76","1,244.76",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,244.76",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"1,244.76",20260601
1500000213,06/01/2026,06/01/2026,0.00,0.00,1500000213,25,US00,002,"1,244.76","1,244.76",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,244.76",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"1,244.76",
,00/00/0000,00/00/0000,0.00,0.00,1500000214,50,US00,001,725.20,725.20,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,725.20,USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,725.20,20260601
1500000214,06/01/2026,06/01/2026,0.00,0.00,1500000214,25,US00,002,725.20,725.20,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,725.20,USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,725.20,
,00/00/0000,00/00/0000,0.00,0.00,1500000215,50,US00,001,702.90,702.90,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,702.90,USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,702.90,20260601
1500000215,06/01/2026,06/01/2026,0.00,0.00,1500000215,25,US00,002,702.90,702.90,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,702.90,USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,702.90,
,00/00/0000,00/00/0000,0.00,0.00,1500000216,50,US00,001,635.60,635.60,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,635.60,USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,635.60,20260601
1500000216,06/01/2026,06/01/2026,0.00,0.00,1500000216,25,US00,002,635.60,635.60,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,635.60,USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,635.60,
,00/00/0000,00/00/0000,0.00,0.00,1500000217,50,US00,001,814.37,814.37,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,814.37,USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,814.37,20260601
1500000217,06/01/2026,06/01/2026,0.00,0.00,1500000217,25,US00,002,814.37,814.37,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,814.37,USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,814.37,
,00/00/0000,00/00/0000,0.00,0.00,1500000218,50,US00,001,837.06,837.06,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,837.06,USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,837.06,20260601
1500000218,06/01/2026,06/01/2026,0.00,0.00,1500000218,25,US00,002,837.06,837.06,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,837.06,USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,837.06,
,00/00/0000,00/00/0000,0.00,0.00,1500000219,50,US00,001,838.24,838.24,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,838.24,USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,838.24,20260601
1500000219,06/01/2026,06/01/2026,0.00,0.00,1500000219,25,US00,002,838.24,838.24,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,838.24,USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,838.24,
,00/00/0000,00/00/0000,0.00,0.00,1500000220,50,US00,001,791.60,791.60,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,791.60,USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,791.60,20260601
1500000220,06/01/2026,06/01/2026,0.00,0.00,1500000220,25,US00,002,791.60,791.60,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,791.60,USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,791.60,
,00/00/0000,00/00/0000,0.00,0.00,1500000221,50,US00,001,"1,953.39","1,953.39",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,953.39",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"1,953.39",20260601
1500000221,06/01/2026,06/01/2026,0.00,0.00,1500000221,25,US00,002,"1,953.39","1,953.39",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,953.39",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"1,953.39",
,00/00/0000,00/00/0000,0.00,0.00,1500000222,50,US00,001,"3,238.56","3,238.56",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"3,238.56",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"3,238.56",20260601
1500000222,06/01/2026,06/01/2026,0.00,0.00,1500000222,25,US00,002,"3,238.56","3,238.56",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"3,238.56",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"3,238.56",
,00/00/0000,00/00/0000,0.00,0.00,1500000223,50,US00,001,805.07,805.07,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,805.07,USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,805.07,20260601
1500000223,06/01/2026,06/01/2026,0.00,0.00,1500000223,25,US00,002,805.07,805.07,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,805.07,USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,805.07,
,00/00/0000,00/00/0000,0.00,0.00,1500000224,50,US00,001,"1,514.70","1,514.70",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,514.70",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"1,514.70",20260601
1500000224,06/01/2026,06/01/2026,0.00,0.00,1500000224,25,US00,002,"1,514.70","1,514.70",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,514.70",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"1,514.70",
,00/00/0000,00/00/0000,0.00,0.00,1500000225,50,US00,001,441.75,441.75,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,441.75,USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,441.75,20260601
1500000225,06/01/2026,06/01/2026,0.00,0.00,1500000225,25,US00,002,441.75,441.75,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,441.75,USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,441.75,
,00/00/0000,00/00/0000,0.00,0.00,1500000226,50,US00,001,884.68,884.68,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,884.68,USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,884.68,20260601
1500000226,06/01/2026,06/01/2026,0.00,0.00,1500000226,25,US00,002,884.68,884.68,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,884.68,USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,884.68,
,00/00/0000,00/00/0000,0.00,0.00,1500000227,50,US00,001,775.20,775.20,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,775.20,USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,775.20,20260601
1500000227,06/01/2026,06/01/2026,0.00,0.00,1500000227,25,US00,002,775.20,775.20,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,775.20,USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,775.20,
,00/00/0000,00/00/0000,0.00,0.00,1500000228,50,US00,001,742.98,742.98,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,742.98,USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,742.98,20260601
1500000228,06/01/2026,06/01/2026,0.00,0.00,1500000228,25,US00,002,742.98,742.98,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,742.98,USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,742.98,
,00/00/0000,00/00/0000,0.00,0.00,1500000229,50,US00,001,672.90,672.90,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,672.90,USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,672.90,20260601
1500000229,06/01/2026,06/01/2026,0.00,0.00,1500000229,25,US00,002,672.90,672.90,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,672.90,USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,672.90,
,00/00/0000,00/00/0000,0.00,0.00,1500000230,50,US00,001,"1,866.60","1,866.60",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,866.60",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"1,866.60",20260601
1500000230,06/01/2026,06/01/2026,0.00,0.00,1500000230,25,US00,002,"1,866.60","1,866.60",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,866.60",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"1,866.60",
,00/00/0000,00/00/0000,0.00,0.00,1500000231,50,US00,001,868.78,868.78,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,868.78,USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,868.78,20260601
1500000231,06/01/2026,06/01/2026,0.00,0.00,1500000231,25,US00,002,868.78,868.78,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,868.78,USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,868.78,
,00/00/0000,00/00/0000,0.00,0.00,1500000232,50,US00,001,"5,818.77","5,818.77",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"5,818.77",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"5,818.77",20260601
1500000232,06/01/2026,06/01/2026,0.00,0.00,1500000232,25,US00,002,"5,818.77","5,818.77",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"5,818.77",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"5,818.77",
,00/00/0000,00/00/0000,0.00,0.00,1500000233,50,US00,001,"1,227.24","1,227.24",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,227.24",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"1,227.24",20260601
1500000233,06/01/2026,06/01/2026,0.00,0.00,1500000233,25,US00,002,"1,227.24","1,227.24",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,227.24",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"1,227.24",
,00/00/0000,00/00/0000,0.00,0.00,1500000234,50,US00,001,"1,786.20","1,786.20",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,786.20",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"1,786.20",20260601
1500000234,06/01/2026,06/01/2026,0.00,0.00,1500000234,25,US00,002,"1,786.20","1,786.20",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,786.20",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"1,786.20",
,00/00/0000,00/00/0000,0.00,0.00,1500000235,50,US00,001,"2,359.96","2,359.96",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"2,359.96",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"2,359.96",20260601
1500000235,06/01/2026,06/01/2026,0.00,0.00,1500000235,25,US00,002,"2,359.96","2,359.96",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"2,359.96",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"2,359.96",
,00/00/0000,00/00/0000,0.00,0.00,1500000236,50,US00,001,762.66,762.66,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,762.66,USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,762.66,20260601
1500000236,06/01/2026,06/01/2026,0.00,0.00,1500000236,25,US00,002,762.66,762.66,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,762.66,USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,762.66,
,00/00/0000,00/00/0000,0.00,0.00,1500000237,50,US00,001,"1,331.20","1,331.20",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,331.20",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"1,331.20",20260601
1500000237,06/01/2026,06/01/2026,0.00,0.00,1500000237,25,US00,002,"1,331.20","1,331.20",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,331.20",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"1,331.20",
,00/00/0000,00/00/0000,0.00,0.00,1500000238,50,US00,001,"2,094.74","2,094.74",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"2,094.74",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"2,094.74",20260601
1500000238,06/01/2026,06/01/2026,0.00,0.00,1500000238,25,US00,002,"2,094.74","2,094.74",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"2,094.74",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"2,094.74",
,00/00/0000,00/00/0000,0.00,0.00,1500000239,50,US00,001,843.57,843.57,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,843.57,USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,843.57,20260601
1500000239,06/01/2026,06/01/2026,0.00,0.00,1500000239,25,US00,002,843.57,843.57,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,843.57,USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,843.57,
,00/00/0000,00/00/0000,0.00,0.00,1500000240,50,US00,001,516.34,516.34,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,516.34,USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,516.34,20260601
1500000240,06/01/2026,06/01/2026,0.00,0.00,1500000240,25,US00,002,516.34,516.34,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,516.34,USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,516.34,
,00/00/0000,00/00/0000,0.00,0.00,1500000241,50,US00,001,"1,897.20","1,897.20",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,897.20",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"1,897.20",20260601
1500000241,06/01/2026,06/01/2026,0.00,0.00,1500000241,25,US00,002,"1,897.20","1,897.20",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,897.20",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"1,897.20",
,00/00/0000,00/00/0000,0.00,0.00,1500000242,50,US00,001,987.60,987.60,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,987.60,USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,987.60,20260601
1500000242,06/01/2026,06/01/2026,0.00,0.00,1500000242,25,US00,002,987.60,987.60,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,987.60,USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,987.60,
,00/00/0000,00/00/0000,0.00,0.00,1500000243,50,US00,001,"2,960.69","2,960.69",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"2,960.69",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"2,960.69",20260601
1500000243,06/01/2026,06/01/2026,0.00,0.00,1500000243,25,US00,002,"2,960.69","2,960.69",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"2,960.69",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"2,960.69",
,00/00/0000,00/00/0000,0.00,0.00,1500000244,50,US00,001,"2,349.30","2,349.30",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"2,349.30",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"2,349.30",20260601
1500000244,06/01/2026,06/01/2026,0.00,0.00,1500000244,25,US00,002,"2,349.30","2,349.30",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"2,349.30",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"2,349.30",
,00/00/0000,00/00/0000,0.00,0.00,1500000245,50,US00,001,896.80,896.80,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,896.80,USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,896.80,20260601
1500000245,06/01/2026,06/01/2026,0.00,0.00,1500000245,25,US00,002,896.80,896.80,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,896.80,USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,896.80,
,00/00/0000,00/00/0000,0.00,0.00,1500000246,50,US00,001,"1,169.22","1,169.22",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,169.22",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"1,169.22",20260601
1500000246,06/01/2026,06/01/2026,0.00,0.00,1500000246,25,US00,002,"1,169.22","1,169.22",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,169.22",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"1,169.22",
,00/00/0000,00/00/0000,0.00,0.00,1500000247,50,US00,001,"1,476.10","1,476.10",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,476.10",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"1,476.10",20260601
