BELNR,BKLAS,BNKAN,BPMNG,BPRBM,BPRME,BSTME,BUKRS,BUSTW,BUZEI,BWKEY,EBELN,EBELP,ERP_CONTRACT_ITM,EXKBE,GJAHR,INTROW,INVREL,LBKUM,LFGJA,LFPOS,MANDT,MATBF,MATNR,MEINS,MENGE,MWSKZ,PACKNO,PSTYP,RBMNG,RBWWR,RETAMT_FC,RETDUEDT,RETPC,SALK3,SHKZG,SPGRT,SRM_CONTRACT_ITM,SRVMAPKEY,STOCK_POSTING,STOCK_POSTING_PP,STOCK_POSTING_PY,STUNR,TXJCD,VMSAL,VRKUM,WERKS,WRBTR,ZAEHK,ZEKKN
5105600370,3100,0.00,30.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000347,00010,00000,X,2026,0000000000,000000,890.000,0000,0000,204,PUMP1800,PUMP1800,EA,30.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"18,051.19",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,672.90,000,00
5105600371,3100,0.00,130.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000349,00010,00000,X,2026,0000000000,000000,"3,513.000",0000,0000,204,CAGE1800,CAGE1800,EA,130.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"34,577.44",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"1,331.20",000,00
5105600372,3100,0.00,19.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000351,00010,00000,X,2026,0000000000,000000,"1,128.400",0000,0000,204,KPAD1800,KPAD1800,EA,19.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"45,204.24",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,775.20,000,00
5105600373,3100,0.00,190.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000352,00010,00000,X,2026,0000000000,000000,"7,784.200",0000,0000,204,BOTL1800,BOTL1800,EA,190.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"85,700.42",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"2,148.90",000,00
5105600374,3100,0.00,82.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000348,00010,00000,X,2026,0000000000,000000,"3,934.200",0000,0000,204,CHSP1800,CHSP1800,EA,82.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"109,086.93",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"2,359.96",000,00
5105600375,3100,0.00,40.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000353,00010,00000,X,2026,0000000000,000000,"1,136.000",0000,0000,204,FAID1800,FAID1800,EA,40.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"27,931.81",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,987.60,000,00
5105600376,3100,0.00,207.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000350,00010,00000,X,2026,0000000000,000000,"3,934.200",0000,0000,204,CHSP1800,CHSP1800,EA,207.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"109,086.93",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"5,818.77",000,00
5105600377,3100,0.00,145.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000343,00010,00000,X,2026,0000000000,000000,"3,513.000",0000,0000,204,CAGE1800,CAGE1800,EA,145.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"34,577.44",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"1,476.10",000,00
5105600378,3100,0.00,170.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000354,00010,00000,X,2026,0000000000,000000,"7,784.200",0000,0000,204,BOTL1800,BOTL1800,EA,170.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"85,700.42",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"1,897.20",000,00
5105600379,3100,0.00,170.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000345,00010,00000,X,2026,0000000000,000000,"7,784.200",0000,0000,204,BOTL1800,BOTL1800,EA,170.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"85,700.42",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"1,866.60",000,00
5105600380,3100,0.00,22.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000366,00010,00000,X,2026,0000000000,000000,890.000,0000,0000,204,PUMP1800,PUMP1800,EA,22.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"18,051.19",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,516.34,000,00
5105600381,3100,0.00,107.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000368,00010,00000,X,2026,0000000000,000000,"3,934.200",0000,0000,204,CHSP1800,CHSP1800,EA,107.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"109,086.93",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"2,960.69",000,00
5105600382,3100,0.00,190.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000369,00010,00000,X,2026,0000000000,000000,"3,513.000",0000,0000,204,CAGE1800,CAGE1800,EA,190.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"34,577.44",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"1,974.10",000,00
5105600383,3100,0.00,205.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000365,00010,00000,X,2026,0000000000,000000,"7,784.200",0000,0000,204,BOTL1800,BOTL1800,EA,205.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"85,700.42",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"2,349.30",000,00
5105600384,3100,0.00,88.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000367,00010,00000,X,2026,0000000000,000000,"3,934.200",0000,0000,204,CHSP1800,CHSP1800,EA,88.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"109,086.93",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"2,447.28",000,00
5105600385,3100,0.00,135.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000283,00010,00000,X,2026,0000000000,000000,"4,710.200",0000,0000,204,SHRT1800,SHRT1800,EA,135.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"65,964.12",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"1,933.20",000,00
5105600386,3100,0.00,33.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000302,00010,00000,X,2026,0000000000,000000,"1,312.200",0000,0000,204,RHMT1800,RHMT1800,EA,33.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"33,826.22",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,869.88,000,00
5105600387,3100,0.00,38.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000284,00010,00000,X,2026,0000000000,000000,"1,213.000",0000,0000,204,FAID1800,FAID1800,EA,38.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"29,889.25",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,947.34,000,00
5105600388,3100,0.00,84.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000360,00010,00000,X,2026,0000000000,000000,"4,177.800",0000,0000,204,RKIT1800,RKIT1800,EA,84.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"59,796.33",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"1,262.52",000,00
5105600389,3100,0.00,57.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000376,00010,00000,X,2026,0000000000,000000,"1,505.000",0000,0000,204,CHLK1800,CHLK1800,EA,57.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"51,339.42",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"1,934.01",000,00
5105600390,3100,0.00,100.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000358,00010,00000,X,2026,0000000000,000000,"5,160.200",0000,0000,204,SHRT1800,SHRT1800,EA,100.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"72,317.37",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"1,428.00",000,00
5105600391,3100,0.00,190.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000359,00010,00000,X,2026,0000000000,000000,"5,160.200",0000,0000,204,SHRT1800,SHRT1800,EA,190.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"72,317.37",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"2,751.20",000,00
5105600392,3100,0.00,220.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000361,00010,00000,X,2026,0000000000,000000,"8,004.200",0000,0000,204,BOTL1800,BOTL1800,EA,220.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"88,201.82",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"2,501.40",000,00
5105600393,3100,0.00,63.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000395,00010,00000,X,2026,0000000000,000000,"1,191.400",0000,0000,204,KPAD1800,KPAD1800,EA,63.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"47,821.89",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"2,617.65",000,00
5105600394,3100,0.00,84.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000375,00010,00000,X,2026,0000000000,000000,"4,197.000",0000,0000,204,RKIT1800,RKIT1800,EA,84.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"60,071.14",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"1,280.16",000,00
5105600395,3100,0.00,195.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000363,00010,00000,X,2026,0000000000,000000,"5,205.200",0000,0000,204,SHRT1800,SHRT1800,EA,195.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"72,948.02",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"2,757.30",000,00
5105600396,3100,0.00,96.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000362,00010,00000,X,2026,0000000000,000000,"4,197.000",0000,0000,204,RKIT1800,RKIT1800,EA,96.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"60,071.14",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"1,455.36",000,00
5105600397,3100,0.00,120.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000364,00010,00000,X,2026,0000000000,000000,"5,205.200",0000,0000,204,SHRT1800,SHRT1800,EA,120.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"72,948.02",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"1,725.60",000,00
5105600398,3100,0.00,39.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000377,00010,00000,X,2026,0000000000,000000,"1,220.800",0000,0000,204,FAID1800,FAID1800,EA,39.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"30,081.45",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"1,010.10",000,00
5105600399,3100,0.00,105.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000396,00010,00000,X,2026,0000000000,000000,"5,205.200",0000,0000,204,SHRT1800,SHRT1800,EA,105.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"72,948.02",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"1,488.90",000,00
5105600400,3100,0.00,225.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000378,00010,00000,X,2026,0000000000,000000,"5,205.200",0000,0000,204,SHRT1800,SHRT1800,EA,225.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"72,948.02",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"3,138.75",000,00
5105600401,3100,0.00,19.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000374,00010,00000,X,2026,0000000000,000000,909.000,0000,0000,204,PUMP1800,PUMP1800,EA,19.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"18,483.82",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,432.63,000,00
5105600402,3100,0.00,74.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000373,00010,00000,X,2026,0000000000,000000,"4,271.000",0000,0000,204,RKIT1800,RKIT1800,EA,74.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"61,184.84",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"1,113.70",000,00
5105600403,3100,0.00,42.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000371,00010,00000,X,2026,0000000000,000000,"1,347.800",0000,0000,204,FAID1800,FAID1800,EA,42.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"33,354.70",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"1,084.44",000,00
5105600404,3100,0.00,20.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000372,00010,00000,X,2026,0000000000,000000,831.800,0000,0000,204,EPAD1800,EPAD1800,EA,20.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"33,743.74",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,828.20,000,00
5105600405,3100,0.00,104.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000370,00010,00000,X,2026,0000000000,000000,"1,295.400",0000,0000,204,KPAD1800,KPAD1800,EA,104.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"52,012.05",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"4,190.16",000,00
5105600406,3100,0.00,39.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000379,00010,00000,X,2026,0000000000,000000,"1,347.800",0000,0000,204,FAID1800,FAID1800,EA,39.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"33,354.70",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"1,016.73",000,00
5105600407,3100,0.00,175.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000381,00010,00000,X,2026,0000000000,000000,"5,590.200",0000,0000,204,SHRT1800,SHRT1800,EA,175.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"78,359.42",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"2,415.00",000,00
5105600408,3100,0.00,267.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000384,00010,00000,X,2026,0000000000,000000,"4,201.200",0000,0000,204,CHSP1800,CHSP1800,EA,267.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"116,813.91",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"7,726.98",000,00
5105600409,3100,0.00,20.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000337,00010,00000,X,2026,0000000000,000000,851.800,0000,0000,204,EPAD1800,EPAD1800,EA,20.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"34,561.54",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,817.80,000,00
5105600410,3100,0.00,46.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000380,00010,00000,X,2026,0000000000,000000,"1,347.800",0000,0000,204,FAID1800,FAID1800,EA,46.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"33,354.70",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"1,172.08",000,00
5105600411,3100,0.00,95.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000383,00010,00000,X,2026,0000000000,000000,"5,590.200",0000,0000,204,SHRT1800,SHRT1800,EA,95.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"78,359.42",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"1,389.85",000,00
5105600412,3100,0.00,165.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000385,00010,00000,X,2026,0000000000,000000,"3,968.000",0000,0000,204,CAGE1800,CAGE1800,EA,165.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"39,207.94",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"1,686.30",000,00
5105600413,3100,0.00,23.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000387,00010,00000,X,2026,0000000000,000000,"1,318.400",0000,0000,204,KPAD1800,KPAD1800,EA,23.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"52,955.97",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,943.92,000,00
5105600414,3100,0.00,235.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000389,00010,00000,X,2026,0000000000,000000,"8,239.200",0000,0000,204,BOTL1800,BOTL1800,EA,235.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"90,751.57",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"2,549.75",000,00
5105600415,3100,0.00,175.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000386,00010,00000,X,2026,0000000000,000000,"3,968.000",0000,0000,204,CAGE1800,CAGE1800,EA,175.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"39,207.94",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"1,744.75",000,00
5105600416,3100,0.00,102.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000391,00010,00000,X,2026,0000000000,000000,"4,400.200",0000,0000,204,CHSP1800,CHSP1800,EA,102.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"122,502.66",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"2,962.08",000,00
5105600417,3100,0.00,31.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000406,00010,00000,X,2026,0000000000,000000,"1,375.200",0000,0000,204,RHMT1800,RHMT1800,EA,31.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"35,489.41",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,818.71,000,00
5105600418,3100,0.00,20.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000392,00010,00000,X,2026,0000000000,000000,871.800,0000,0000,204,EPAD1800,EPAD1800,EA,20.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"35,357.94",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,796.40,000,00
5105600419,3100,0.00,125.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000393,00010,00000,X,2026,0000000000,000000,"5,795.200",0000,0000,204,SHRT1800,SHRT1800,EA,125.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"81,250.67",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"1,751.25",000,00
5105600420,3100,0.00,97.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000394,00010,00000,X,2026,0000000000,000000,"4,400.200",0000,0000,204,CHSP1800,CHSP1800,EA,97.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"122,502.66",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"2,726.67",000,00
5105600421,3100,0.00,32.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000405,00010,00000,X,2026,0000000000,000000,"1,375.200",0000,0000,204,RHMT1800,RHMT1800,EA,32.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"35,489.41",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,844.48,000,00
5105600422,3100,0.00,48.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000410,00010,00000,X,2026,0000000000,000000,"1,395.800",0000,0000,204,FAID1800,FAID1800,EA,48.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"34,540.78",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"1,186.08",000,00
5105600423,3100,0.00,175.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000408,00010,00000,X,2026,0000000000,000000,"4,166.000",0000,0000,204,CAGE1800,CAGE1800,EA,175.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"41,195.88",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"1,760.50",000,00
5105600424,3100,0.00,115.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000382,00010,00000,X,2026,0000000000,000000,"5,818.200",0000,0000,204,SHRT1800,SHRT1800,EA,115.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"81,573.14",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"1,606.55",000,00
5105600425,3100,0.00,115.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000388,00010,00000,X,2026,0000000000,000000,"4,166.000",0000,0000,204,CAGE1800,CAGE1800,EA,115.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"41,195.88",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"1,199.45",000,00
5105600426,3100,0.00,80.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000409,00010,00000,X,2026,0000000000,000000,"5,818.200",0000,0000,204,SHRT1800,SHRT1800,EA,80.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"81,573.14",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"1,140.00",000,00
5105600427,3100,0.00,28.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000407,00010,00000,X,2026,0000000000,000000,937.000,0000,0000,204,PUMP1800,PUMP1800,EA,28.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"19,136.78",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,652.96,000,00
5105600428,3100,0.00,29.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000341,00010,00000,X,2026,0000000000,000000,837.400,0000,0000,204,OHMT1800,OHMT1800,EA,29.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"21,641.98",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,778.36,000,00
5105600429,3100,0.00,200.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000415,00010,00000,X,2026,0000000000,000000,"4,366.000",0000,0000,204,CAGE1800,CAGE1800,EA,200.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"43,253.88",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"2,058.00",000,00
5105600430,3100,0.00,93.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000416,00010,00000,X,2026,0000000000,000000,"4,493.200",0000,0000,204,CHSP1800,CHSP1800,EA,93.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"125,184.78",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"2,682.12",000,00
5105600431,3100,0.00,20.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000435,00010,00000,X,2026,0000000000,000000,"1,338.400",0000,0000,204,KPAD1800,KPAD1800,EA,20.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"53,785.57",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,829.60,000,00
5105600432,3100,0.00,18.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000436,00010,00000,X,2026,0000000000,000000,889.800,0000,0000,204,EPAD1800,EPAD1800,EA,18.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"36,113.58",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,755.64,000,00
5105600433,3100,0.00,96.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000418,00010,00000,X,2026,0000000000,000000,"4,367.000",0000,0000,204,RKIT1800,RKIT1800,EA,96.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"62,667.08",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"1,482.24",000,00
5105600434,3100,0.00,59.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000438,00010,00000,X,2026,0000000000,000000,"1,564.000",0000,0000,204,CHLK1800,CHLK1800,EA,59.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"53,410.91",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"2,071.49",000,00
5105600435,3100,0.00,215.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000398,00010,00000,X,2026,0000000000,000000,"6,033.200",0000,0000,204,SHRT1800,SHRT1800,EA,215.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"84,673.44",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"3,100.30",000,00
5105600436,3100,0.00,30.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000400,00010,00000,X,2026,0000000000,000000,898.400,0000,0000,204,OHMT1800,OHMT1800,EA,30.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"23,254.73",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,777.30,000,00
5105600437,3100,0.00,125.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000437,00010,00000,X,2026,0000000000,000000,"1,593.800",0000,0000,204,FAID1800,FAID1800,EA,125.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"39,547.56",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"3,171.25",000,00
5105600438,3100,0.00,220.000,0.000,EA,EA,US00,RE01,000001,MI00,4500000390,00010,00000,X,2026,0000000000,000000,"4,586.000",0000,0000,204,CAGE1800,CAGE1800,EA,220.000,XI,0000000000,0,0.000,0.00,0.00,00/00/0000,0.00,"45,434.08",S,X,0000000000,0000000000,0.00,0.00,0.00,000,FL0000000,0.00,0.000,MI00,"2,180.20",000,00
