BNBTR,BPMNG,BPRME,BUALT,BUKRS,BUZEI,BUZUM,BWART,BWLVS,DMBTR,DMBUM,EBELN,EBELP,ELIKZ,ERFME,ERFMG,GJAHR,GSBER,INSMK,KDEIN,KDPOS,KOKRS,KOSTL,KZBEW,KZSTR,LFBJA,LFPOS,LGORT,LIFNR,LINE_DEPTH,LINE_ID,MAA_URZEI,MANDT,MATNR,MBLNR,MEINS,MENGE,MJAHR,PALAN,PARENT_ID,PARGB,PBAMG,RSNUM,RSPOS,SGTXT,SHKZG,SJAHR,SMBLP,TBNUM,TBPOS,WAERS,WERKS,ZEILE
0.00,30.000,EA,0.00,US00,000,000,101,000,672.90,0.00,4500000347,00010,X,EA,30.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000107800,00,000001,0000,204,PUMP1800,5000000312,EA,30.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,82.000,EA,0.00,US00,000,000,101,000,"2,359.96",0.00,4500000348,00010,X,EA,82.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0001003070,00,000001,0000,204,CHSP1800,5000000313,EA,82.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,130.000,EA,0.00,US00,000,000,101,000,"1,331.20",0.00,4500000349,00010,X,EA,130.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000108800,00,000001,0000,204,CAGE1800,5000000314,EA,130.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,207.000,EA,0.00,US00,000,000,101,000,"5,818.77",0.00,4500000350,00010,X,EA,207.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0001003070,00,000001,0000,204,CHSP1800,5000000315,EA,207.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,19.000,EA,0.00,US00,000,000,101,000,775.20,0.00,4500000351,00010,X,EA,19.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000101800,00,000001,0000,204,KPAD1800,5000000316,EA,19.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,190.000,EA,0.00,US00,000,000,101,000,"2,148.90",0.00,4500000352,00010,X,EA,190.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000110800,00,000001,0000,204,BOTL1800,5000000317,EA,190.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,40.000,EA,0.00,US00,000,000,101,000,987.60,0.00,4500000353,00010,X,EA,40.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000112800,00,000001,0000,204,FAID1800,5000000318,EA,40.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,170.000,EA,0.00,US00,000,000,101,000,"1,897.20",0.00,4500000354,00010,X,EA,170.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000110800,00,000001,0000,204,BOTL1800,5000000319,EA,170.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,205.000,EA,0.00,US00,000,000,101,000,"2,349.30",0.00,4500000365,00010,X,EA,205.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000107800,00,000001,0000,204,BOTL1800,5000000320,EA,205.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,22.000,EA,0.00,US00,000,000,101,000,516.34,0.00,4500000366,00010,X,EA,22.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000108800,00,000001,0000,204,PUMP1800,5000000321,EA,22.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,88.000,EA,0.00,US00,000,000,101,000,"2,447.28",0.00,4500000367,00010,X,EA,88.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000105800,00,000001,0000,204,CHSP1800,5000000322,EA,88.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,190.000,EA,0.00,US00,000,000,101,000,"1,974.10",0.00,4500000369,00010,X,EA,190.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000106800,00,000001,0000,204,CAGE1800,5000000323,EA,190.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,107.000,EA,0.00,US00,000,000,101,000,"2,960.69",0.00,4500000368,00010,X,EA,107.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000105800,00,000001,0000,204,CHSP1800,5000000324,EA,107.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,100.000,EA,0.00,US00,000,000,101,000,"1,428.00",0.00,4500000358,00010,X,EA,100.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000109800,00,000001,0000,204,SHRT1800,5000000325,EA,100.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,84.000,EA,0.00,US00,000,000,101,000,"1,262.52",0.00,4500000360,00010,X,EA,84.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000108800,00,000001,0000,204,RKIT1800,5000000326,EA,84.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,190.000,EA,0.00,US00,000,000,101,000,"2,751.20",0.00,4500000359,00010,X,EA,190.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000110800,00,000001,0000,204,SHRT1800,5000000327,EA,190.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,220.000,EA,0.00,US00,000,000,101,000,"2,501.40",0.00,4500000361,00010,X,EA,220.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000110800,00,000001,0000,204,BOTL1800,5000000328,EA,220.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,76.800,EA,0.00,US00,000,000,101,000,"1,164.29",0.00,4500000362,00010,,EA,76.800,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000108800,00,000001,0000,204,RKIT1800,5000000329,EA,76.800,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,19.200,EA,0.00,US00,000,000,101,000,291.07,0.00,4500000362,00010,X,EA,19.200,2026,BI00,X,0000,000000,NA00,,B,2,0000,0000,TG00,0000108800,00,000002,0000,204,RKIT1800,5000000329,EA,19.200,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0002
0.00,195.000,EA,0.00,US00,000,000,101,000,"2,757.30",0.00,4500000363,00010,X,EA,195.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000109800,00,000001,0000,204,SHRT1800,5000000330,EA,195.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,84.000,EA,0.00,US00,000,000,101,000,"1,280.16",0.00,4500000375,00010,X,EA,84.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000112800,00,000001,0000,204,RKIT1800,5000000331,EA,84.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,135.000,EA,0.00,US00,000,000,101,000,"1,933.20",0.00,4500000283,00010,X,EA,135.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000109800,00,000001,0000,204,SHRT1800,5000000332,EA,135.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,57.000,EA,0.00,US00,000,000,101,000,"1,934.01",0.00,4500000376,00010,X,EA,57.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000103800,00,000001,0000,204,CHLK1800,5000000333,EA,57.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,33.000,EA,0.00,US00,000,000,101,000,869.88,0.00,4500000302,00010,X,EA,33.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000101800,00,000001,0000,204,RHMT1800,5000000334,EA,33.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,31.200,EA,0.00,US00,000,000,101,000,808.08,0.00,4500000377,00010,,EA,31.200,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000112800,00,000001,0000,204,FAID1800,5000000335,EA,31.200,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,7.800,EA,0.00,US00,000,000,101,000,202.02,0.00,4500000377,00010,X,EA,7.800,2026,BI00,X,0000,000000,NA00,,B,2,0000,0000,TG00,0000112800,00,000002,0000,204,FAID1800,5000000335,EA,7.800,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0002
0.00,38.000,EA,0.00,US00,000,000,101,000,947.34,0.00,4500000284,00010,X,EA,38.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000101800,00,000001,0000,204,FAID1800,5000000336,EA,38.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,120.000,EA,0.00,US00,000,000,101,000,"1,725.60",0.00,4500000364,00010,X,EA,120.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000109800,00,000001,0000,204,SHRT1800,5000000337,EA,120.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,180.000,EA,0.00,US00,000,000,101,000,"2,511.00",0.00,4500000378,00010,,EA,180.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000109800,00,000001,0000,204,SHRT1800,5000000338,EA,180.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,45.000,EA,0.00,US00,000,000,101,000,627.75,0.00,4500000378,00010,X,EA,45.000,2026,BI00,X,0000,000000,NA00,,B,2,0000,0000,TG00,0000109800,00,000002,0000,204,SHRT1800,5000000338,EA,45.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0002
0.00,63.000,EA,0.00,US00,000,000,101,000,"2,617.65",0.00,4500000395,00010,X,EA,63.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000103800,00,000001,0000,204,KPAD1800,5000000339,EA,63.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,105.000,EA,0.00,US00,000,000,101,000,"1,488.90",0.00,4500000396,00010,X,EA,105.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000109800,00,000001,0000,204,SHRT1800,5000000340,EA,105.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,104.000,EA,0.00,US00,000,000,101,000,"4,190.16",0.00,4500000370,00010,X,EA,104.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000101800,00,000001,0000,204,KPAD1800,5000000341,EA,104.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,42.000,EA,0.00,US00,000,000,101,000,"1,084.44",0.00,4500000371,00010,X,EA,42.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000112800,00,000001,0000,204,FAID1800,5000000342,EA,42.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,20.000,EA,0.00,US00,000,000,101,000,828.20,0.00,4500000372,00010,X,EA,20.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000101800,00,000001,0000,204,EPAD1800,5000000343,EA,20.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,74.000,EA,0.00,US00,000,000,101,000,"1,113.70",0.00,4500000373,00010,X,EA,74.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000108800,00,000001,0000,204,RKIT1800,5000000344,EA,74.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,19.000,EA,0.00,US00,000,000,101,000,432.63,0.00,4500000374,00010,X,EA,19.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000107800,00,000001,0000,204,PUMP1800,5000000345,EA,19.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,39.000,EA,0.00,US00,000,000,101,000,"1,016.73",0.00,4500000379,00010,X,EA,39.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000112800,00,000001,0000,204,FAID1800,5000000346,EA,39.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,175.000,EA,0.00,US00,000,000,101,000,"2,415.00",0.00,4500000381,00010,X,EA,175.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000110800,00,000001,0000,204,SHRT1800,5000000347,EA,175.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,46.000,EA,0.00,US00,000,000,101,000,"1,172.08",0.00,4500000380,00010,X,EA,46.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000101800,00,000001,0000,204,FAID1800,5000000348,EA,46.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,92.000,EA,0.00,US00,000,000,101,000,"1,285.24",0.00,4500000382,00010,,EA,92.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000110800,00,000001,0000,204,SHRT1800,5000000349,EA,92.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,23.000,EA,0.00,US00,000,000,101,000,321.31,0.00,4500000382,00010,X,EA,23.000,2026,BI00,X,0000,000000,NA00,,B,2,0000,0000,TG00,0000110800,00,000002,0000,204,SHRT1800,5000000349,EA,23.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0002
0.00,267.000,EA,0.00,US00,000,000,101,000,"7,726.98",0.00,4500000384,00010,X,EA,267.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000102800,00,000001,0000,204,CHSP1800,5000000350,EA,267.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,95.000,EA,0.00,US00,000,000,101,000,"1,389.85",0.00,4500000383,00010,X,EA,95.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000109800,00,000001,0000,204,SHRT1800,5000000351,EA,95.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,165.000,EA,0.00,US00,000,000,101,000,"1,686.30",0.00,4500000385,00010,X,EA,165.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000108800,00,000001,0000,204,CAGE1800,5000000352,EA,165.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,23.000,EA,0.00,US00,000,000,101,000,943.92,0.00,4500000387,00010,X,EA,23.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000101800,00,000001,0000,204,KPAD1800,5000000353,EA,23.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,20.000,EA,0.00,US00,000,000,101,000,817.80,0.00,4500000337,00010,X,EA,20.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000103800,00,000001,0000,204,EPAD1800,5000000354,EA,20.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,175.000,EA,0.00,US00,000,000,101,000,"1,744.75",0.00,4500000386,00010,X,EA,175.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000106800,00,000001,0000,204,CAGE1800,5000000355,EA,175.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,235.000,EA,0.00,US00,000,000,101,000,"2,549.75",0.00,4500000389,00010,X,EA,235.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000110800,00,000001,0000,204,BOTL1800,5000000356,EA,235.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,92.000,EA,0.00,US00,000,000,101,000,959.56,0.00,4500000388,00010,,EA,92.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000106800,00,000001,0000,204,CAGE1800,5000000357,EA,92.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,23.000,EA,0.00,US00,000,000,101,000,239.89,0.00,4500000388,00010,X,EA,23.000,2026,BI00,X,0000,000000,NA00,,B,2,0000,0000,TG00,0000106800,00,000002,0000,204,CAGE1800,5000000357,EA,23.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0002
0.00,102.000,EA,0.00,US00,000,000,101,000,"2,962.08",0.00,4500000391,00010,X,EA,102.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000105800,00,000001,0000,204,CHSP1800,5000000358,EA,102.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,20.000,EA,0.00,US00,000,000,101,000,796.40,0.00,4500000392,00010,X,EA,20.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000103800,00,000001,0000,204,EPAD1800,5000000359,EA,20.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,125.000,EA,0.00,US00,000,000,101,000,"1,751.25",0.00,4500000393,00010,X,EA,125.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000109800,00,000001,0000,204,SHRT1800,5000000360,EA,125.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,97.000,EA,0.00,US00,000,000,101,000,"2,726.67",0.00,4500000394,00010,X,EA,97.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000105800,00,000001,0000,204,CHSP1800,5000000361,EA,97.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,32.000,EA,0.00,US00,000,000,101,000,844.48,0.00,4500000405,00010,X,EA,32.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000101800,00,000001,0000,204,RHMT1800,5000000362,EA,32.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,28.000,EA,0.00,US00,000,000,101,000,652.96,0.00,4500000407,00010,X,EA,28.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000108800,00,000001,0000,204,PUMP1800,5000000363,EA,28.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,31.000,EA,0.00,US00,000,000,101,000,818.71,0.00,4500000406,00010,X,EA,31.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000107800,00,000001,0000,204,RHMT1800,5000000364,EA,31.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,175.000,EA,0.00,US00,000,000,101,000,"1,760.50",0.00,4500000408,00010,X,EA,175.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000106800,00,000001,0000,204,CAGE1800,5000000365,EA,175.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,80.000,EA,0.00,US00,000,000,101,000,"1,140.00",0.00,4500000409,00010,X,EA,80.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000110800,00,000001,0000,204,SHRT1800,5000000366,EA,80.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,48.000,EA,0.00,US00,000,000,101,000,"1,186.08",0.00,4500000410,00010,X,EA,48.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000101800,00,000001,0000,204,FAID1800,5000000367,EA,48.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,200.000,EA,0.00,US00,000,000,101,000,"2,058.00",0.00,4500000415,00010,X,EA,200.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000106800,00,000001,0000,204,CAGE1800,5000000368,EA,200.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,29.000,EA,0.00,US00,000,000,101,000,778.36,0.00,4500000341,00010,X,EA,29.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000101800,00,000001,0000,204,OHMT1800,5000000369,EA,29.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,96.000,EA,0.00,US00,000,000,101,000,"1,482.24",0.00,4500000418,00010,X,EA,96.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000112800,00,000001,0000,204,RKIT1800,5000000370,EA,96.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,93.000,EA,0.00,US00,000,000,101,000,"2,682.12",0.00,4500000416,00010,X,EA,93.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000105800,00,000001,0000,204,CHSP1800,5000000371,EA,93.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,18.000,EA,0.00,US00,000,000,101,000,755.64,0.00,4500000436,00010,X,EA,18.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000103800,00,000001,0000,204,EPAD1800,5000000372,EA,18.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,59.000,EA,0.00,US00,000,000,101,000,"2,071.49",0.00,4500000438,00010,X,EA,59.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0001003070,00,000001,0000,204,CHLK1800,5000000373,EA,59.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,20.000,EA,0.00,US00,000,000,101,000,829.60,0.00,4500000435,00010,X,EA,20.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000103800,00,000001,0000,204,KPAD1800,5000000374,EA,20.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,125.000,EA,0.00,US00,000,000,101,000,"3,171.25",0.00,4500000437,00010,X,EA,125.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000112800,00,000001,0000,204,FAID1800,5000000375,EA,125.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,39.000,EA,0.00,US00,000,000,101,000,972.27,0.00,4500000397,00010,X,EA,39.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000112800,00,000001,0000,204,FAID1800,5000000376,EA,39.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,215.000,EA,0.00,US00,000,000,101,000,"3,100.30",0.00,4500000398,00010,X,EA,215.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000109800,00,000001,0000,204,SHRT1800,5000000377,EA,215.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,34.000,EA,0.00,US00,000,000,101,000,863.26,0.00,4500000399,00010,X,EA,34.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000112800,00,000001,0000,204,FAID1800,5000000378,EA,34.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,30.000,EA,0.00,US00,000,000,101,000,777.30,0.00,4500000400,00010,X,EA,30.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000107800,00,000001,0000,204,OHMT1800,5000000379,EA,30.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,13.600,EA,0.00,US00,000,000,101,000,561.68,0.00,4500000401,00010,,EA,13.600,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000103800,00,000001,0000,204,KPAD1800,5000000380,EA,13.600,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,3.400,EA,0.00,US00,000,000,101,000,140.42,0.00,4500000401,00010,X,EA,3.400,2026,BI00,X,0000,000000,NA00,,B,2,0000,0000,TG00,0000103800,00,000002,0000,204,KPAD1800,5000000380,EA,3.400,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0002
0.00,28.000,EA,0.00,US00,000,000,101,000,752.36,0.00,4500000402,00010,X,EA,28.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000101800,00,000001,0000,204,RHMT1800,5000000381,EA,28.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,23.000,EA,0.00,US00,000,000,101,000,533.14,0.00,4500000403,00010,X,EA,23.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000108800,00,000001,0000,204,PUMP1800,5000000382,EA,23.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,31.000,EA,0.00,US00,000,000,101,000,835.45,0.00,4500000412,00010,X,EA,31.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000101800,00,000001,0000,204,OHMT1800,5000000383,EA,31.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,22.000,EA,0.00,US00,000,000,101,000,492.58,0.00,4500000404,00010,X,EA,22.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000108800,00,000001,0000,204,PUMP1800,5000000384,EA,22.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,132.000,EA,0.00,US00,000,000,101,000,"2,009.04",0.00,4500000414,00010,X,EA,132.000,2026,BI00,,0000,000000,NA00,,B,2,0000,0000,TG00,0000112800,00,000001,0000,204,RKIT1800,5000000385,EA,132.000,2026,0,000000,BI00,0.000,0000000000,0000,,S,0000,0000,0000000000,0000,USD,MI00,0001
