case_id,field,planned_step_id,raw_value,reason,synthetic_value,table
C166,USERNAME,C166_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C167,UDATE,C167_A2,06/01/2026,synthetic_timestamp_projection,06/25/2026,CDHDR
C167,UTIME,C167_A2,21:40:32,synthetic_timestamp_projection,08:09:00,CDHDR
C167,USERNAME,C167_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C168,UDATE,C168_B2,06/01/2026,synthetic_timestamp_projection,06/25/2026,CDHDR
C168,UTIME,C168_B2,21:42:01,synthetic_timestamp_projection,08:24:00,CDHDR
C168,USERNAME,C168_B2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C169,UDATE,C169_A2,06/01/2026,synthetic_timestamp_projection,06/25/2026,CDHDR
C169,UTIME,C169_A2,21:43:51,synthetic_timestamp_projection,11:12:00,CDHDR
C169,USERNAME,C169_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C170,UDATE,C170_A2,06/01/2026,synthetic_timestamp_projection,06/25/2026,CDHDR
C170,UTIME,C170_A2,21:44:54,synthetic_timestamp_projection,11:21:00,CDHDR
C170,USERNAME,C170_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C171,UDATE,C171_A2,06/01/2026,synthetic_timestamp_projection,06/25/2026,CDHDR
C171,UTIME,C171_A2,21:45:57,synthetic_timestamp_projection,11:29:00,CDHDR
C171,USERNAME,C171_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C172,UDATE,C172_A2,06/01/2026,synthetic_timestamp_projection,06/25/2026,CDHDR
C172,UTIME,C172_A2,21:46:59,synthetic_timestamp_projection,11:43:00,CDHDR
C172,USERNAME,C172_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C174,UDATE,C174_A2,06/01/2026,synthetic_timestamp_projection,06/25/2026,CDHDR
C174,UTIME,C174_A2,21:48:02,synthetic_timestamp_projection,11:55:00,CDHDR
C174,USERNAME,C174_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C176,UDATE,C176_A2,06/01/2026,synthetic_timestamp_projection,06/25/2026,CDHDR
C176,UTIME,C176_A2,21:49:04,synthetic_timestamp_projection,13:05:00,CDHDR
C176,USERNAME,C176_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C173,UDATE,C173_B2,06/01/2026,synthetic_timestamp_projection,06/25/2026,CDHDR
C173,UTIME,C173_B2,21:50:39,synthetic_timestamp_projection,13:18:00,CDHDR
C173,USERNAME,C173_B2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C175,UDATE,C175_A2,06/01/2026,synthetic_timestamp_projection,06/25/2026,CDHDR
C175,UTIME,C175_A2,21:51:29,synthetic_timestamp_projection,13:44:59,CDHDR
C175,USERNAME,C175_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C178,UDATE,C178_A2,06/01/2026,synthetic_timestamp_projection,06/25/2026,CDHDR
C178,UTIME,C178_A2,21:52:33,synthetic_timestamp_projection,15:56:46,CDHDR
C178,USERNAME,C178_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C177,UDATE,C177_A2,06/01/2026,synthetic_timestamp_projection,06/25/2026,CDHDR
C177,UTIME,C177_A2,21:53:36,synthetic_timestamp_projection,16:38:55,CDHDR
C177,USERNAME,C177_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C183,UDATE,C183_A1,06/01/2026,synthetic_timestamp_projection,06/26/2026,CDHDR
C183,UTIME,C183_A1,21:53:47,synthetic_timestamp_projection,10:16:53,CDHDR
C183,USERNAME,C183_A1,LEARN-800,synthetic_timestamp_projection,inventory_manager_mi00,CDHDR
C179,UDATE,C179_A2,06/01/2026,synthetic_timestamp_projection,06/25/2026,CDHDR
C179,UTIME,C179_A2,21:54:37,synthetic_timestamp_projection,16:59:24,CDHDR
C179,USERNAME,C179_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C184,UDATE,C184_A1,06/01/2026,synthetic_timestamp_projection,06/26/2026,CDHDR
C184,UTIME,C184_A1,21:54:50,synthetic_timestamp_projection,10:40:21,CDHDR
C184,USERNAME,C184_A1,LEARN-800,synthetic_timestamp_projection,inventory_manager_mi00,CDHDR
C180,UDATE,C180_A2,06/01/2026,synthetic_timestamp_projection,06/26/2026,CDHDR
C180,UTIME,C180_A2,21:55:41,synthetic_timestamp_projection,09:37:00,CDHDR
C180,USERNAME,C180_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C185,UDATE,C185_A1,06/01/2026,synthetic_timestamp_projection,06/26/2026,CDHDR
C185,UTIME,C185_A1,21:55:52,synthetic_timestamp_projection,14:31:40,CDHDR
C185,USERNAME,C185_A1,LEARN-800,synthetic_timestamp_projection,inventory_manager_mi00,CDHDR
C181,UDATE,C181_A2,06/01/2026,synthetic_timestamp_projection,06/26/2026,CDHDR
C181,UTIME,C181_A2,21:56:45,synthetic_timestamp_projection,11:27:35,CDHDR
C181,USERNAME,C181_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C186,UDATE,C186_A1,06/01/2026,synthetic_timestamp_projection,06/26/2026,CDHDR
C186,UTIME,C186_A1,21:56:54,synthetic_timestamp_projection,14:58:25,CDHDR
C186,USERNAME,C186_A1,LEARN-800,synthetic_timestamp_projection,inventory_manager_mi00,CDHDR
C182,UDATE,C182_A2,06/01/2026,synthetic_timestamp_projection,06/26/2026,CDHDR
C182,UTIME,C182_A2,21:57:45,synthetic_timestamp_projection,11:41:02,CDHDR
C182,USERNAME,C182_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C187,UDATE,C187_A1,06/01/2026,synthetic_timestamp_projection,06/26/2026,CDHDR
C187,UTIME,C187_A1,21:57:59,synthetic_timestamp_projection,15:35:40,CDHDR
C187,USERNAME,C187_A1,LEARN-800,synthetic_timestamp_projection,inventory_manager_mi00,CDHDR
C183,UDATE,C183_A2,06/01/2026,synthetic_timestamp_projection,06/26/2026,CDHDR
C183,UTIME,C183_A2,21:58:49,synthetic_timestamp_projection,12:43:00,CDHDR
C183,USERNAME,C183_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C188,UDATE,C188_A1,06/01/2026,synthetic_timestamp_projection,06/26/2026,CDHDR
C188,UTIME,C188_A1,21:59:00,synthetic_timestamp_projection,15:46:40,CDHDR
C188,USERNAME,C188_A1,LEARN-800,synthetic_timestamp_projection,inventory_manager_mi00,CDHDR
C184,UDATE,C184_A2,06/01/2026,synthetic_timestamp_projection,06/26/2026,CDHDR
C184,UTIME,C184_A2,21:59:51,synthetic_timestamp_projection,13:25:21,CDHDR
C184,USERNAME,C184_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C189,UDATE,C189_A1,06/01/2026,synthetic_timestamp_projection,06/26/2026,CDHDR
C189,UTIME,C189_A1,22:00:01,synthetic_timestamp_projection,16:25:12,CDHDR
C189,USERNAME,C189_A1,LEARN-800,synthetic_timestamp_projection,inventory_manager_mi00,CDHDR
C185,UDATE,C185_A2,06/01/2026,synthetic_timestamp_projection,06/26/2026,CDHDR
C185,UTIME,C185_A2,22:00:57,synthetic_timestamp_projection,16:15:40,CDHDR
C185,USERNAME,C185_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C190,UDATE,C190_A1,06/01/2026,synthetic_timestamp_projection,06/29/2026,CDHDR
C190,UTIME,C190_A1,22:01:09,synthetic_timestamp_projection,08:10:00,CDHDR
C190,USERNAME,C190_A1,LEARN-800,synthetic_timestamp_projection,inventory_manager_mi00,CDHDR
C191,UDATE,C191_A1,06/01/2026,synthetic_timestamp_projection,06/29/2026,CDHDR
C191,UTIME,C191_A1,22:02:12,synthetic_timestamp_projection,08:45:54,CDHDR
C191,USERNAME,C191_A1,LEARN-800,synthetic_timestamp_projection,inventory_manager_mi00,CDHDR
C186,UDATE,C186_B2,06/01/2026,synthetic_timestamp_projection,06/29/2026,CDHDR
C186,UTIME,C186_B2,22:02:30,synthetic_timestamp_projection,08:09:00,CDHDR
C186,USERNAME,C186_B2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C187,UDATE,C187_A2,06/01/2026,synthetic_timestamp_projection,06/29/2026,CDHDR
C187,UTIME,C187_A2,22:03:21,synthetic_timestamp_projection,08:16:00,CDHDR
C187,USERNAME,C187_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C192,UDATE,C192_A1,06/01/2026,synthetic_timestamp_projection,06/29/2026,CDHDR
C192,UTIME,C192_A1,22:03:33,synthetic_timestamp_projection,09:10:24,CDHDR
C192,USERNAME,C192_A1,LEARN-800,synthetic_timestamp_projection,inventory_manager_mi00,CDHDR
C188,UDATE,C188_A2,06/01/2026,synthetic_timestamp_projection,06/29/2026,CDHDR
C188,UTIME,C188_A2,22:04:27,synthetic_timestamp_projection,08:24:00,CDHDR
C188,USERNAME,C188_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C193,UDATE,C193_A1,06/01/2026,synthetic_timestamp_projection,06/29/2026,CDHDR
C193,UTIME,C193_A1,22:04:36,synthetic_timestamp_projection,09:51:07,CDHDR
C193,USERNAME,C193_A1,LEARN-800,synthetic_timestamp_projection,inventory_manager_mi00,CDHDR
C189,UDATE,C189_A2,06/01/2026,synthetic_timestamp_projection,06/29/2026,CDHDR
C189,UTIME,C189_A2,22:05:32,synthetic_timestamp_projection,08:35:00,CDHDR
C189,USERNAME,C189_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C194,UDATE,C194_A1,06/01/2026,synthetic_timestamp_projection,06/29/2026,CDHDR
C194,UTIME,C194_A1,22:05:42,synthetic_timestamp_projection,13:29:48,CDHDR
C194,USERNAME,C194_A1,LEARN-800,synthetic_timestamp_projection,inventory_manager_mi00,CDHDR
C195,UDATE,C195_A1,06/01/2026,synthetic_timestamp_projection,06/29/2026,CDHDR
C195,UTIME,C195_A1,22:06:48,synthetic_timestamp_projection,14:07:24,CDHDR
C195,USERNAME,C195_A1,LEARN-800,synthetic_timestamp_projection,inventory_manager_mi00,CDHDR
C192,UDATE,C192_A2,06/01/2026,synthetic_timestamp_projection,06/29/2026,CDHDR
C192,UTIME,C192_A2,22:07:44,synthetic_timestamp_projection,10:38:24,CDHDR
C192,USERNAME,C192_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C196,UDATE,C196_A1,06/01/2026,synthetic_timestamp_projection,06/29/2026,CDHDR
C196,UTIME,C196_A1,22:07:54,synthetic_timestamp_projection,14:36:31,CDHDR
C196,USERNAME,C196_A1,LEARN-800,synthetic_timestamp_projection,inventory_manager_mi00,CDHDR
C177,UDATE,C177_A2,06/01/2026,synthetic_timestamp_projection,06/25/2026,CDHDR
C177,UTIME,C177_A2,21:53:36,synthetic_timestamp_projection,16:38:55,CDHDR
C177,USERNAME,C177_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C179,UDATE,C179_A2,06/01/2026,synthetic_timestamp_projection,06/25/2026,CDHDR
C179,UTIME,C179_A2,21:54:38,synthetic_timestamp_projection,16:59:24,CDHDR
C179,USERNAME,C179_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C180,UDATE,C180_A2,06/01/2026,synthetic_timestamp_projection,06/26/2026,CDHDR
C180,UTIME,C180_A2,21:55:41,synthetic_timestamp_projection,09:37:00,CDHDR
C180,USERNAME,C180_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C181,UDATE,C181_A2,06/01/2026,synthetic_timestamp_projection,06/26/2026,CDHDR
C181,UTIME,C181_A2,21:56:45,synthetic_timestamp_projection,11:27:35,CDHDR
C181,USERNAME,C181_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C182,UDATE,C182_A2,06/01/2026,synthetic_timestamp_projection,06/26/2026,CDHDR
C182,UTIME,C182_A2,21:57:46,synthetic_timestamp_projection,11:41:02,CDHDR
C182,USERNAME,C182_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C183,UDATE,C183_A1,06/01/2026,synthetic_timestamp_projection,06/26/2026,CDHDR
C183,UTIME,C183_A1,21:53:47,synthetic_timestamp_projection,10:16:53,CDHDR
C183,USERNAME,C183_A1,LEARN-800,synthetic_timestamp_projection,inventory_manager_mi00,CDHDR
C183,UDATE,C183_A2,06/01/2026,synthetic_timestamp_projection,06/26/2026,CDHDR
C183,UTIME,C183_A2,21:58:49,synthetic_timestamp_projection,12:43:00,CDHDR
C183,USERNAME,C183_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C184,UDATE,C184_A1,06/01/2026,synthetic_timestamp_projection,06/26/2026,CDHDR
C184,UTIME,C184_A1,21:54:50,synthetic_timestamp_projection,10:40:21,CDHDR
C184,USERNAME,C184_A1,LEARN-800,synthetic_timestamp_projection,inventory_manager_mi00,CDHDR
C184,UDATE,C184_A2,06/01/2026,synthetic_timestamp_projection,06/26/2026,CDHDR
C184,UTIME,C184_A2,21:59:51,synthetic_timestamp_projection,13:25:21,CDHDR
C184,USERNAME,C184_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C185,UDATE,C185_A1,06/01/2026,synthetic_timestamp_projection,06/26/2026,CDHDR
C185,UTIME,C185_A1,21:55:52,synthetic_timestamp_projection,14:31:40,CDHDR
C185,USERNAME,C185_A1,LEARN-800,synthetic_timestamp_projection,inventory_manager_mi00,CDHDR
C185,UDATE,C185_A2,06/01/2026,synthetic_timestamp_projection,06/26/2026,CDHDR
C185,UTIME,C185_A2,22:00:57,synthetic_timestamp_projection,16:15:40,CDHDR
C185,USERNAME,C185_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C186,UDATE,C186_A1,06/01/2026,synthetic_timestamp_projection,06/26/2026,CDHDR
C186,UTIME,C186_A1,21:56:54,synthetic_timestamp_projection,14:58:25,CDHDR
C186,USERNAME,C186_A1,LEARN-800,synthetic_timestamp_projection,inventory_manager_mi00,CDHDR
C186,UDATE,C186_B2,06/01/2026,synthetic_timestamp_projection,06/29/2026,CDHDR
C186,UTIME,C186_B2,22:02:30,synthetic_timestamp_projection,08:09:00,CDHDR
C186,USERNAME,C186_B2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C187,UDATE,C187_A1,06/01/2026,synthetic_timestamp_projection,06/26/2026,CDHDR
C187,UTIME,C187_A1,21:57:59,synthetic_timestamp_projection,15:35:40,CDHDR
C187,USERNAME,C187_A1,LEARN-800,synthetic_timestamp_projection,inventory_manager_mi00,CDHDR
C187,UDATE,C187_A2,06/01/2026,synthetic_timestamp_projection,06/29/2026,CDHDR
C187,UTIME,C187_A2,22:03:21,synthetic_timestamp_projection,08:16:00,CDHDR
C187,USERNAME,C187_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C188,UDATE,C188_A1,06/01/2026,synthetic_timestamp_projection,06/26/2026,CDHDR
C188,UTIME,C188_A1,21:59:00,synthetic_timestamp_projection,15:46:40,CDHDR
C188,USERNAME,C188_A1,LEARN-800,synthetic_timestamp_projection,inventory_manager_mi00,CDHDR
C188,UDATE,C188_A2,06/01/2026,synthetic_timestamp_projection,06/29/2026,CDHDR
C188,UTIME,C188_A2,22:04:27,synthetic_timestamp_projection,08:24:00,CDHDR
C188,USERNAME,C188_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C189,UDATE,C189_A1,06/01/2026,synthetic_timestamp_projection,06/26/2026,CDHDR
C189,UTIME,C189_A1,22:00:01,synthetic_timestamp_projection,16:25:12,CDHDR
C189,USERNAME,C189_A1,LEARN-800,synthetic_timestamp_projection,inventory_manager_mi00,CDHDR
C189,UDATE,C189_A2,06/01/2026,synthetic_timestamp_projection,06/29/2026,CDHDR
C189,UTIME,C189_A2,22:05:32,synthetic_timestamp_projection,08:35:00,CDHDR
C189,USERNAME,C189_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C190,UDATE,C190_A1,06/01/2026,synthetic_timestamp_projection,06/29/2026,CDHDR
C190,UTIME,C190_A1,22:01:09,synthetic_timestamp_projection,08:10:00,CDHDR
C190,USERNAME,C190_A1,LEARN-800,synthetic_timestamp_projection,inventory_manager_mi00,CDHDR
C191,UDATE,C191_A1,06/01/2026,synthetic_timestamp_projection,06/29/2026,CDHDR
C191,UTIME,C191_A1,22:02:12,synthetic_timestamp_projection,08:45:54,CDHDR
C191,USERNAME,C191_A1,LEARN-800,synthetic_timestamp_projection,inventory_manager_mi00,CDHDR
C192,UDATE,C192_A1,06/01/2026,synthetic_timestamp_projection,06/29/2026,CDHDR
C192,UTIME,C192_A1,22:03:33,synthetic_timestamp_projection,09:10:24,CDHDR
C192,USERNAME,C192_A1,LEARN-800,synthetic_timestamp_projection,inventory_manager_mi00,CDHDR
C192,UDATE,C192_A2,06/01/2026,synthetic_timestamp_projection,06/29/2026,CDHDR
C192,UTIME,C192_A2,22:07:45,synthetic_timestamp_projection,10:38:24,CDHDR
C192,USERNAME,C192_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C193,UDATE,C193_A1,06/01/2026,synthetic_timestamp_projection,06/29/2026,CDHDR
C193,UTIME,C193_A1,22:04:36,synthetic_timestamp_projection,09:51:07,CDHDR
C193,USERNAME,C193_A1,LEARN-800,synthetic_timestamp_projection,inventory_manager_mi00,CDHDR
C194,UDATE,C194_A1,06/01/2026,synthetic_timestamp_projection,06/29/2026,CDHDR
C194,UTIME,C194_A1,22:05:42,synthetic_timestamp_projection,13:29:48,CDHDR
C194,USERNAME,C194_A1,LEARN-800,synthetic_timestamp_projection,inventory_manager_mi00,CDHDR
C195,UDATE,C195_A1,06/01/2026,synthetic_timestamp_projection,06/29/2026,CDHDR
C195,UTIME,C195_A1,22:06:48,synthetic_timestamp_projection,14:07:24,CDHDR
C195,USERNAME,C195_A1,LEARN-800,synthetic_timestamp_projection,inventory_manager_mi00,CDHDR
C196,UDATE,C196_A1,06/01/2026,synthetic_timestamp_projection,06/29/2026,CDHDR
C196,UTIME,C196_A1,22:07:54,synthetic_timestamp_projection,14:36:31,CDHDR
C196,USERNAME,C196_A1,LEARN-800,synthetic_timestamp_projection,inventory_manager_mi00,CDHDR
C177,UDATE,C177_A2,06/01/2026,synthetic_timestamp_projection,06/25/2026,CDHDR
C177,UTIME,C177_A2,21:53:36,synthetic_timestamp_projection,16:38:55,CDHDR
C177,USERNAME,C177_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C179,UDATE,C179_A2,06/01/2026,synthetic_timestamp_projection,06/25/2026,CDHDR
C179,UTIME,C179_A2,21:54:37,synthetic_timestamp_projection,16:59:24,CDHDR
C179,USERNAME,C179_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C180,UDATE,C180_A2,06/01/2026,synthetic_timestamp_projection,06/26/2026,CDHDR
C180,UTIME,C180_A2,21:55:41,synthetic_timestamp_projection,09:37:00,CDHDR
C180,USERNAME,C180_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C181,UDATE,C181_A2,06/01/2026,synthetic_timestamp_projection,06/26/2026,CDHDR
C181,UTIME,C181_A2,21:56:45,synthetic_timestamp_projection,11:27:35,CDHDR
C181,USERNAME,C181_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C182,UDATE,C182_A2,06/01/2026,synthetic_timestamp_projection,06/26/2026,CDHDR
C182,UTIME,C182_A2,21:57:45,synthetic_timestamp_projection,11:41:02,CDHDR
C182,USERNAME,C182_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C183,UDATE,C183_A2,06/01/2026,synthetic_timestamp_projection,06/26/2026,CDHDR
C183,UTIME,C183_A2,21:58:49,synthetic_timestamp_projection,12:43:00,CDHDR
C183,USERNAME,C183_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C184,UDATE,C184_A2,06/01/2026,synthetic_timestamp_projection,06/26/2026,CDHDR
C184,UTIME,C184_A2,21:59:51,synthetic_timestamp_projection,13:25:21,CDHDR
C184,USERNAME,C184_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C185,UDATE,C185_A2,06/01/2026,synthetic_timestamp_projection,06/26/2026,CDHDR
C185,UTIME,C185_A2,22:00:57,synthetic_timestamp_projection,16:15:40,CDHDR
C185,USERNAME,C185_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C186,UDATE,C186_B2,06/01/2026,synthetic_timestamp_projection,06/29/2026,CDHDR
C186,UTIME,C186_B2,22:02:30,synthetic_timestamp_projection,08:09:00,CDHDR
C186,USERNAME,C186_B2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C187,UDATE,C187_A2,06/01/2026,synthetic_timestamp_projection,06/29/2026,CDHDR
C187,UTIME,C187_A2,22:03:21,synthetic_timestamp_projection,08:16:00,CDHDR
C187,USERNAME,C187_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C188,UDATE,C188_A2,06/01/2026,synthetic_timestamp_projection,06/29/2026,CDHDR
C188,UTIME,C188_A2,22:04:27,synthetic_timestamp_projection,08:24:00,CDHDR
C188,USERNAME,C188_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C189,UDATE,C189_A2,06/01/2026,synthetic_timestamp_projection,06/29/2026,CDHDR
C189,UTIME,C189_A2,22:05:32,synthetic_timestamp_projection,08:35:00,CDHDR
C189,USERNAME,C189_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C192,UDATE,C192_A2,06/01/2026,synthetic_timestamp_projection,06/29/2026,CDHDR
C192,UTIME,C192_A2,22:07:44,synthetic_timestamp_projection,10:38:24,CDHDR
C192,USERNAME,C192_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C190,UDATE,C190_A2,06/01/2026,synthetic_timestamp_projection,06/29/2026,CDHDR
C190,UTIME,C190_A2,22:08:46,synthetic_timestamp_projection,11:08:00,CDHDR
C190,USERNAME,C190_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C197,UDATE,C197_A1,06/01/2026,synthetic_timestamp_projection,06/29/2026,CDHDR
C197,UTIME,C197_A1,22:08:55,synthetic_timestamp_projection,15:14:58,CDHDR
C197,USERNAME,C197_A1,LEARN-800,synthetic_timestamp_projection,inventory_manager_mi00,CDHDR
C191,UDATE,C191_A2,06/01/2026,synthetic_timestamp_projection,06/29/2026,CDHDR
C191,UTIME,C191_A2,22:09:51,synthetic_timestamp_projection,11:36:54,CDHDR
C191,USERNAME,C191_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C198,UDATE,C198_A1,06/01/2026,synthetic_timestamp_projection,06/29/2026,CDHDR
C198,UTIME,C198_A1,22:10:02,synthetic_timestamp_projection,15:57:12,CDHDR
C198,USERNAME,C198_A1,LEARN-800,synthetic_timestamp_projection,inventory_manager_mi00,CDHDR
C193,UDATE,C193_A2,06/01/2026,synthetic_timestamp_projection,06/29/2026,CDHDR
C193,UTIME,C193_A2,22:10:56,synthetic_timestamp_projection,13:21:00,CDHDR
C193,USERNAME,C193_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C199,UDATE,C199_A1,06/01/2026,synthetic_timestamp_projection,06/29/2026,CDHDR
C199,UTIME,C199_A1,22:11:07,synthetic_timestamp_projection,16:29:35,CDHDR
C199,USERNAME,C199_A1,LEARN-800,synthetic_timestamp_projection,inventory_manager_mi00,CDHDR
C194,UDATE,C194_A2,06/01/2026,synthetic_timestamp_projection,06/29/2026,CDHDR
C194,UTIME,C194_A2,22:12:03,synthetic_timestamp_projection,14:43:48,CDHDR
C194,USERNAME,C194_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C200,UDATE,C200_A1,06/01/2026,synthetic_timestamp_projection,06/30/2026,CDHDR
C200,UTIME,C200_A1,22:12:13,synthetic_timestamp_projection,08:17:00,CDHDR
C200,USERNAME,C200_A1,LEARN-800,synthetic_timestamp_projection,inventory_manager_mi00,CDHDR
C195,UDATE,C195_A2,06/01/2026,synthetic_timestamp_projection,06/29/2026,CDHDR
C195,UTIME,C195_A2,22:13:07,synthetic_timestamp_projection,15:28:24,CDHDR
C195,USERNAME,C195_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C201,UDATE,C201_A1,06/01/2026,synthetic_timestamp_projection,06/30/2026,CDHDR
C201,UTIME,C201_A1,22:13:18,synthetic_timestamp_projection,09:02:46,CDHDR
C201,USERNAME,C201_A1,LEARN-800,synthetic_timestamp_projection,inventory_manager_mi00,CDHDR
C196,UDATE,C196_A2,06/01/2026,synthetic_timestamp_projection,06/30/2026,CDHDR
C196,UTIME,C196_A2,22:14:13,synthetic_timestamp_projection,08:15:00,CDHDR
C196,USERNAME,C196_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C202,UDATE,C202_A1,06/01/2026,synthetic_timestamp_projection,06/30/2026,CDHDR
C202,UTIME,C202_A1,22:14:24,synthetic_timestamp_projection,09:41:20,CDHDR
C202,USERNAME,C202_A1,LEARN-800,synthetic_timestamp_projection,inventory_manager_mi00,CDHDR
C197,UDATE,C197_A2,06/01/2026,synthetic_timestamp_projection,06/30/2026,CDHDR
C197,UTIME,C197_A2,22:15:19,synthetic_timestamp_projection,08:27:00,CDHDR
C197,USERNAME,C197_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C203,UDATE,C203_A1,06/01/2026,synthetic_timestamp_projection,06/30/2026,CDHDR
C203,UTIME,C203_A1,22:15:30,synthetic_timestamp_projection,10:04:31,CDHDR
C203,USERNAME,C203_A1,LEARN-800,synthetic_timestamp_projection,inventory_manager_mi00,CDHDR
C198,UDATE,C198_A2,06/01/2026,synthetic_timestamp_projection,06/30/2026,CDHDR
C198,UTIME,C198_A2,22:16:25,synthetic_timestamp_projection,08:39:00,CDHDR
C198,USERNAME,C198_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C204,UDATE,C204_A1,06/01/2026,synthetic_timestamp_projection,06/30/2026,CDHDR
C204,UTIME,C204_A1,22:16:33,synthetic_timestamp_projection,11:27:23,CDHDR
C204,USERNAME,C204_A1,LEARN-800,synthetic_timestamp_projection,inventory_manager_mi00,CDHDR
C199,UDATE,C199_A2,06/01/2026,synthetic_timestamp_projection,06/30/2026,CDHDR
C199,UTIME,C199_A2,22:17:27,synthetic_timestamp_projection,08:50:00,CDHDR
C199,USERNAME,C199_A2,LEARN-801,synthetic_timestamp_projection,buyer_mi00,CDHDR
C205,UDATE,C205_A1,06/01/2026,synthetic_timestamp_projection,06/30/2026,CDHDR
C205,UTIME,C205_A1,22:17:39,synthetic_timestamp_projection,13:05:00,CDHDR
C205,USERNAME,C205_A1,LEARN-800,synthetic_timestamp_projection,inventory_manager_mi00,CDHDR
C206,UDATE,C206_A1,06/01/2026,synthetic_timestamp_projection,06/30/2026,CDHDR
C206,UTIME,C206_A1,22:18:42,synthetic_timestamp_projection,14:34:16,CDHDR
C206,USERNAME,C206_A1,LEARN-800,synthetic_timestamp_projection,inventory_manager_mi00,CDHDR
C201,UDATE,C201_B2,06/01/2026,synthetic_timestamp_projection,06/30/2026,CDHDR
C201,UTIME,C201_B2,22:19:02,synthetic_timestamp_projection,11:17:46,CDHDR
