ABDAT,ABFTZ,ABMNG,ADRNR,AEDAT,AGDAT,ARSNR,ARSPS,BPRME,BPUMN,BPUMZ,BRTWR,BSTYP,BUKRS,EBELN,EBELP,EFFWR,ELIKZ,EMATN,ETFZ1,ETFZ2,GEWEI,INFNR,KTMNG,KTPNR,LMEIN,MAHN1,MAHN2,MAHN3,MAHNZ,MANDT,MATKL,MATNR,MEINS,MENGE,MWSKZ,NAVNW,NETPR,NETWR,NTGEW,PEINH,PLIFZ,PRDAT,PRSDR,PSTYP,REPOS,SPINF,STAFO,TXDAT,TXDAT_FROM,TXJCD,TXZ01,UEBTO,UMREN,UMREZ,UNIQUEID,UNTTO,WEBAZ,WEPOS,WERKS,ZWERT
00/00/0000,0.000,0.000,0000130137,06/08/2026,00/00/0000,0000000000,0000,EA,1,1,"1,641.60",F,US00,4500000330,00010,"1,641.60",X,SHRT1800,0,0,OZ,5300000026,0.000,00000,EA,0,0,0,0,204,UTIL,SHRT1800,EA,120.000,XI,0.00,13.68,"1,641.60",16.000,1,1,06/08/2026,X,0,X,C,SAP,00/00/0000,00/00/0000,FL0000000,T-shirt,0.0,1,1,450000033000010,0.0,0,X,MI00,0.00
00/00/0000,0.000,0.000,0000130139,06/08/2026,00/00/0000,0000000000,0000,EA,1,1,868.78,F,US00,4500000331,00010,868.78,X,EPAD1800,0,0,OZ,5300000028,0.000,00000,EA,0,0,0,0,204,SFTY,EPAD1800,EA,22.000,XI,0.00,39.49,868.78,32.000,1,1,06/08/2026,X,0,X,C,SAP,00/00/0000,00/00/0000,FL0000000,Elbow Pads,0.0,1,1,450000033100010,0.0,0,X,MI00,0.00
00/00/0000,0.000,0.000,0000130141,06/09/2026,00/00/0000,0000000000,0000,EA,1,1,"1,169.22",F,US00,4500000332,00010,"1,169.22",X,RKIT1800,0,0,OZ,5300000013,0.000,00000,EA,0,0,0,0,204,UTIL,RKIT1800,EA,78.000,XI,0.00,14.99,"1,169.22",12.000,1,1,06/09/2026,X,0,X,C,SAP,00/00/0000,00/00/0000,FL0000000,Repair Kit,0.0,1,1,450000033200010,0.0,0,X,MI00,0.00
00/00/0000,0.000,0.000,0000130143,06/09/2026,00/00/0000,0000000000,0000,EA,1,1,884.68,F,US00,4500000333,00010,884.68,X,RHMT1800,0,0,OZ,5300000024,0.000,00000,EA,0,0,0,0,204,SFTY,RHMT1800,EA,34.000,XI,0.00,26.02,884.68,10.000,1,1,06/09/2026,X,0,X,C,SAP,00/00/0000,00/00/0000,FL0000000,Road Helmet,0.0,1,1,450000033300010,0.0,0,X,MI00,0.00
00/00/0000,0.000,0.000,0000130145,06/09/2026,00/00/0000,0000000000,0000,EA,1,1,"1,786.20",F,US00,4500000334,00010,"1,786.20",X,SHRT1800,0,0,OZ,5300000016,0.000,00000,EA,0,0,0,0,204,UTIL,SHRT1800,EA,130.000,XI,0.00,13.74,"1,786.20",16.000,1,1,06/09/2026,X,0,X,C,SAP,00/00/0000,00/00/0000,FL0000000,T-shirt,0.0,1,1,450000033400010,0.0,0,X,MI00,0.00
00/00/0000,0.000,0.000,0000130148,06/09/2026,00/00/0000,0000000000,0000,EA,1,1,814.37,F,US00,4500000335,00010,814.37,X,OHMT1800,0,0,OZ,5300000036,0.000,00000,EA,0,0,0,0,204,SFTY,OHMT1800,EA,31.000,XI,0.00,26.27,814.37,15.000,1,1,06/09/2026,X,0,X,C,SAP,00/00/0000,00/00/0000,FL0000000,Off Road Helmet,0.0,1,1,450000033500010,0.0,0,X,MI00,0.00
00/00/0000,0.000,0.000,0000130149,06/09/2026,00/00/0000,0000000000,0000,EA,1,1,635.60,F,US00,4500000336,00010,635.60,X,PUMP1800,0,0,OZ,5300000032,0.000,00000,EA,0,0,0,0,204,UTIL,PUMP1800,EA,28.000,XI,0.00,22.70,635.60,10.000,1,1,06/09/2026,X,0,X,C,SAP,00/00/0000,00/00/0000,FL0000000,Air Pump,0.0,1,1,450000033600010,0.0,0,X,MI00,0.00
00/00/0000,0.000,0.000,0000130152,06/09/2026,00/00/0000,0000000000,0000,EA,1,1,817.80,F,US00,4500000337,00010,817.80,X,EPAD1800,0,0,OZ,5300000017,0.000,00000,EA,0,0,0,0,204,SFTY,EPAD1800,EA,20.000,XI,0.00,40.89,817.80,32.000,1,1,06/09/2026,X,0,X,C,SAP,00/00/0000,00/00/0000,FL0000000,Elbow Pads,0.0,1,1,450000033700010,0.0,0,X,MI00,0.00
00/00/0000,0.000,0.000,0000130153,06/09/2026,00/00/0000,0000000000,0000,EA,1,1,837.06,F,US00,4500000338,00010,837.06,X,EPAD1800,0,0,OZ,5300000028,0.000,00000,EA,0,0,0,0,204,SFTY,EPAD1800,EA,21.000,XI,0.00,39.86,837.06,32.000,1,1,06/09/2026,X,0,X,C,SAP,00/00/0000,00/00/0000,FL0000000,Elbow Pads,0.0,1,1,450000033800010,0.0,0,X,MI00,0.00
00/00/0000,0.000,0.000,0000130155,06/10/2026,00/00/0000,0000000000,0000,EA,1,1,742.98,F,US00,4500000339,00010,742.98,X,RHMT1800,0,0,OZ,5300000020,0.000,00000,EA,0,0,0,0,204,SFTY,RHMT1800,EA,29.000,XI,0.00,25.62,742.98,10.000,1,1,06/10/2026,X,0,X,C,SAP,00/00/0000,00/00/0000,FL0000000,Road Helmet,0.0,1,1,450000033900010,0.0,0,X,MI00,0.00
00/00/0000,0.000,0.000,0000130157,06/09/2026,00/00/0000,0000000000,0000,EA,1,1,762.66,F,US00,4500000340,00010,762.66,X,KPAD1800,0,0,OZ,5300000019,0.000,00000,EA,0,0,0,0,204,SFTY,KPAD1800,EA,19.000,XI,0.00,40.14,762.66,16.000,1,1,06/09/2026,X,0,X,C,SAP,00/00/0000,00/00/0000,FL0000000,Knee Pads,0.0,1,1,450000034000010,0.0,0,X,MI00,0.00
00/00/0000,0.000,0.000,0000130160,06/09/2026,00/00/0000,0000000000,0000,EA,1,1,778.36,F,US00,4500000341,00010,778.36,X,OHMT1800,0,0,OZ,5300000022,0.000,00000,EA,0,0,0,0,204,SFTY,OHMT1800,EA,29.000,XI,0.00,26.84,778.36,15.000,1,1,06/09/2026,X,0,X,C,SAP,00/00/0000,00/00/0000,FL0000000,Off Road Helmet,0.0,1,1,450000034100010,0.0,0,X,MI00,0.00
00/00/0000,0.000,0.000,0000130161,06/10/2026,00/00/0000,0000000000,0000,EA,1,1,"2,094.74",F,US00,4500000342,00010,"2,094.74",X,CHLK1800,0,0,OZ,5300000035,0.000,00000,EA,0,0,0,0,204,UTIL,CHLK1800,EA,61.000,XI,0.00,34.34,"2,094.74",0.000,1,6,06/10/2026,X,0,X,C,SAP,00/00/0000,00/00/0000,FL0000000,Chain Lock 800,0.0,1,1,450000034200010,0.0,0,X,MI00,0.00
00/00/0000,0.000,0.000,0000130164,06/10/2026,00/00/0000,0000000000,0000,EA,1,1,"1,476.10",F,US00,4500000343,00010,"1,476.10",X,CAGE1800,0,0,OZ,5300000021,0.000,00000,EA,0,0,0,0,204,UTIL,CAGE1800,EA,145.000,XI,0.00,10.18,"1,476.10",8.000,1,1,06/10/2026,X,0,X,C,SAP,00/00/0000,00/00/0000,FL0000000,Water Bottle Cage,0.0,1,1,450000034300010,0.0,0,X,MI00,0.00
00/00/0000,0.000,0.000,0000130165,06/10/2026,00/00/0000,0000000000,0000,EA,1,1,896.80,F,US00,4500000344,00010,896.80,X,RKIT1800,0,0,OZ,5300000013,0.000,00000,EA,0,0,0,0,204,UTIL,RKIT1800,EA,59.000,XI,0.00,15.20,896.80,12.000,1,1,06/10/2026,X,0,X,C,SAP,00/00/0000,00/00/0000,FL0000000,Repair Kit,0.0,1,1,450000034400010,0.0,0,X,MI00,0.00
00/00/0000,0.000,0.000,0000130167,06/10/2026,00/00/0000,0000000000,0000,EA,1,1,"1,866.60",F,US00,4500000345,00010,"1,866.60",X,BOTL1800,0,0,OZ,5300000034,0.000,00000,EA,0,0,0,0,204,UTIL,BOTL1800,EA,170.000,XI,0.00,10.98,"1,866.60",1.000,1,1,06/10/2026,X,0,X,C,SAP,00/00/0000,00/00/0000,FL0000000,Water Bottle,0.0,1,1,450000034500010,0.0,0,X,MI00,0.00
00/00/0000,0.000,0.000,0000130169,06/10/2026,00/00/0000,0000000000,0000,EA,1,1,843.57,F,US00,4500000346,00010,843.57,X,EPAD1800,0,0,OZ,5300000028,0.000,00000,EA,0,0,0,0,204,SFTY,EPAD1800,EA,21.000,XI,0.00,40.17,843.57,32.000,1,1,06/10/2026,X,0,X,C,SAP,00/00/0000,00/00/0000,FL0000000,Elbow Pads,0.0,1,1,450000034600010,0.0,0,X,MI00,0.00
00/00/0000,0.000,0.000,0000130171,06/10/2026,00/00/0000,0000000000,0000,EA,1,1,672.90,F,US00,4500000347,00010,672.90,X,PUMP1800,0,0,OZ,5300000023,0.000,00000,EA,0,0,0,0,204,UTIL,PUMP1800,EA,30.000,XI,0.00,22.43,672.90,10.000,1,1,06/10/2026,X,0,X,C,SAP,00/00/0000,00/00/0000,FL0000000,Air Pump,0.0,1,1,450000034700010,0.0,0,X,MI00,0.00
00/00/0000,0.000,0.000,0000130173,06/10/2026,00/00/0000,0000000000,0000,EA,1,1,"2,359.96",F,US00,4500000348,00010,"2,359.96",X,CHSP1800,0,0,OZ,5300000011,0.000,00000,EA,0,0,0,0,204,UTIL,CHSP1800,EA,82.000,XI,0.00,28.78,"2,359.96",0.000,1,6,06/10/2026,X,0,X,C,SAP,00/00/0000,00/00/0000,FL0000000,Chain Lock Security Pro 800,0.0,1,1,450000034800010,0.0,0,X,MI00,0.00
00/00/0000,0.000,0.000,0000130175,06/10/2026,00/00/0000,0000000000,0000,EA,1,1,"1,331.20",F,US00,4500000349,00010,"1,331.20",X,CAGE1800,0,0,OZ,5300000021,0.000,00000,EA,0,0,0,0,204,UTIL,CAGE1800,EA,130.000,XI,0.00,10.24,"1,331.20",8.000,1,1,06/10/2026,X,0,X,C,SAP,00/00/0000,00/00/0000,FL0000000,Water Bottle Cage,0.0,1,1,450000034900010,0.0,0,X,MI00,0.00
00/00/0000,0.000,0.000,0000130177,06/10/2026,00/00/0000,0000000000,0000,EA,1,1,"5,818.77",F,US00,4500000350,00010,"5,818.77",X,CHSP1800,0,0,OZ,5300000011,0.000,00000,EA,0,0,0,0,204,UTIL,CHSP1800,EA,207.000,XI,0.00,28.11,"5,818.77",0.000,1,6,06/10/2026,X,0,X,C,SAP,00/00/0000,00/00/0000,FL0000000,Chain Lock Security Pro 800,0.0,1,1,450000035000010,0.0,0,X,MI00,0.00
00/00/0000,0.000,0.000,0000130179,06/11/2026,00/00/0000,0000000000,0000,EA,1,1,775.20,F,US00,4500000351,00010,775.20,X,KPAD1800,0,0,OZ,5300000019,0.000,00000,EA,0,0,0,0,204,SFTY,KPAD1800,EA,19.000,XI,0.00,40.80,775.20,16.000,1,1,06/11/2026,X,0,X,C,SAP,00/00/0000,00/00/0000,FL0000000,Knee Pads,0.0,1,1,450000035100010,0.0,0,X,MI00,0.00
00/00/0000,0.000,0.000,0000130181,06/11/2026,00/00/0000,0000000000,0000,EA,1,1,"2,148.90",F,US00,4500000352,00010,"2,148.90",X,BOTL1800,0,0,OZ,5300000034,0.000,00000,EA,0,0,0,0,204,UTIL,BOTL1800,EA,190.000,XI,0.00,11.31,"2,148.90",1.000,1,1,06/11/2026,X,0,X,C,SAP,00/00/0000,00/00/0000,FL0000000,Water Bottle,0.0,1,1,450000035200010,0.0,0,X,MI00,0.00
00/00/0000,0.000,0.000,0000130183,06/11/2026,00/00/0000,0000000000,0000,EA,1,1,987.60,F,US00,4500000353,00010,987.60,X,FAID1800,0,0,OZ,5300000031,0.000,00000,EA,0,0,0,0,204,UTIL,FAID1800,EA,40.000,XI,0.00,24.69,987.60,12.000,1,1,06/11/2026,X,0,X,C,SAP,00/00/0000,00/00/0000,FL0000000,First Aid Kit,0.0,1,1,450000035300010,0.0,0,X,MI00,0.00
00/00/0000,0.000,0.000,0000130185,06/11/2026,00/00/0000,0000000000,0000,EA,1,1,"1,897.20",F,US00,4500000354,00010,"1,897.20",X,BOTL1800,0,0,OZ,5300000034,0.000,00000,EA,0,0,0,0,204,UTIL,BOTL1800,EA,170.000,XI,0.00,11.16,"1,897.20",1.000,1,1,06/11/2026,X,0,X,C,SAP,00/00/0000,00/00/0000,FL0000000,Water Bottle,0.0,1,1,450000035400010,0.0,0,X,MI00,0.00
00/00/0000,0.000,0.000,0000130189,06/11/2026,00/00/0000,0000000000,0000,EA,1,1,791.60,F,US00,4500000356,00010,791.60,X,KPAD1800,0,0,OZ,5300000025,0.000,00000,EA,0,0,0,0,204,SFTY,KPAD1800,EA,20.000,XI,0.00,39.58,791.60,16.000,1,1,06/11/2026,X,0,X,C,SAP,00/00/0000,00/00/0000,FL0000000,Knee Pads,0.0,1,1,450000035600010,0.0,0,X,MI00,0.00
00/00/0000,0.000,0.000,0000130191,06/11/2026,00/00/0000,0000000000,0000,EA,1,1,838.24,F,US00,4500000357,00010,838.24,X,RHMT1800,0,0,OZ,5300000024,0.000,00000,EA,0,0,0,0,204,SFTY,RHMT1800,EA,31.000,XI,0.00,27.04,838.24,10.000,1,1,06/11/2026,X,0,X,C,SAP,00/00/0000,00/00/0000,FL0000000,Road Helmet,0.0,1,1,450000035700010,0.0,0,X,MI00,0.00
00/00/0000,0.000,0.000,0000130194,06/11/2026,00/00/0000,0000000000,0000,EA,1,1,"1,428.00",F,US00,4500000358,00010,"1,428.00",X,SHRT1800,0,0,OZ,5300000026,0.000,00000,EA,0,0,0,0,204,UTIL,SHRT1800,EA,100.000,XI,0.00,14.28,"1,428.00",16.000,1,1,06/11/2026,X,0,X,C,SAP,00/00/0000,00/00/0000,FL0000000,T-shirt,0.0,1,1,450000035800010,0.0,0,X,MI00,0.00
00/00/0000,0.000,0.000,0000130195,06/11/2026,00/00/0000,0000000000,0000,EA,1,1,"2,751.20",F,US00,4500000359,00010,"2,751.20",X,SHRT1800,0,0,OZ,5300000016,0.000,00000,EA,0,0,0,0,204,UTIL,SHRT1800,EA,190.000,XI,0.00,14.48,"2,751.20",16.000,1,1,06/11/2026,X,0,X,C,SAP,00/00/0000,00/00/0000,FL0000000,T-shirt,0.0,1,1,450000035900010,0.0,0,X,MI00,0.00
00/00/0000,0.000,0.000,0000130197,06/11/2026,00/00/0000,0000000000,0000,EA,1,1,"1,262.52",F,US00,4500000360,00010,"1,262.52",X,RKIT1800,0,0,OZ,5300000030,0.000,00000,EA,0,0,0,0,204,UTIL,RKIT1800,EA,84.000,XI,0.00,15.03,"1,262.52",12.000,1,1,06/11/2026,X,0,X,C,SAP,00/00/0000,00/00/0000,FL0000000,Repair Kit,0.0,1,1,450000036000010,0.0,0,X,MI00,0.00
00/00/0000,0.000,0.000,0000130199,06/11/2026,00/00/0000,0000000000,0000,EA,1,1,"2,501.40",F,US00,4500000361,00010,"2,501.40",X,BOTL1800,0,0,OZ,5300000034,0.000,00000,EA,0,0,0,0,204,UTIL,BOTL1800,EA,220.000,XI,0.00,11.37,"2,501.40",1.000,1,1,06/11/2026,X,0,X,C,SAP,00/00/0000,00/00/0000,FL0000000,Water Bottle,0.0,1,1,450000036100010,0.0,0,X,MI00,0.00
00/00/0000,0.000,0.000,0000130201,06/11/2026,00/00/0000,0000000000,0000,EA,1,1,"1,455.36",F,US00,4500000362,00010,"1,455.36",X,RKIT1800,0,0,OZ,5300000030,0.000,00000,EA,0,0,0,0,204,UTIL,RKIT1800,EA,96.000,XI,0.00,15.16,"1,455.36",12.000,1,1,06/11/2026,X,0,X,C,SAP,00/00/0000,00/00/0000,FL0000000,Repair Kit,0.0,1,1,450000036200010,0.0,0,X,MI00,0.00
00/00/0000,0.000,0.000,0000130203,06/12/2026,00/00/0000,0000000000,0000,EA,1,1,"2,757.30",F,US00,4500000363,00010,"2,757.30",X,SHRT1800,0,0,OZ,5300000026,0.000,00000,EA,0,0,0,0,204,UTIL,SHRT1800,EA,195.000,XI,0.00,14.14,"2,757.30",16.000,1,1,06/12/2026,X,0,X,C,SAP,00/00/0000,00/00/0000,FL0000000,T-shirt,0.0,1,1,450000036300010,0.0,0,X,MI00,0.00
00/00/0000,0.000,0.000,0000130205,06/12/2026,00/00/0000,0000000000,0000,EA,1,1,"1,725.60",F,US00,4500000364,00010,"1,725.60",X,SHRT1800,0,0,OZ,5300000026,0.000,00000,EA,0,0,0,0,204,UTIL,SHRT1800,EA,120.000,XI,0.00,14.38,"1,725.60",16.000,1,1,06/12/2026,X,0,X,C,SAP,00/00/0000,00/00/0000,FL0000000,T-shirt,0.0,1,1,450000036400010,0.0,0,X,MI00,0.00
00/00/0000,0.000,0.000,0000130207,06/15/2026,00/00/0000,0000000000,0000,EA,1,1,"2,349.30",F,US00,4500000365,00010,"2,349.30",X,BOTL1800,0,0,OZ,5300000014,0.000,00000,EA,0,0,0,0,204,UTIL,BOTL1800,EA,205.000,XI,0.00,11.46,"2,349.30",1.000,1,1,06/15/2026,X,0,X,C,SAP,00/00/0000,00/00/0000,FL0000000,Water Bottle,0.0,1,1,450000036500010,0.0,0,X,MI00,0.00
00/00/0000,0.000,0.000,0000130209,06/15/2026,00/00/0000,0000000000,0000,EA,1,1,516.34,F,US00,4500000366,00010,516.34,X,PUMP1800,0,0,OZ,5300000032,0.000,00000,EA,0,0,0,0,204,UTIL,PUMP1800,EA,22.000,XI,0.00,23.47,516.34,10.000,1,1,06/15/2026,X,0,X,C,SAP,00/00/0000,00/00/0000,FL0000000,Air Pump,0.0,1,1,450000036600010,0.0,0,X,MI00,0.00
00/00/0000,0.000,0.000,0000130211,06/15/2026,00/00/0000,0000000000,0000,EA,1,1,"2,447.28",F,US00,4500000367,00010,"2,447.28",X,CHSP1800,0,0,OZ,5300000033,0.000,00000,EA,0,0,0,0,204,UTIL,CHSP1800,EA,88.000,XI,0.00,27.81,"2,447.28",0.000,1,6,06/15/2026,X,0,X,C,SAP,00/00/0000,00/00/0000,FL0000000,Chain Lock Security Pro 800,0.0,1,1,450000036700010,0.0,0,X,MI00,0.00
00/00/0000,0.000,0.000,0000130213,06/15/2026,00/00/0000,0000000000,0000,EA,1,1,"2,960.69",F,US00,4500000368,00010,"2,960.69",X,CHSP1800,0,0,OZ,5300000033,0.000,00000,EA,0,0,0,0,204,UTIL,CHSP1800,EA,107.000,XI,0.00,27.67,"2,960.69",0.000,1,6,06/15/2026,X,0,X,C,SAP,00/00/0000,00/00/0000,FL0000000,Chain Lock Security Pro 800,0.0,1,1,450000036800010,0.0,0,X,MI00,0.00
00/00/0000,0.000,0.000,0000130215,06/15/2026,00/00/0000,0000000000,0000,EA,1,1,"1,974.10",F,US00,4500000369,00010,"1,974.10",X,CAGE1800,0,0,OZ,5300000015,0.000,00000,EA,0,0,0,0,204,UTIL,CAGE1800,EA,190.000,XI,0.00,10.39,"1,974.10",8.000,1,1,06/15/2026,X,0,X,C,SAP,00/00/0000,00/00/0000,FL0000000,Water Bottle Cage,0.0,1,1,450000036900010,0.0,0,X,MI00,0.00
00/00/0000,0.000,0.000,0000130217,06/15/2026,00/00/0000,0000000000,0000,EA,1,1,"4,190.16",F,US00,4500000370,00010,"4,190.16",X,KPAD1800,0,0,OZ,5300000019,0.000,00000,EA,0,0,0,0,204,SFTY,KPAD1800,EA,104.000,XI,0.00,40.29,"4,190.16",16.000,1,1,06/15/2026,X,0,X,C,SAP,00/00/0000,00/00/0000,FL0000000,Knee Pads,0.0,1,1,450000037000010,0.0,0,X,MI00,0.00
00/00/0000,0.000,0.000,0000130219,06/16/2026,00/00/0000,0000000000,0000,EA,1,1,"1,084.44",F,US00,4500000371,00010,"1,084.44",X,FAID1800,0,0,OZ,5300000031,0.000,00000,EA,0,0,0,0,204,UTIL,FAID1800,EA,42.000,XI,0.00,25.82,"1,084.44",12.000,1,1,06/16/2026,X,0,X,C,SAP,00/00/0000,00/00/0000,FL0000000,First Aid Kit,0.0,1,1,450000037100010,0.0,0,X,MI00,0.00
00/00/0000,0.000,0.000,0000130221,06/16/2026,00/00/0000,0000000000,0000,EA,1,1,828.20,F,US00,4500000372,00010,828.20,X,EPAD1800,0,0,OZ,5300000028,0.000,00000,EA,0,0,0,0,204,SFTY,EPAD1800,EA,20.000,XI,0.00,41.41,828.20,32.000,1,1,06/16/2026,X,0,X,C,SAP,00/00/0000,00/00/0000,FL0000000,Elbow Pads,0.0,1,1,450000037200010,0.0,0,X,MI00,0.00
00/00/0000,0.000,0.000,0000130223,06/16/2026,00/00/0000,0000000000,0000,EA,1,1,"1,113.70",F,US00,4500000373,00010,"1,113.70",X,RKIT1800,0,0,OZ,5300000030,0.000,00000,EA,0,0,0,0,204,UTIL,RKIT1800,EA,74.000,XI,0.00,15.05,"1,113.70",12.000,1,1,06/16/2026,X,0,X,C,SAP,00/00/0000,00/00/0000,FL0000000,Repair Kit,0.0,1,1,450000037300010,0.0,0,X,MI00,0.00
00/00/0000,0.000,0.000,0000130225,06/16/2026,00/00/0000,0000000000,0000,EA,1,1,432.63,F,US00,4500000374,00010,432.63,X,PUMP1800,0,0,OZ,5300000023,0.000,00000,EA,0,0,0,0,204,UTIL,PUMP1800,EA,19.000,XI,0.00,22.77,432.63,10.000,1,1,06/16/2026,X,0,X,C,SAP,00/00/0000,00/00/0000,FL0000000,Air Pump,0.0,1,1,450000037400010,0.0,0,X,MI00,0.00
00/00/0000,0.000,0.000,0000130227,06/16/2026,00/00/0000,0000000000,0000,EA,1,1,"1,280.16",F,US00,4500000375,00010,"1,280.16",X,RKIT1800,0,0,OZ,5300000013,0.000,00000,EA,0,0,0,0,204,UTIL,RKIT1800,EA,84.000,XI,0.00,15.24,"1,280.16",12.000,1,1,06/16/2026,X,0,X,C,SAP,00/00/0000,00/00/0000,FL0000000,Repair Kit,0.0,1,1,450000037500010,0.0,0,X,MI00,0.00
00/00/0000,0.000,0.000,0000130229,06/16/2026,00/00/0000,0000000000,0000,EA,1,1,"1,934.01",F,US00,4500000376,00010,"1,934.01",X,CHLK1800,0,0,OZ,5300000012,0.000,00000,EA,0,0,0,0,204,UTIL,CHLK1800,EA,57.000,XI,0.00,33.93,"1,934.01",0.000,1,6,06/16/2026,X,0,X,C,SAP,00/00/0000,00/00/0000,FL0000000,Chain Lock 800,0.0,1,1,450000037600010,0.0,0,X,MI00,0.00
00/00/0000,0.000,0.000,0000130231,06/16/2026,00/00/0000,0000000000,0000,EA,1,1,"1,010.10",F,US00,4500000377,00010,"1,010.10",X,FAID1800,0,0,OZ,5300000031,0.000,00000,EA,0,0,0,0,204,UTIL,FAID1800,EA,39.000,XI,0.00,25.90,"1,010.10",12.000,1,1,06/16/2026,X,0,X,C,SAP,00/00/0000,00/00/0000,FL0000000,First Aid Kit,0.0,1,1,450000037700010,0.0,0,X,MI00,0.00
00/00/0000,0.000,0.000,0000130233,06/16/2026,00/00/0000,0000000000,0000,EA,1,1,"3,138.75",F,US00,4500000378,00010,"3,138.75",X,SHRT1800,0,0,OZ,5300000026,0.000,00000,EA,0,0,0,0,204,UTIL,SHRT1800,EA,225.000,XI,0.00,13.95,"3,138.75",16.000,1,1,06/16/2026,X,0,X,C,SAP,00/00/0000,00/00/0000,FL0000000,T-shirt,0.0,1,1,450000037800010,0.0,0,X,MI00,0.00
00/00/0000,0.000,0.000,0000130235,06/16/2026,00/00/0000,0000000000,0000,EA,1,1,"1,016.73",F,US00,4500000379,00010,"1,016.73",X,FAID1800,0,0,OZ,5300000031,0.000,00000,EA,0,0,0,0,204,UTIL,FAID1800,EA,39.000,XI,0.00,26.07,"1,016.73",12.000,1,1,06/16/2026,X,0,X,C,SAP,00/00/0000,00/00/0000,FL0000000,First Aid Kit,0.0,1,1,450000037900010,0.0,0,X,MI00,0.00
00/00/0000,0.000,0.000,0000130237,06/17/2026,00/00/0000,0000000000,0000,EA,1,1,"1,172.08",F,US00,4500000380,00010,"1,172.08",X,FAID1800,0,0,OZ,5300000018,0.000,00000,EA,0,0,0,0,204,UTIL,FAID1800,EA,46.000,XI,0.00,25.48,"1,172.08",12.000,1,1,06/17/2026,X,0,X,C,SAP,00/00/0000,00/00/0000,FL0000000,First Aid Kit,0.0,1,1,450000038000010,0.0,0,X,MI00,0.00
00/00/0000,0.000,0.000,0000130239,06/17/2026,00/00/0000,0000000000,0000,EA,1,1,"2,415.00",F,US00,4500000381,00010,"2,415.00",X,SHRT1800,0,0,OZ,5300000016,0.000,00000,EA,0,0,0,0,204,UTIL,SHRT1800,EA,175.000,XI,0.00,13.80,"2,415.00",16.000,1,1,06/17/2026,X,0,X,C,SAP,00/00/0000,00/00/0000,FL0000000,T-shirt,0.0,1,1,450000038100010,0.0,0,X,MI00,0.00
00/00/0000,0.000,0.000,0000130241,06/17/2026,00/00/0000,0000000000,0000,EA,1,1,"1,606.55",F,US00,4500000382,00010,"1,606.55",X,SHRT1800,0,0,OZ,5300000016,0.000,00000,EA,0,0,0,0,204,UTIL,SHRT1800,EA,115.000,XI,0.00,13.97,"1,606.55",16.000,1,1,06/17/2026,X,0,X,C,SAP,00/00/0000,00/00/0000,FL0000000,T-shirt,0.0,1,1,450000038200010,0.0,0,X,MI00,0.00
00/00/0000,0.000,0.000,0000130243,06/17/2026,00/00/0000,0000000000,0000,EA,1,1,"1,389.85",F,US00,4500000383,00010,"1,389.85",X,SHRT1800,0,0,OZ,5300000026,0.000,00000,EA,0,0,0,0,204,UTIL,SHRT1800,EA,95.000,XI,0.00,14.63,"1,389.85",16.000,1,1,06/17/2026,X,0,X,C,SAP,00/00/0000,00/00/0000,FL0000000,T-shirt,0.0,1,1,450000038300010,0.0,0,X,MI00,0.00
00/00/0000,0.000,0.000,0000130245,06/17/2026,00/00/0000,0000000000,0000,EA,1,1,"7,726.98",F,US00,4500000384,00010,"7,726.98",X,CHSP1800,0,0,OZ,5300000027,0.000,00000,EA,0,0,0,0,204,UTIL,CHSP1800,EA,267.000,XI,0.00,28.94,"7,726.98",0.000,1,6,06/17/2026,X,0,X,C,SAP,00/00/0000,00/00/0000,FL0000000,Chain Lock Security Pro 800,0.0,1,1,450000038400010,0.0,0,X,MI00,0.00
00/00/0000,0.000,0.000,0000130247,06/17/2026,00/00/0000,0000000000,0000,EA,1,1,"1,686.30",F,US00,4500000385,00010,"1,686.30",X,CAGE1800,0,0,OZ,5300000021,0.000,00000,EA,0,0,0,0,204,UTIL,CAGE1800,EA,165.000,XI,0.00,10.22,"1,686.30",8.000,1,1,06/17/2026,X,0,X,C,SAP,00/00/0000,00/00/0000,FL0000000,Water Bottle Cage,0.0,1,1,450000038500010,0.0,0,X,MI00,0.00
00/00/0000,0.000,0.000,0000130249,06/17/2026,00/00/0000,0000000000,0000,EA,1,1,"1,744.75",F,US00,4500000386,00010,"1,744.75",X,CAGE1800,0,0,OZ,5300000015,0.000,00000,EA,0,0,0,0,204,UTIL,CAGE1800,EA,175.000,XI,0.00,9.97,"1,744.75",8.000,1,1,06/17/2026,X,0,X,C,SAP,00/00/0000,00/00/0000,FL0000000,Water Bottle Cage,0.0,1,1,450000038600010,0.0,0,X,MI00,0.00
00/00/0000,0.000,0.000,0000130251,06/17/2026,00/00/0000,0000000000,0000,EA,1,1,943.92,F,US00,4500000387,00010,943.92,X,KPAD1800,0,0,OZ,5300000019,0.000,00000,EA,0,0,0,0,204,SFTY,KPAD1800,EA,23.000,XI,0.00,41.04,943.92,16.000,1,1,06/17/2026,X,0,X,C,SAP,00/00/0000,00/00/0000,FL0000000,Knee Pads,0.0,1,1,450000038700010,0.0,0,X,MI00,0.00
