ARKUEMW,ARKUEN,BELNR,BEZNK,BLART,BLDAT,BUDAT,BUKRS,CPUDT,CPUTM,CTXKRS,GJAHR,KURSF,LIEFFMW,LIEFFN,LIFNR,LOGSYS,MAKZMW,MAKZN,MANDT,MONAT,MWSKZ1,QSFBT,QSSHB,RBSTAT,REBZJ,RMWWR,SAPRL,STJAH,TCODE,TXDAT,TXDAT_FROM,TXKRS,USNAM,VATDATE,VGART,WAERS,WMWST1,WMWST2,WSKTO,XMWST,XRBTX,XRECH,ZBD1P,ZBD1T,ZBD2P,ZBD2T,ZBD3T,ZFBDT
0.00,0.00,5105600366,0.00,RE,06/28/2026,06/01/2026,US00,06/30/2026,14:35:00,0.00000,2026,1.00000,0.00,0.00,0000107800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"2,094.74",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,chief_accountant_US,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600367,0.00,RE,06/28/2026,06/01/2026,US00,06/30/2026,14:40:00,0.00000,2026,1.00000,0.00,0.00,0000110800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"1,786.20",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600368,0.00,RE,06/28/2026,06/01/2026,US00,06/30/2026,14:44:00,0.00000,2026,1.00000,0.00,0.00,0000112800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,896.80,758,0000,MIRO,00/00/0000,00/00/0000,1.00000,chief_accountant_US,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600369,0.00,RE,06/27/2026,06/01/2026,US00,06/30/2026,14:51:00,0.00000,2026,1.00000,0.00,0.00,0000101800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,843.57,758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600370,0.00,RE,06/27/2026,06/01/2026,US00,06/30/2026,14:54:00,0.00000,2026,1.00000,0.00,0.00,0000107800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,672.90,758,0000,MIRO,00/00/0000,00/00/0000,1.00000,chief_accountant_US,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600371,0.00,RE,06/27/2026,06/01/2026,US00,06/30/2026,14:59:00,0.00000,2026,1.00000,0.00,0.00,0000108800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"1,331.20",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600372,0.00,RE,06/28/2026,06/01/2026,US00,06/30/2026,15:10:00,0.00000,2026,1.00000,0.00,0.00,0000101800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,775.20,758,0000,MIRO,00/00/0000,00/00/0000,1.00000,chief_accountant_US,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600373,0.00,RE,06/28/2026,06/01/2026,US00,06/30/2026,15:11:00,0.00000,2026,1.00000,0.00,0.00,0000110800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"2,148.90",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600374,0.00,RE,06/27/2026,06/01/2026,US00,06/30/2026,15:21:00,0.00000,2026,1.00000,0.00,0.00,0001003070,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"2,359.96",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,chief_accountant_US,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600375,0.00,RE,06/28/2026,06/01/2026,US00,06/30/2026,15:25:00,0.00000,2026,1.00000,0.00,0.00,0000112800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,987.60,758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600376,0.00,RE,06/28/2026,06/01/2026,US00,06/30/2026,15:39:00,0.00000,2026,1.00000,0.00,0.00,0001003070,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"5,818.77",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600377,0.00,RE,06/28/2026,06/01/2026,US00,06/30/2026,15:36:00,0.00000,2026,1.00000,0.00,0.00,0000108800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"1,476.10",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,chief_accountant_US,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600378,0.00,RE,06/28/2026,06/01/2026,US00,06/30/2026,15:47:00,0.00000,2026,1.00000,0.00,0.00,0000110800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"1,897.20",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,chief_accountant_US,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600379,0.00,RE,06/27/2026,06/01/2026,US00,06/30/2026,16:00:00,0.00000,2026,1.00000,0.00,0.00,0000110800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"1,866.60",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,chief_accountant_US,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600380,0.00,RE,06/30/2026,06/01/2026,US00,07/01/2026,14:17:00,0.00000,2026,1.00000,0.00,0.00,0000108800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,516.34,758,0000,MIRO,00/00/0000,00/00/0000,1.00000,chief_accountant_US,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600381,0.00,RE,06/30/2026,06/01/2026,US00,06/30/2026,19:23:00,0.00000,2026,1.00000,0.00,0.00,0000105800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"2,960.69",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600382,0.00,RE,06/30/2026,06/01/2026,US00,07/01/2026,14:31:00,0.00000,2026,1.00000,0.00,0.00,0000106800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"1,974.10",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,chief_accountant_US,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600383,0.00,RE,06/30/2026,06/01/2026,US00,07/01/2026,14:11:00,0.00000,2026,1.00000,0.00,0.00,0000107800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"2,349.30",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600384,0.00,RE,06/30/2026,06/01/2026,US00,07/01/2026,14:22:00,0.00000,2026,1.00000,0.00,0.00,0000105800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"2,447.28",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600385,0.00,RE,06/22/2026,06/01/2026,US00,06/22/2026,19:18:00,0.00000,2026,1.00000,0.00,0.00,0000109800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"1,933.20",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600386,0.00,RE,06/22/2026,06/01/2026,US00,06/22/2026,19:30:00,0.00000,2026,1.00000,0.00,0.00,0000101800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,869.88,758,0000,MIRO,00/00/0000,00/00/0000,1.00000,chief_accountant_US,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600387,0.00,RE,06/22/2026,06/01/2026,US00,06/23/2026,14:47:00,0.00000,2026,1.00000,0.00,0.00,0000101800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,947.34,758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600388,0.00,RE,07/02/2026,06/01/2026,US00,07/02/2026,18:53:00,0.00000,2026,1.00000,0.00,0.00,0000108800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"1,262.52",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600389,0.00,RE,07/02/2026,06/01/2026,US00,07/02/2026,22:45:00,0.00000,2026,1.00000,0.00,0.00,0000103800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"1,934.01",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600390,0.00,RE,07/02/2026,06/01/2026,US00,07/02/2026,22:20:00,0.00000,2026,1.00000,0.00,0.00,0000109800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"1,428.00",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600391,0.00,RE,07/02/2026,06/01/2026,US00,07/03/2026,14:14:00,0.00000,2026,1.00000,0.00,0.00,0000110800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"2,751.20",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600392,0.00,RE,07/02/2026,06/01/2026,US00,07/03/2026,14:09:00,0.00000,2026,1.00000,0.00,0.00,0000110800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"2,501.40",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,chief_accountant_US,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600393,0.00,RE,07/02/2026,06/01/2026,US00,07/03/2026,14:25:00,0.00000,2026,1.00000,0.00,0.00,0000103800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"2,617.65",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600394,0.00,RE,07/02/2026,06/01/2026,US00,07/03/2026,14:22:00,0.00000,2026,1.00000,0.00,0.00,0000112800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"1,280.16",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,chief_accountant_US,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600395,0.00,RE,07/02/2026,06/01/2026,US00,07/03/2026,14:35:00,0.00000,2026,1.00000,0.00,0.00,0000109800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"2,757.30",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,chief_accountant_US,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600396,0.00,RE,07/02/2026,06/01/2026,US00,07/03/2026,14:40:00,0.00000,2026,1.00000,0.00,0.00,0000108800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"1,455.36",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600397,0.00,RE,07/02/2026,06/01/2026,US00,07/03/2026,14:49:00,0.00000,2026,1.00000,0.00,0.00,0000109800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"1,725.60",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600398,0.00,RE,07/02/2026,06/01/2026,US00,07/03/2026,14:55:00,0.00000,2026,1.00000,0.00,0.00,0000112800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"1,010.10",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,chief_accountant_US,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600399,0.00,RE,07/02/2026,06/01/2026,US00,07/03/2026,15:02:00,0.00000,2026,1.00000,0.00,0.00,0000109800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"1,488.90",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600400,0.00,RE,07/02/2026,06/01/2026,US00,07/03/2026,15:15:00,0.00000,2026,1.00000,0.00,0.00,0000109800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"3,138.75",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600401,0.00,RE,07/05/2026,06/01/2026,US00,07/06/2026,17:31:00,0.00000,2026,1.00000,0.00,0.00,0000107800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,432.63,758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600402,0.00,RE,07/05/2026,06/01/2026,US00,07/06/2026,18:50:00,0.00000,2026,1.00000,0.00,0.00,0000108800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"1,113.70",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600403,0.00,RE,07/05/2026,06/01/2026,US00,07/06/2026,19:52:00,0.00000,2026,1.00000,0.00,0.00,0000112800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"1,084.44",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600404,0.00,RE,07/05/2026,06/01/2026,US00,07/06/2026,23:40:00,0.00000,2026,1.00000,0.00,0.00,0000101800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,828.20,758,0000,MIRO,00/00/0000,00/00/0000,1.00000,chief_accountant_US,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600405,0.00,RE,07/05/2026,06/01/2026,US00,07/07/2026,14:07:00,0.00000,2026,1.00000,0.00,0.00,0000101800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"4,190.16",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,chief_accountant_US,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600406,0.00,RE,07/05/2026,06/01/2026,US00,07/07/2026,14:19:00,0.00000,2026,1.00000,0.00,0.00,0000112800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"1,016.73",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,chief_accountant_US,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600407,0.00,RE,07/05/2026,06/01/2026,US00,07/07/2026,14:21:00,0.00000,2026,1.00000,0.00,0.00,0000110800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"2,415.00",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600408,0.00,RE,07/05/2026,06/01/2026,US00,07/07/2026,14:30:00,0.00000,2026,1.00000,0.00,0.00,0000102800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"7,726.98",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,chief_accountant_US,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600409,0.00,RE,06/25/2026,06/01/2026,US00,06/26/2026,14:23:00,0.00000,2026,1.00000,0.00,0.00,0000103800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,817.80,758,0000,MIRO,00/00/0000,00/00/0000,1.00000,chief_accountant_US,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600410,0.00,RE,07/05/2026,06/01/2026,US00,07/07/2026,14:35:00,0.00000,2026,1.00000,0.00,0.00,0000101800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"1,172.08",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600411,0.00,RE,07/05/2026,06/01/2026,US00,07/07/2026,14:38:00,0.00000,2026,1.00000,0.00,0.00,0000109800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"1,389.85",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,chief_accountant_US,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600412,0.00,RE,07/04/2026,06/01/2026,US00,07/07/2026,14:45:00,0.00000,2026,1.00000,0.00,0.00,0000108800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"1,686.30",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600413,0.00,RE,07/04/2026,06/01/2026,US00,07/07/2026,14:48:00,0.00000,2026,1.00000,0.00,0.00,0000101800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,943.92,758,0000,MIRO,00/00/0000,00/00/0000,1.00000,chief_accountant_US,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600414,0.00,RE,07/04/2026,06/01/2026,US00,07/07/2026,14:57:00,0.00000,2026,1.00000,0.00,0.00,0000110800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"2,549.75",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600415,0.00,RE,07/04/2026,06/01/2026,US00,07/07/2026,14:59:00,0.00000,2026,1.00000,0.00,0.00,0000106800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"1,744.75",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,chief_accountant_US,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600416,0.00,RE,07/05/2026,06/01/2026,US00,07/07/2026,15:06:00,0.00000,2026,1.00000,0.00,0.00,0000105800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"2,962.08",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600417,0.00,RE,07/04/2026,06/01/2026,US00,07/07/2026,14:13:00,0.00000,2026,1.00000,0.00,0.00,0000107800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,818.71,758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600418,0.00,RE,07/05/2026,06/01/2026,US00,07/07/2026,15:11:00,0.00000,2026,1.00000,0.00,0.00,0000103800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,796.40,758,0000,MIRO,00/00/0000,00/00/0000,1.00000,chief_accountant_US,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600419,0.00,RE,07/05/2026,06/01/2026,US00,07/07/2026,15:22:00,0.00000,2026,1.00000,0.00,0.00,0000109800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"1,751.25",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,chief_accountant_US,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600420,0.00,RE,07/05/2026,06/01/2026,US00,07/07/2026,15:25:00,0.00000,2026,1.00000,0.00,0.00,0000105800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"2,726.67",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600421,0.00,RE,07/04/2026,06/01/2026,US00,07/07/2026,15:34:00,0.00000,2026,1.00000,0.00,0.00,0000101800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,844.48,758,0000,MIRO,00/00/0000,00/00/0000,1.00000,chief_accountant_US,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600422,0.00,RE,07/04/2026,06/01/2026,US00,07/07/2026,15:47:00,0.00000,2026,1.00000,0.00,0.00,0000101800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"1,186.08",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,chief_accountant_US,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600423,0.00,RE,07/04/2026,06/01/2026,US00,07/07/2026,15:39:00,0.00000,2026,1.00000,0.00,0.00,0000106800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"1,760.50",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600424,0.00,RE,07/05/2026,06/01/2026,US00,07/07/2026,15:59:00,0.00000,2026,1.00000,0.00,0.00,0000110800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"1,606.55",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600425,0.00,RE,07/04/2026,06/01/2026,US00,07/07/2026,16:04:00,0.00000,2026,1.00000,0.00,0.00,0000106800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"1,199.45",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,chief_accountant_US,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600426,0.00,RE,07/04/2026,06/01/2026,US00,07/07/2026,19:18:00,0.00000,2026,1.00000,0.00,0.00,0000110800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"1,140.00",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,chief_accountant_US,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600427,0.00,RE,07/04/2026,06/01/2026,US00,07/07/2026,19:20:00,0.00000,2026,1.00000,0.00,0.00,0000108800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,652.96,758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600428,0.00,RE,06/28/2026,06/01/2026,US00,06/30/2026,14:32:00,0.00000,2026,1.00000,0.00,0.00,0000101800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,778.36,758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600429,0.00,RE,07/08/2026,06/01/2026,US00,07/08/2026,18:53:00,0.00000,2026,1.00000,0.00,0.00,0000106800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"2,058.00",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
