CHANGENR,CHANGE_IND,LANGU,MANDANT,OBJECTCLAS,OBJECTID,TCODE,UDATE,USERNAME,UTIME,VERSION,_DATAAGING
0000735606,U,D,204,ADRESSE,ME020000130137,ME21N,06/08/2026,buyer_mi00,15:03:05,000,00/00/0000
0000735533,U,D,204,BANF,0010000354,ME21N,06/05/2026,buyer_mi00,11:00:37,000,00/00/0000
0000735535,I,D,204,BANF,0010000355,,06/05/2026,inventory_manager_mi00,09:11:37,000,00/00/0000
0000735538,U,D,204,BANF,0010000355,ME21N,06/05/2026,buyer_mi00,11:23:37,000,00/00/0000
0000735540,I,D,204,BANF,0010000356,,06/05/2026,inventory_manager_mi00,09:45:23,000,00/00/0000
0000735543,U,D,204,BANF,0010000356,ME21N,06/05/2026,buyer_mi00,11:08:23,000,00/00/0000
0000735545,I,D,204,BANF,0010000357,,06/05/2026,inventory_manager_mi00,10:07:56,000,00/00/0000
0000735548,U,D,204,BANF,0010000357,ME21N,06/05/2026,buyer_mi00,11:43:37,000,00/00/0000
0000735550,I,D,204,BANF,0010000358,,06/05/2026,inventory_manager_mi00,14:46:55,000,00/00/0000
0000735553,U,D,204,BANF,0010000358,ME21N,06/08/2026,buyer_mi00,08:14:00,000,00/00/0000
0000735555,I,D,204,BANF,0010000359,,06/05/2026,inventory_manager_mi00,15:24:07,000,00/00/0000
0000735558,U,D,204,BANF,0010000359,ME21N,06/08/2026,buyer_mi00,08:22:00,000,00/00/0000
0000735560,I,D,204,BANF,0010000360,,06/05/2026,inventory_manager_mi00,15:51:06,000,00/00/0000
0000735565,U,D,204,BANF,0010000360,ME21N,06/08/2026,buyer_mi00,08:31:00,000,00/00/0000
0000735567,I,D,204,BANF,0010000361,,06/08/2026,inventory_manager_mi00,08:14:00,000,00/00/0000
0000735570,U,D,204,BANF,0010000361,ME21N,06/08/2026,buyer_mi00,10:15:00,000,00/00/0000
0000735572,I,D,204,BANF,0010000362,,06/08/2026,inventory_manager_mi00,08:31:00,000,00/00/0000
0000735575,U,D,204,BANF,0010000362,ME21N,06/08/2026,buyer_mi00,09:34:00,000,00/00/0000
0000735577,I,D,204,BANF,0010000363,,06/08/2026,inventory_manager_mi00,09:01:31,000,00/00/0000
0000735580,U,D,204,BANF,0010000363,ME21N,06/08/2026,buyer_mi00,11:32:31,000,00/00/0000
0000735582,I,D,204,BANF,0010000364,,06/08/2026,inventory_manager_mi00,09:20:31,000,00/00/0000
0000735585,U,D,204,BANF,0010000364,ME21N,06/08/2026,buyer_mi00,11:50:31,000,00/00/0000
0000735587,I,D,204,BANF,0010000365,,06/08/2026,inventory_manager_mi00,10:33:15,000,00/00/0000
0000735590,U,D,204,BANF,0010000365,ME21N,06/08/2026,buyer_mi00,12:58:00,000,00/00/0000
0000735592,I,D,204,BANF,0010000366,,06/08/2026,inventory_manager_mi00,11:05:54,000,00/00/0000
0000735595,U,D,204,BANF,0010000366,ME21N,06/08/2026,buyer_mi00,13:58:54,000,00/00/0000
0000735597,I,D,204,BANF,0010000367,,06/08/2026,inventory_manager_mi00,12:49:00,000,00/00/0000
0000735600,U,D,204,BANF,0010000367,ME21N,06/08/2026,buyer_mi00,15:34:00,000,00/00/0000
0000735602,I,D,204,BANF,0010000368,,06/08/2026,inventory_manager_mi00,13:25:56,000,00/00/0000
0000735605,U,D,204,BANF,0010000368,ME21N,06/08/2026,buyer_mi00,15:03:05,000,00/00/0000
0000735532,I,D,204,EINKBELEG,4500000316,ME21N,06/05/2026,buyer_mi00,11:00:37,000,00/00/0000
0000735537,I,D,204,EINKBELEG,4500000317,ME21N,06/05/2026,buyer_mi00,11:23:37,000,00/00/0000
0000735542,I,D,204,EINKBELEG,4500000318,ME21N,06/05/2026,buyer_mi00,11:08:23,000,00/00/0000
0000735547,I,D,204,EINKBELEG,4500000319,ME21N,06/05/2026,buyer_mi00,11:43:37,000,00/00/0000
0000735552,I,D,204,EINKBELEG,4500000320,ME21N,06/08/2026,buyer_mi00,08:14:00,000,00/00/0000
0000735557,I,D,204,EINKBELEG,4500000321,ME21N,06/08/2026,buyer_mi00,08:22:00,000,00/00/0000
0000735564,I,D,204,EINKBELEG,4500000322,ME21N,06/08/2026,buyer_mi00,08:31:00,000,00/00/0000
0000735569,I,D,204,EINKBELEG,4500000323,ME21N,06/08/2026,buyer_mi00,10:15:00,000,00/00/0000
0000735574,I,D,204,EINKBELEG,4500000324,ME21N,06/08/2026,buyer_mi00,09:34:00,000,00/00/0000
0000735579,I,D,204,EINKBELEG,4500000325,ME21N,06/08/2026,buyer_mi00,11:32:31,000,00/00/0000
0000735584,I,D,204,EINKBELEG,4500000326,ME21N,06/08/2026,buyer_mi00,11:50:31,000,00/00/0000
0000735589,I,D,204,EINKBELEG,4500000327,ME21N,06/08/2026,buyer_mi00,12:58:00,000,00/00/0000
0000735594,I,D,204,EINKBELEG,4500000328,ME21N,06/08/2026,buyer_mi00,13:58:54,000,00/00/0000
0000735599,I,D,204,EINKBELEG,4500000329,ME21N,06/08/2026,buyer_mi00,15:34:00,000,00/00/0000
0000735604,I,D,204,EINKBELEG,4500000330,ME21N,06/08/2026,buyer_mi00,15:03:05,000,00/00/0000
0000735562,U,D,204,KRED,0001003070,XK02,06/23/2026,chief_accountant_US,10:01:00,000,00/00/0000
0000735608,U,D,204,ADRESSE,ME020000130138,,06/08/2026,inventory_manager_mi00,14:14:05,000,00/00/0000
0000735613,U,D,204,ADRESSE,ME020000130139,ME21N,06/08/2026,buyer_mi00,14:54:05,000,00/00/0000
0000735615,U,D,204,ADRESSE,ME020000130140,,06/08/2026,inventory_manager_mi00,15:26:31,000,00/00/0000
0000735618,U,D,204,ADRESSE,ME020000130141,ME21N,06/09/2026,buyer_mi00,08:10:00,000,00/00/0000
0000735620,U,D,204,ADRESSE,ME020000130142,,06/08/2026,inventory_manager_mi00,16:08:36,000,00/00/0000
0000735623,U,D,204,ADRESSE,ME020000130143,ME21N,06/09/2026,buyer_mi00,08:22:00,000,00/00/0000
0000735625,U,D,204,ADRESSE,ME020000130144,,06/09/2026,inventory_manager_mi00,08:15:00,000,00/00/0000
0000735628,U,D,204,ADRESSE,ME020000130145,ME21N,06/09/2026,buyer_mi00,10:47:00,000,00/00/0000
0000735630,U,D,204,ADRESSE,ME020000130146,,06/09/2026,inventory_manager_mi00,09:07:34,000,00/00/0000
0000735632,U,D,204,ADRESSE,ME020000130147,,06/09/2026,inventory_manager_mi00,10:02:53,000,00/00/0000
0000735635,U,D,204,ADRESSE,ME020000130148,ME21N,06/09/2026,buyer_mi00,11:21:34,000,00/00/0000
0000735638,U,D,204,ADRESSE,ME020000130149,ME21N,06/09/2026,buyer_mi00,13:20:00,000,00/00/0000
0000735640,U,D,204,ADRESSE,ME020000130150,,06/09/2026,inventory_manager_mi00,10:29:42,000,00/00/0000
0000735642,U,D,204,ADRESSE,ME020000130151,,06/09/2026,inventory_manager_mi00,14:17:27,000,00/00/0000
0000735645,U,D,204,ADRESSE,ME020000130152,ME21N,06/09/2026,buyer_mi00,11:38:34,000,00/00/0000
0000735648,U,D,204,ADRESSE,ME020000130153,ME21N,06/09/2026,buyer_mi00,16:46:16,000,00/00/0000
0000735650,U,D,204,ADRESSE,ME020000130154,,06/09/2026,inventory_manager_mi00,15:06:07,000,00/00/0000
0000735653,U,D,204,ADRESSE,ME020000130155,ME21N,06/10/2026,buyer_mi00,08:12:00,000,00/00/0000
0000735655,U,D,204,ADRESSE,ME020000130156,,06/09/2026,inventory_manager_mi00,15:19:07,000,00/00/0000
0000735658,U,D,204,ADRESSE,ME020000130157,ME21N,06/09/2026,buyer_mi00,16:37:16,000,00/00/0000
0000735660,U,D,204,ADRESSE,ME020000130158,,06/09/2026,inventory_manager_mi00,15:36:16,000,00/00/0000
0000735662,U,D,204,ADRESSE,ME020000130159,,06/09/2026,inventory_manager_mi00,16:20:51,000,00/00/0000
0000735665,U,D,204,ADRESSE,ME020000130160,ME21N,06/09/2026,buyer_mi00,16:28:16,000,00/00/0000
0000735668,U,D,204,ADRESSE,ME020000130161,ME21N,06/10/2026,buyer_mi00,08:23:00,000,00/00/0000
0000735670,U,D,204,ADRESSE,ME020000130162,,06/09/2026,inventory_manager_mi00,16:38:02,000,00/00/0000
0000735672,U,D,204,ADRESSE,ME020000130163,,06/10/2026,inventory_manager_mi00,08:15:00,000,00/00/0000
0000735675,U,D,204,ADRESSE,ME020000130164,ME21N,06/10/2026,buyer_mi00,08:32:00,000,00/00/0000
0000735678,U,D,204,ADRESSE,ME020000130165,ME21N,06/10/2026,buyer_mi00,11:23:00,000,00/00/0000
0000735607,I,D,204,BANF,0010000369,,06/08/2026,inventory_manager_mi00,14:14:05,000,00/00/0000
0000735612,U,D,204,BANF,0010000369,ME21N,06/08/2026,buyer_mi00,14:54:05,000,00/00/0000
0000735614,I,D,204,BANF,0010000370,,06/08/2026,inventory_manager_mi00,15:26:31,000,00/00/0000
0000735617,U,D,204,BANF,0010000370,ME21N,06/09/2026,buyer_mi00,08:10:00,000,00/00/0000
0000735619,I,D,204,BANF,0010000371,,06/08/2026,inventory_manager_mi00,16:08:36,000,00/00/0000
0000735622,U,D,204,BANF,0010000371,ME21N,06/09/2026,buyer_mi00,08:22:00,000,00/00/0000
0000735624,I,D,204,BANF,0010000372,,06/09/2026,inventory_manager_mi00,08:15:00,000,00/00/0000
0000735627,U,D,204,BANF,0010000372,ME21N,06/09/2026,buyer_mi00,10:47:00,000,00/00/0000
0000735629,I,D,204,BANF,0010000373,,06/09/2026,inventory_manager_mi00,09:07:34,000,00/00/0000
0000735634,U,D,204,BANF,0010000373,ME21N,06/09/2026,buyer_mi00,11:21:34,000,00/00/0000
0000735631,I,D,204,BANF,0010000374,,06/09/2026,inventory_manager_mi00,10:02:53,000,00/00/0000
0000735637,U,D,204,BANF,0010000374,ME21N,06/09/2026,buyer_mi00,13:20:00,000,00/00/0000
0000735639,I,D,204,BANF,0010000375,,06/09/2026,inventory_manager_mi00,10:29:42,000,00/00/0000
0000735644,U,D,204,BANF,0010000375,ME21N,06/09/2026,buyer_mi00,11:38:34,000,00/00/0000
0000735641,I,D,204,BANF,0010000376,,06/09/2026,inventory_manager_mi00,14:17:27,000,00/00/0000
0000735647,U,D,204,BANF,0010000376,ME21N,06/09/2026,buyer_mi00,16:46:16,000,00/00/0000
0000735649,I,D,204,BANF,0010000377,,06/09/2026,inventory_manager_mi00,15:06:07,000,00/00/0000
0000735652,U,D,204,BANF,0010000377,ME21N,06/10/2026,buyer_mi00,08:12:00,000,00/00/0000
0000735654,I,D,204,BANF,0010000378,,06/09/2026,inventory_manager_mi00,15:19:07,000,00/00/0000
0000735657,U,D,204,BANF,0010000378,ME21N,06/09/2026,buyer_mi00,16:37:16,000,00/00/0000
0000735659,I,D,204,BANF,0010000379,,06/09/2026,inventory_manager_mi00,15:36:16,000,00/00/0000
0000735664,U,D,204,BANF,0010000379,ME21N,06/09/2026,buyer_mi00,16:28:16,000,00/00/0000
0000735661,I,D,204,BANF,0010000380,,06/09/2026,inventory_manager_mi00,16:20:51,000,00/00/0000
0000735667,U,D,204,BANF,0010000380,ME21N,06/10/2026,buyer_mi00,08:23:00,000,00/00/0000
0000735669,I,D,204,BANF,0010000381,,06/09/2026,inventory_manager_mi00,16:38:02,000,00/00/0000
0000735674,U,D,204,BANF,0010000381,ME21N,06/10/2026,buyer_mi00,08:32:00,000,00/00/0000
0000735671,I,D,204,BANF,0010000382,,06/10/2026,inventory_manager_mi00,08:15:00,000,00/00/0000
0000735677,U,D,204,BANF,0010000382,ME21N,06/10/2026,buyer_mi00,11:23:00,000,00/00/0000
0000735611,I,D,204,EINKBELEG,4500000331,ME21N,06/08/2026,buyer_mi00,14:54:05,000,00/00/0000
0000735616,I,D,204,EINKBELEG,4500000332,ME21N,06/09/2026,buyer_mi00,08:10:00,000,00/00/0000
0000735621,I,D,204,EINKBELEG,4500000333,ME21N,06/09/2026,buyer_mi00,08:22:00,000,00/00/0000
0000735626,I,D,204,EINKBELEG,4500000334,ME21N,06/09/2026,buyer_mi00,10:47:00,000,00/00/0000
0000735633,I,D,204,EINKBELEG,4500000335,ME21N,06/09/2026,buyer_mi00,11:21:34,000,00/00/0000
0000735636,I,D,204,EINKBELEG,4500000336,ME21N,06/09/2026,buyer_mi00,13:20:00,000,00/00/0000
0000735643,I,D,204,EINKBELEG,4500000337,ME21N,06/09/2026,buyer_mi00,11:38:34,000,00/00/0000
0000735646,I,D,204,EINKBELEG,4500000338,ME21N,06/09/2026,buyer_mi00,16:46:16,000,00/00/0000
0000735651,I,D,204,EINKBELEG,4500000339,ME21N,06/10/2026,buyer_mi00,08:12:00,000,00/00/0000
0000735656,I,D,204,EINKBELEG,4500000340,ME21N,06/09/2026,buyer_mi00,16:37:16,000,00/00/0000
0000735663,I,D,204,EINKBELEG,4500000341,ME21N,06/09/2026,buyer_mi00,16:28:16,000,00/00/0000
0000735666,I,D,204,EINKBELEG,4500000342,ME21N,06/10/2026,buyer_mi00,08:23:00,000,00/00/0000
0000735673,I,D,204,EINKBELEG,4500000343,ME21N,06/10/2026,buyer_mi00,08:32:00,000,00/00/0000
0000735676,I,D,204,EINKBELEG,4500000344,ME21N,06/10/2026,buyer_mi00,11:23:00,000,00/00/0000
0000735609,U,D,204,KRED,0001003070,XK02,06/23/2026,chief_accountant_US,13:13:00,000,00/00/0000
0000735680,U,D,204,ADRESSE,ME020000130166,,06/10/2026,inventory_manager_mi00,08:42:45,000,00/00/0000
0000735683,U,D,204,ADRESSE,ME020000130167,ME21N,06/10/2026,buyer_mi00,10:03:45,000,00/00/0000
0000735685,U,D,204,ADRESSE,ME020000130168,,06/10/2026,inventory_manager_mi00,08:54:19,000,00/00/0000
0000735688,U,D,204,ADRESSE,ME020000130169,ME21N,06/10/2026,buyer_mi00,11:42:19,000,00/00/0000
0000735690,U,D,204,ADRESSE,ME020000130170,,06/10/2026,inventory_manager_mi00,09:15:10,000,00/00/0000
0000735693,U,D,204,ADRESSE,ME020000130171,ME21N,06/10/2026,buyer_mi00,10:23:10,000,00/00/0000
0000735695,U,D,204,ADRESSE,ME020000130172,,06/10/2026,inventory_manager_mi00,09:49:42,000,00/00/0000
0000735698,U,D,204,ADRESSE,ME020000130173,ME21N,06/10/2026,buyer_mi00,12:43:00,000,00/00/0000
0000735700,U,D,204,ADRESSE,ME020000130174,,06/10/2026,inventory_manager_mi00,13:40:27,000,00/00/0000
0000735703,U,D,204,ADRESSE,ME020000130175,ME21N,06/10/2026,buyer_mi00,14:59:27,000,00/00/0000
0000735705,U,D,204,ADRESSE,ME020000130176,,06/10/2026,inventory_manager_mi00,14:13:11,000,00/00/0000
0000735708,U,D,204,ADRESSE,ME020000130177,ME21N,06/10/2026,buyer_mi00,15:12:11,000,00/00/0000
0000735710,U,D,204,ADRESSE,ME020000130178,,06/10/2026,inventory_manager_mi00,14:34:24,000,00/00/0000
0000735713,U,D,204,ADRESSE,ME020000130179,ME21N,06/11/2026,buyer_mi00,08:09:00,000,00/00/0000
0000735715,U,D,204,ADRESSE,ME020000130180,,06/10/2026,inventory_manager_mi00,15:06:16,000,00/00/0000
0000735718,U,D,204,ADRESSE,ME020000130181,ME21N,06/11/2026,buyer_mi00,08:23:00,000,00/00/0000
0000735720,U,D,204,ADRESSE,ME020000130182,,06/10/2026,inventory_manager_mi00,15:21:55,000,00/00/0000
0000735723,U,D,204,ADRESSE,ME020000130183,ME21N,06/11/2026,buyer_mi00,08:36:00,000,00/00/0000
0000735725,U,D,204,ADRESSE,ME020000130184,,06/10/2026,inventory_manager_mi00,15:57:22,000,00/00/0000
0000735728,U,D,204,ADRESSE,ME020000130185,ME21N,06/11/2026,buyer_mi00,08:46:00,000,00/00/0000
0000735735,U,D,204,ADRESSE,ME020000130188,,06/11/2026,inventory_manager_mi00,09:20:22,000,00/00/0000
0000735738,U,D,204,ADRESSE,ME020000130189,ME21N,06/11/2026,buyer_mi00,11:22:22,000,00/00/0000
0000735740,U,D,204,ADRESSE,ME020000130190,,06/11/2026,inventory_manager_mi00,09:43:18,000,00/00/0000
0000735743,U,D,204,ADRESSE,ME020000130191,ME21N,06/11/2026,buyer_mi00,13:14:00,000,00/00/0000
0000735745,U,D,204,ADRESSE,ME020000130192,,06/11/2026,inventory_manager_mi00,10:38:47,000,00/00/0000
0000735679,I,D,204,BANF,0010000383,,06/10/2026,inventory_manager_mi00,08:42:45,000,00/00/0000
0000735682,U,D,204,BANF,0010000383,ME21N,06/10/2026,buyer_mi00,10:03:45,000,00/00/0000
0000735684,I,D,204,BANF,0010000384,,06/10/2026,inventory_manager_mi00,08:54:19,000,00/00/0000
0000735687,U,D,204,BANF,0010000384,ME21N,06/10/2026,buyer_mi00,11:42:19,000,00/00/0000
0000735689,I,D,204,BANF,0010000385,,06/10/2026,inventory_manager_mi00,09:15:10,000,00/00/0000
0000735692,U,D,204,BANF,0010000385,ME21N,06/10/2026,buyer_mi00,10:23:10,000,00/00/0000
0000735694,I,D,204,BANF,0010000386,,06/10/2026,inventory_manager_mi00,09:49:42,000,00/00/0000
0000735697,U,D,204,BANF,0010000386,ME21N,06/10/2026,buyer_mi00,12:43:00,000,00/00/0000
0000735699,I,D,204,BANF,0010000387,,06/10/2026,inventory_manager_mi00,13:40:27,000,00/00/0000
0000735702,U,D,204,BANF,0010000387,ME21N,06/10/2026,buyer_mi00,14:59:27,000,00/00/0000
0000735704,I,D,204,BANF,0010000388,,06/10/2026,inventory_manager_mi00,14:13:11,000,00/00/0000
0000735707,U,D,204,BANF,0010000388,ME21N,06/10/2026,buyer_mi00,15:12:11,000,00/00/0000
0000735709,I,D,204,BANF,0010000389,,06/10/2026,inventory_manager_mi00,14:34:24,000,00/00/0000
0000735712,U,D,204,BANF,0010000389,ME21N,06/11/2026,buyer_mi00,08:09:00,000,00/00/0000
0000735714,I,D,204,BANF,0010000390,,06/10/2026,inventory_manager_mi00,15:06:16,000,00/00/0000
0000735717,U,D,204,BANF,0010000390,ME21N,06/11/2026,buyer_mi00,08:23:00,000,00/00/0000
0000735719,I,D,204,BANF,0010000391,,06/10/2026,inventory_manager_mi00,15:21:55,000,00/00/0000
0000735722,U,D,204,BANF,0010000391,ME21N,06/11/2026,buyer_mi00,08:36:00,000,00/00/0000
0000735724,I,D,204,BANF,0010000392,,06/10/2026,inventory_manager_mi00,15:57:22,000,00/00/0000
0000735727,U,D,204,BANF,0010000392,ME21N,06/11/2026,buyer_mi00,08:46:00,000,00/00/0000
0000735734,I,D,204,BANF,0010000394,,06/11/2026,inventory_manager_mi00,09:20:22,000,00/00/0000
0000735737,U,D,204,BANF,0010000394,ME21N,06/11/2026,buyer_mi00,11:22:22,000,00/00/0000
0000735739,I,D,204,BANF,0010000395,,06/11/2026,inventory_manager_mi00,09:43:18,000,00/00/0000
0000735742,U,D,204,BANF,0010000395,ME21N,06/11/2026,buyer_mi00,13:14:00,000,00/00/0000
0000735744,I,D,204,BANF,0010000396,,06/11/2026,inventory_manager_mi00,10:38:47,000,00/00/0000
0000735681,I,D,204,EINKBELEG,4500000345,ME21N,06/10/2026,buyer_mi00,10:03:45,000,00/00/0000
0000735686,I,D,204,EINKBELEG,4500000346,ME21N,06/10/2026,buyer_mi00,11:42:19,000,00/00/0000
0000735691,I,D,204,EINKBELEG,4500000347,ME21N,06/10/2026,buyer_mi00,10:23:10,000,00/00/0000
0000735696,I,D,204,EINKBELEG,4500000348,ME21N,06/10/2026,buyer_mi00,12:43:00,000,00/00/0000
0000735701,I,D,204,EINKBELEG,4500000349,ME21N,06/10/2026,buyer_mi00,14:59:27,000,00/00/0000
0000735706,I,D,204,EINKBELEG,4500000350,ME21N,06/10/2026,buyer_mi00,15:12:11,000,00/00/0000
0000735711,I,D,204,EINKBELEG,4500000351,ME21N,06/11/2026,buyer_mi00,08:09:00,000,00/00/0000
0000735716,I,D,204,EINKBELEG,4500000352,ME21N,06/11/2026,buyer_mi00,08:23:00,000,00/00/0000
0000735721,I,D,204,EINKBELEG,4500000353,ME21N,06/11/2026,buyer_mi00,08:36:00,000,00/00/0000
0000735726,I,D,204,EINKBELEG,4500000354,ME21N,06/11/2026,buyer_mi00,08:46:00,000,00/00/0000
0000735736,I,D,204,EINKBELEG,4500000356,ME21N,06/11/2026,buyer_mi00,11:22:22,000,00/00/0000
0000735741,I,D,204,EINKBELEG,4500000357,ME21N,06/11/2026,buyer_mi00,13:14:00,000,00/00/0000
0000735747,U,D,204,ADRESSE,ME020000130193,,06/11/2026,inventory_manager_mi00,11:10:16,000,00/00/0000
0000735750,U,D,204,ADRESSE,ME020000130194,ME21N,06/11/2026,buyer_mi00,13:28:00,000,00/00/0000
0000735753,U,D,204,ADRESSE,ME020000130195,ME21N,06/11/2026,buyer_mi00,13:40:00,000,00/00/0000
0000735755,U,D,204,ADRESSE,ME020000130196,,06/11/2026,inventory_manager_mi00,13:13:00,000,00/00/0000
0000735758,U,D,204,ADRESSE,ME020000130197,ME21N,06/11/2026,buyer_mi00,15:34:47,000,00/00/0000
0000735760,U,D,204,ADRESSE,ME020000130198,,06/11/2026,inventory_manager_mi00,13:55:47,000,00/00/0000
0000735763,U,D,204,ADRESSE,ME020000130199,ME21N,06/11/2026,buyer_mi00,15:26:47,000,00/00/0000
0000735765,U,D,204,ADRESSE,ME020000130200,,06/11/2026,inventory_manager_mi00,14:41:38,000,00/00/0000
0000735768,U,D,204,ADRESSE,ME020000130201,ME21N,06/11/2026,buyer_mi00,17:25:38,000,00/00/0000
0000735770,U,D,204,ADRESSE,ME020000130202,,06/11/2026,inventory_manager_mi00,15:26:06,000,00/00/0000
0000735773,U,D,204,ADRESSE,ME020000130203,ME21N,06/12/2026,buyer_mi00,08:08:00,000,00/00/0000
0000735775,U,D,204,ADRESSE,ME020000130204,,06/11/2026,inventory_manager_mi00,16:50:15,000,00/00/0000
0000735778,U,D,204,ADRESSE,ME020000130205,ME21N,06/12/2026,buyer_mi00,08:21:00,000,00/00/0000
0000735780,U,D,204,ADRESSE,ME020000130206,,06/15/2026,inventory_manager_mi00,08:34:40,000,00/00/0000
0000735783,U,D,204,ADRESSE,ME020000130207,ME21N,06/15/2026,buyer_mi00,10:56:40,000,00/00/0000
0000735785,U,D,204,ADRESSE,ME020000130208,,06/15/2026,inventory_manager_mi00,08:52:06,000,00/00/0000
0000735788,U,D,204,ADRESSE,ME020000130209,ME21N,06/15/2026,buyer_mi00,11:09:40,000,00/00/0000
0000735790,U,D,204,ADRESSE,ME020000130210,,06/15/2026,inventory_manager_mi00,09:31:38,000,00/00/0000
0000735793,U,D,204,ADRESSE,ME020000130211,ME21N,06/15/2026,buyer_mi00,13:08:00,000,00/00/0000
0000735795,U,D,204,ADRESSE,ME020000130212,,06/15/2026,inventory_manager_mi00,10:19:21,000,00/00/0000
0000735798,U,D,204,ADRESSE,ME020000130213,ME21N,06/15/2026,buyer_mi00,13:21:00,000,00/00/0000
0000735800,U,D,204,ADRESSE,ME020000130214,,06/15/2026,inventory_manager_mi00,11:06:12,000,00/00/0000
0000735803,U,D,204,ADRESSE,ME020000130215,ME21N,06/15/2026,buyer_mi00,14:14:12,000,00/00/0000
0000735805,U,D,204,ADRESSE,ME020000130216,,06/15/2026,inventory_manager_mi00,14:42:32,000,00/00/0000
0000735808,U,D,204,ADRESSE,ME020000130217,ME21N,06/15/2026,buyer_mi00,15:44:32,000,00/00/0000
0000735810,U,D,204,ADRESSE,ME020000130218,,06/15/2026,inventory_manager_mi00,15:24:44,000,00/00/0000
0000735813,U,D,204,ADRESSE,ME020000130219,ME21N,06/16/2026,buyer_mi00,08:12:00,000,00/00/0000
0000735815,U,D,204,ADRESSE,ME020000130220,,06/15/2026,inventory_manager_mi00,15:53:43,000,00/00/0000
0000735818,U,D,204,ADRESSE,ME020000130221,ME21N,06/16/2026,buyer_mi00,08:20:00,000,00/00/0000
0000735749,U,D,204,BANF,0010000396,ME21N,06/11/2026,buyer_mi00,13:28:00,000,00/00/0000
0000735746,I,D,204,BANF,0010000397,,06/11/2026,inventory_manager_mi00,11:10:16,000,00/00/0000
0000735752,U,D,204,BANF,0010000397,ME21N,06/11/2026,buyer_mi00,13:40:00,000,00/00/0000
0000735754,I,D,204,BANF,0010000398,,06/11/2026,inventory_manager_mi00,13:13:00,000,00/00/0000
0000735757,U,D,204,BANF,0010000398,ME21N,06/11/2026,buyer_mi00,15:34:47,000,00/00/0000
0000735759,I,D,204,BANF,0010000399,,06/11/2026,inventory_manager_mi00,13:55:47,000,00/00/0000
0000735762,U,D,204,BANF,0010000399,ME21N,06/11/2026,buyer_mi00,15:26:47,000,00/00/0000
0000735764,I,D,204,BANF,0010000400,,06/11/2026,inventory_manager_mi00,14:41:38,000,00/00/0000
0000735767,U,D,204,BANF,0010000400,ME21N,06/11/2026,buyer_mi00,17:25:38,000,00/00/0000
0000735769,I,D,204,BANF,0010000401,,06/11/2026,inventory_manager_mi00,15:26:06,000,00/00/0000
0000735772,U,D,204,BANF,0010000401,ME21N,06/12/2026,buyer_mi00,08:08:00,000,00/00/0000
0000735774,I,D,204,BANF,0010000402,,06/11/2026,inventory_manager_mi00,16:50:15,000,00/00/0000
0000735777,U,D,204,BANF,0010000402,ME21N,06/12/2026,buyer_mi00,08:21:00,000,00/00/0000
0000735779,I,D,204,BANF,0010000403,,06/15/2026,inventory_manager_mi00,08:34:40,000,00/00/0000
0000735782,U,D,204,BANF,0010000403,ME21N,06/15/2026,buyer_mi00,10:56:40,000,00/00/0000
0000735784,I,D,204,BANF,0010000404,,06/15/2026,inventory_manager_mi00,08:52:06,000,00/00/0000
0000735787,U,D,204,BANF,0010000404,ME21N,06/15/2026,buyer_mi00,11:09:40,000,00/00/0000
0000735789,I,D,204,BANF,0010000405,,06/15/2026,inventory_manager_mi00,09:31:38,000,00/00/0000
0000735792,U,D,204,BANF,0010000405,ME21N,06/15/2026,buyer_mi00,13:08:00,000,00/00/0000
0000735794,I,D,204,BANF,0010000406,,06/15/2026,inventory_manager_mi00,10:19:21,000,00/00/0000
0000735797,U,D,204,BANF,0010000406,ME21N,06/15/2026,buyer_mi00,13:21:00,000,00/00/0000
0000735799,I,D,204,BANF,0010000407,,06/15/2026,inventory_manager_mi00,11:06:12,000,00/00/0000
0000735802,U,D,204,BANF,0010000407,ME21N,06/15/2026,buyer_mi00,14:14:12,000,00/00/0000
0000735804,I,D,204,BANF,0010000408,,06/15/2026,inventory_manager_mi00,14:42:32,000,00/00/0000
0000735807,U,D,204,BANF,0010000408,ME21N,06/15/2026,buyer_mi00,15:44:32,000,00/00/0000
0000735809,I,D,204,BANF,0010000409,,06/15/2026,inventory_manager_mi00,15:24:44,000,00/00/0000
0000735812,U,D,204,BANF,0010000409,ME21N,06/16/2026,buyer_mi00,08:12:00,000,00/00/0000
0000735814,I,D,204,BANF,0010000410,,06/15/2026,inventory_manager_mi00,15:53:43,000,00/00/0000
0000735817,U,D,204,BANF,0010000410,ME21N,06/16/2026,buyer_mi00,08:20:00,000,00/00/0000
0000735748,I,D,204,EINKBELEG,4500000358,ME21N,06/11/2026,buyer_mi00,13:28:00,000,00/00/0000
0000735751,I,D,204,EINKBELEG,4500000359,ME21N,06/11/2026,buyer_mi00,13:40:00,000,00/00/0000
0000735756,I,D,204,EINKBELEG,4500000360,ME21N,06/11/2026,buyer_mi00,15:34:47,000,00/00/0000
0000735761,I,D,204,EINKBELEG,4500000361,ME21N,06/11/2026,buyer_mi00,15:26:47,000,00/00/0000
0000735766,I,D,204,EINKBELEG,4500000362,ME21N,06/11/2026,buyer_mi00,17:25:38,000,00/00/0000
0000735771,I,D,204,EINKBELEG,4500000363,ME21N,06/12/2026,buyer_mi00,08:08:00,000,00/00/0000
