AEDAT,AWSYS,BLART,BLAUM,BLDAT,BUDAT,CPUDT,CPUTM,FRATH,MANDT,MBLNR,MJAHR,SPE_BUDAT_UHR,TCODE2,USNAM,VGART,WEVER
00/00/0000,A04CLNT204,WE,PR,07/10/2026,07/10/2026,07/10/2026,08:57:00,0.00,204,5000000393,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/10/2026,07/10/2026,07/10/2026,09:09:00,0.00,204,5000000394,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/10/2026,07/10/2026,07/10/2026,09:22:00,0.00,204,5000000395,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/10/2026,07/10/2026,07/10/2026,09:37:00,0.00,204,5000000396,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/10/2026,07/10/2026,07/10/2026,09:47:00,0.00,204,5000000397,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/10/2026,07/10/2026,07/10/2026,09:55:00,0.00,204,5000000398,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/11/2026,07/11/2026,07/13/2026,08:11:00,0.00,204,5000000399,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/11/2026,07/11/2026,07/13/2026,08:23:00,0.00,204,5000000400,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/11/2026,07/11/2026,07/13/2026,08:34:00,0.00,204,5000000401,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/11/2026,07/11/2026,07/13/2026,08:46:00,0.00,204,5000000402,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/11/2026,07/11/2026,07/13/2026,08:56:00,0.00,204,5000000403,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/11/2026,07/11/2026,07/13/2026,09:07:00,0.00,204,5000000404,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/11/2026,07/11/2026,07/13/2026,09:17:00,0.00,204,5000000405,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/11/2026,07/11/2026,07/13/2026,09:24:00,0.00,204,5000000406,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/11/2026,07/11/2026,07/13/2026,09:39:00,0.00,204,5000000407,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/11/2026,07/11/2026,07/13/2026,09:46:00,0.00,204,5000000408,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/11/2026,07/11/2026,07/13/2026,10:00:00,0.00,204,5000000409,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/12/2026,07/12/2026,07/13/2026,10:15:00,0.00,204,5000000410,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/11/2026,07/11/2026,07/13/2026,10:22:00,0.00,204,5000000411,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/12/2026,07/12/2026,07/13/2026,10:30:00,0.00,204,5000000412,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/12/2026,07/12/2026,07/13/2026,10:38:00,0.00,204,5000000413,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/12/2026,07/12/2026,07/13/2026,10:45:00,0.00,204,5000000414,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/13/2026,07/13/2026,07/13/2026,10:59:00,0.00,204,5000000415,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/13/2026,07/13/2026,07/13/2026,11:09:00,0.00,204,5000000416,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/13/2026,07/13/2026,07/13/2026,11:16:00,0.00,204,5000000417,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/13/2026,07/13/2026,07/13/2026,11:23:00,0.00,204,5000000418,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/13/2026,07/13/2026,07/13/2026,11:31:00,0.00,204,5000000419,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/14/2026,07/14/2026,07/14/2026,08:11:00,0.00,204,5000000420,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/14/2026,07/14/2026,07/14/2026,08:22:00,0.00,204,5000000421,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/14/2026,07/14/2026,07/14/2026,08:33:00,0.00,204,5000000422,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/14/2026,07/14/2026,07/14/2026,08:42:00,0.00,204,5000000423,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/14/2026,07/14/2026,07/14/2026,08:55:00,0.00,204,5000000424,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/14/2026,07/14/2026,07/14/2026,09:03:00,0.00,204,5000000425,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/14/2026,07/14/2026,07/14/2026,09:14:00,0.00,204,5000000426,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/14/2026,07/14/2026,07/14/2026,09:27:00,0.00,204,5000000427,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/14/2026,07/14/2026,07/14/2026,09:39:00,0.00,204,5000000428,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/14/2026,07/14/2026,07/14/2026,09:52:00,0.00,204,5000000429,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/14/2026,07/14/2026,07/14/2026,10:05:00,0.00,204,5000000430,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/14/2026,07/14/2026,07/14/2026,10:17:00,0.00,204,5000000431,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/14/2026,07/14/2026,07/14/2026,10:25:00,0.00,204,5000000432,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/14/2026,07/14/2026,07/14/2026,10:34:00,0.00,204,5000000433,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/14/2026,07/14/2026,07/14/2026,10:45:00,0.00,204,5000000434,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/14/2026,07/14/2026,07/14/2026,10:54:00,0.00,204,5000000435,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/14/2026,07/14/2026,07/14/2026,11:06:00,0.00,204,5000000436,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/14/2026,07/14/2026,07/14/2026,11:19:00,0.00,204,5000000437,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/14/2026,07/14/2026,07/14/2026,11:32:00,0.00,204,5000000438,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/14/2026,07/14/2026,07/14/2026,11:39:00,0.00,204,5000000439,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/14/2026,07/14/2026,07/14/2026,11:48:00,0.00,204,5000000440,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/14/2026,07/14/2026,07/14/2026,12:00:00,0.00,204,5000000441,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/14/2026,07/14/2026,07/14/2026,13:21:00,0.00,204,5000000442,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/14/2026,07/14/2026,07/14/2026,13:29:00,0.00,204,5000000443,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/14/2026,07/14/2026,07/14/2026,13:36:00,0.00,204,5000000444,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/14/2026,07/14/2026,07/14/2026,13:45:00,0.00,204,5000000445,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/14/2026,07/14/2026,07/14/2026,13:57:00,0.00,204,5000000446,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/14/2026,07/14/2026,07/14/2026,14:08:00,0.00,204,5000000447,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/14/2026,07/14/2026,07/14/2026,14:20:00,0.00,204,5000000448,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/14/2026,07/14/2026,07/14/2026,14:33:00,0.00,204,5000000449,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/14/2026,07/14/2026,07/14/2026,14:46:00,0.00,204,5000000450,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WE,PR,07/14/2026,07/14/2026,07/14/2026,14:58:00,0.00,204,5000000451,2026,00:00:00,MB01,goods_receipt_clerk_mi00,WE,1
00/00/0000,A04CLNT204,WA,PR,06/01/2026,06/15/2026,06/15/2026,10:39:00,0.00,204,4900038032,2026,00:00:00,MB1C,goods_receipt_clerk_mi00,WA,1
00/00/0000,A04CLNT204,WA,PR,06/01/2026,06/22/2026,06/22/2026,15:43:00,0.00,204,4900038033,2026,00:00:00,MB11,goods_receipt_clerk_mi00,WA,1
00/00/0000,A04CLNT204,WA,PR,06/01/2026,06/22/2026,06/22/2026,16:00:00,0.00,204,4900038034,2026,00:00:00,MB11,goods_receipt_clerk_mi00,WA,1
00/00/0000,A04CLNT204,WA,PR,06/01/2026,06/22/2026,06/22/2026,16:11:00,0.00,204,4900038035,2026,00:00:00,MB1C,goods_receipt_clerk_mi00,WA,1
00/00/0000,A04CLNT204,WA,PR,06/01/2026,06/21/2026,06/23/2026,08:11:00,0.00,204,4900038036,2026,00:00:00,MB1C,goods_receipt_clerk_mi00,WA,1
00/00/0000,A04CLNT204,WA,PR,06/01/2026,06/21/2026,06/23/2026,09:29:00,0.00,204,4900038037,2026,00:00:00,MB1C,goods_receipt_clerk_mi00,WA,1
00/00/0000,A04CLNT204,WA,PR,06/01/2026,06/23/2026,06/23/2026,10:26:00,0.00,204,4900038038,2026,00:00:00,MB1C,goods_receipt_clerk_mi00,WA,1
00/00/0000,A04CLNT204,WA,PR,06/01/2026,06/23/2026,06/23/2026,13:16:00,0.00,204,4900038039,2026,00:00:00,MB1C,goods_receipt_clerk_mi00,WA,1
00/00/0000,A04CLNT204,WA,PR,06/01/2026,06/27/2026,06/29/2026,11:54:00,0.00,204,4900038040,2026,00:00:00,MB1C,goods_receipt_clerk_mi00,WA,1
00/00/0000,A04CLNT204,WA,PR,06/01/2026,07/02/2026,07/02/2026,10:51:00,0.00,204,4900038041,2026,00:00:00,MB1C,goods_receipt_clerk_mi00,WA,1
00/00/0000,A04CLNT204,WA,PR,06/01/2026,07/02/2026,07/02/2026,11:15:00,0.00,204,4900038042,2026,00:00:00,MB1C,goods_receipt_clerk_mi00,WA,1
00/00/0000,A04CLNT204,WA,PR,06/01/2026,07/02/2026,07/02/2026,13:23:00,0.00,204,4900038043,2026,00:00:00,MB1C,goods_receipt_clerk_mi00,WA,1
00/00/0000,A04CLNT204,WA,PR,06/01/2026,07/05/2026,07/06/2026,13:55:00,0.00,204,4900038044,2026,00:00:00,MB1C,goods_receipt_clerk_mi00,WA,1
00/00/0000,A04CLNT204,WA,PR,06/01/2026,07/04/2026,07/06/2026,14:17:00,0.00,204,4900038045,2026,00:00:00,MB1C,goods_receipt_clerk_mi00,WA,1
00/00/0000,A04CLNT204,WA,PR,06/01/2026,07/09/2026,07/09/2026,13:16:00,0.00,204,4900038046,2026,00:00:00,MB1C,goods_receipt_clerk_mi00,WA,1
00/00/0000,A04CLNT204,WA,PR,06/01/2026,07/11/2026,07/13/2026,13:11:00,0.00,204,4900038047,2026,00:00:00,MB11,goods_receipt_clerk_mi00,WA,1
00/00/0000,A04CLNT204,WA,PR,06/01/2026,07/11/2026,07/13/2026,13:23:00,0.00,204,4900038048,2026,00:00:00,MB11,goods_receipt_clerk_mi00,WA,1
00/00/0000,A04CLNT204,WA,PR,06/01/2026,07/12/2026,07/13/2026,13:38:00,0.00,204,4900038049,2026,00:00:00,MB11,goods_receipt_clerk_mi00,WA,1
00/00/0000,A04CLNT204,WA,PR,06/01/2026,07/14/2026,07/14/2026,15:09:00,0.00,204,4900038050,2026,00:00:00,MB11,goods_receipt_clerk_mi00,WA,1
00/00/0000,A04CLNT204,WA,PR,06/01/2026,07/14/2026,07/14/2026,15:17:00,0.00,204,4900038051,2026,00:00:00,MB11,goods_receipt_clerk_mi00,WA,1
