case_id,object_type,planned_step_id,row_key,sap_tcode,synthetic_actor_id,table,technical_sap_user_id,tool
C031,payment_document,C031_A5,BELNR=1500000181|BUKRS=US00|GJAHR=2026|BUZEI=1,,chief_accountant_US,BSEG,TU_05,fiori.send_payment
C031,payment_document,C031_A5,BELNR=1500000181|BUKRS=US00|GJAHR=2026|BUZEI=2,,chief_accountant_US,BSEG,TU_05,fiori.send_payment
C032,purchase_requisition,C032_A1,OBJECTCLAS=ADRESSE|OBJECTID=ME020000130088|CHANGENR=735481,,inventory_manager_mi00,CDHDR,TU_01,fiori.create_purchase_requisition
C032,purchase_requisition,C032_A1,OBJECTCLAS=BANF|OBJECTID=10000344|CHANGENR=735480,,inventory_manager_mi00,CDHDR,TU_01,fiori.create_purchase_requisition
C032,purchase_requisition,C032_A1,OBJECTCLAS=ADRESSE|OBJECTID=ME020000130088|CHANGENR=735481|TABNAME=ADRC|FNAME=KEY,,inventory_manager_mi00,CDPOS,TU_01,fiori.create_purchase_requisition
C032,purchase_requisition,C032_A1,BANFN=10000344,,inventory_manager_mi00,EBAN,TU_01,fiori.create_purchase_requisition
C032,purchase_order,C032_A2,OBJECTCLAS=ADRESSE|OBJECTID=ME020000130089|CHANGENR=735484,ME21N,buyer_mi00,CDHDR,TU_02,fiori.create_purchase_order
C032,purchase_order,C032_A2,OBJECTCLAS=BANF|OBJECTID=10000344|CHANGENR=735483,ME21N,buyer_mi00,CDHDR,TU_02,fiori.create_purchase_order
C032,purchase_order,C032_A2,OBJECTCLAS=EINKBELEG|OBJECTID=4500000306|CHANGENR=735482,ME21N,buyer_mi00,CDHDR,TU_02,fiori.create_purchase_order
C032,purchase_order,C032_A2,OBJECTCLAS=ADRESSE|OBJECTID=ME020000130089|CHANGENR=735484|TABNAME=ADRC|FNAME=KEY,,buyer_mi00,CDPOS,TU_02,fiori.create_purchase_order
C032,purchase_order,C032_A2,OBJECTCLAS=EINKBELEG|OBJECTID=4500000306|CHANGENR=735482|TABNAME=EKKO|FNAME=KEY,,buyer_mi00,CDPOS,TU_02,fiori.create_purchase_order
C032,purchase_order,C032_A2,EBELN=4500000306,,buyer_mi00,EKKO,TU_02,fiori.create_purchase_order
C032,purchase_order,C032_A2,EBELN=4500000306|EBELP=10,,buyer_mi00,EKPO,TU_02,fiori.create_purchase_order
C032,material_document,C032_A3,MBLNR=5000000270|MJAHR=2026,MB01,goods_receipt_clerk_mi00,MKPF,TU_03,fiori.create_goods_receipt
C032,material_document,C032_A3,MBLNR=5000000270|MJAHR=2026|ZEILE=1,,goods_receipt_clerk_mi00,MSEG,TU_03,fiori.create_goods_receipt
C032,supplier_invoice,C032_A4,BELNR=5105600327|GJAHR=2026,MIRO,accounts_payable_clerk_mi00,RBKP,TU_04,fiori.create_supplier_invoice
C032,supplier_invoice,C032_A4,BELNR=5105600327|GJAHR=2026|BUZEI=1,,accounts_payable_clerk_mi00,RSEG,TU_04,fiori.create_supplier_invoice
C032,payment_document,C032_A5,BELNR=1500000192|BUKRS=US00|GJAHR=2026,FBDC_C014,accounts_payable_clerk_mi00,BKPF,TU_04,fiori.send_payment
C032,payment_document,C032_A5,BELNR=1500000192|BUKRS=US00|GJAHR=2026|BUZEI=1,,accounts_payable_clerk_mi00,BSEG,TU_04,fiori.send_payment
C032,payment_document,C032_A5,BELNR=1500000192|BUKRS=US00|GJAHR=2026|BUZEI=2,,accounts_payable_clerk_mi00,BSEG,TU_04,fiori.send_payment
C033,purchase_requisition,C033_A1,OBJECTCLAS=ADRESSE|OBJECTID=ME020000130090|CHANGENR=735486,,inventory_manager_mi00,CDHDR,TU_01,fiori.create_purchase_requisition
C033,purchase_requisition,C033_A1,OBJECTCLAS=BANF|OBJECTID=10000345|CHANGENR=735485,,inventory_manager_mi00,CDHDR,TU_01,fiori.create_purchase_requisition
C033,purchase_requisition,C033_A1,OBJECTCLAS=ADRESSE|OBJECTID=ME020000130090|CHANGENR=735486|TABNAME=ADRC|FNAME=KEY,,inventory_manager_mi00,CDPOS,TU_01,fiori.create_purchase_requisition
C033,purchase_requisition,C033_A1,BANFN=10000345,,inventory_manager_mi00,EBAN,TU_01,fiori.create_purchase_requisition
C033,purchase_order,C033_A2,OBJECTCLAS=ADRESSE|OBJECTID=ME020000130091|CHANGENR=735489,ME21N,buyer_mi00,CDHDR,TU_02,fiori.create_purchase_order
C033,purchase_order,C033_A2,OBJECTCLAS=BANF|OBJECTID=10000345|CHANGENR=735488,ME21N,buyer_mi00,CDHDR,TU_02,fiori.create_purchase_order
C033,purchase_order,C033_A2,OBJECTCLAS=EINKBELEG|OBJECTID=4500000307|CHANGENR=735487,ME21N,buyer_mi00,CDHDR,TU_02,fiori.create_purchase_order
C033,purchase_order,C033_A2,OBJECTCLAS=ADRESSE|OBJECTID=ME020000130091|CHANGENR=735489|TABNAME=ADRC|FNAME=KEY,,buyer_mi00,CDPOS,TU_02,fiori.create_purchase_order
C033,purchase_order,C033_A2,OBJECTCLAS=EINKBELEG|OBJECTID=4500000307|CHANGENR=735487|TABNAME=EKKO|FNAME=KEY,,buyer_mi00,CDPOS,TU_02,fiori.create_purchase_order
C033,purchase_order,C033_A2,EBELN=4500000307,,buyer_mi00,EKKO,TU_02,fiori.create_purchase_order
C033,purchase_order,C033_A2,EBELN=4500000307|EBELP=10,,buyer_mi00,EKPO,TU_02,fiori.create_purchase_order
C033,material_document,C033_Q1,MBLNR=5000000272|MJAHR=2026,MB01,goods_receipt_clerk_mi00,MKPF,TU_03,fiori.create_split_goods_receipt
C033,material_document,C033_Q1,MBLNR=5000000272|MJAHR=2026|ZEILE=1,,goods_receipt_clerk_mi00,MSEG,TU_03,fiori.create_split_goods_receipt
C033,material_document,C033_Q1,MBLNR=5000000272|MJAHR=2026|ZEILE=2,,goods_receipt_clerk_mi00,MSEG,TU_03,fiori.create_split_goods_receipt
C033,stock_release_material_document,C033_Q3,MBLNR=4900038037|MJAHR=2026,MB1C,goods_receipt_clerk_mi00,MKPF,TU_03,fiori.manage_quality_inspection_stock
C033,stock_release_material_document,C033_Q3,MBLNR=4900038037|MJAHR=2026|ZEILE=1,,goods_receipt_clerk_mi00,MSEG,TU_03,fiori.manage_quality_inspection_stock
C033,supplier_invoice,C033_A4,BELNR=5105600340|GJAHR=2026,MIRO,accounts_payable_clerk_mi00,RBKP,TU_04,fiori.create_supplier_invoice
C033,supplier_invoice,C033_A4,BELNR=5105600340|GJAHR=2026|BUZEI=1,,accounts_payable_clerk_mi00,RSEG,TU_04,fiori.create_supplier_invoice
C033,payment_document,C033_A5,BELNR=1500000197|BUKRS=US00|GJAHR=2026,FBDC_C014,accounts_payable_clerk_mi00,BKPF,TU_04,fiori.send_payment
C033,payment_document,C033_A5,BELNR=1500000197|BUKRS=US00|GJAHR=2026|BUZEI=1,,accounts_payable_clerk_mi00,BSEG,TU_04,fiori.send_payment
C033,payment_document,C033_A5,BELNR=1500000197|BUKRS=US00|GJAHR=2026|BUZEI=2,,accounts_payable_clerk_mi00,BSEG,TU_04,fiori.send_payment
C034,purchase_requisition,C034_A1,OBJECTCLAS=ADRESSE|OBJECTID=ME020000130092|CHANGENR=735491,,inventory_manager_mi00,CDHDR,TU_01,fiori.create_purchase_requisition
C034,purchase_requisition,C034_A1,OBJECTCLAS=BANF|OBJECTID=10000346|CHANGENR=735490,,inventory_manager_mi00,CDHDR,TU_01,fiori.create_purchase_requisition
C034,purchase_requisition,C034_A1,OBJECTCLAS=ADRESSE|OBJECTID=ME020000130092|CHANGENR=735491|TABNAME=ADRC|FNAME=KEY,,inventory_manager_mi00,CDPOS,TU_01,fiori.create_purchase_requisition
C034,purchase_requisition,C034_A1,BANFN=10000346,,inventory_manager_mi00,EBAN,TU_01,fiori.create_purchase_requisition
C034,purchase_order,C034_A2,OBJECTCLAS=ADRESSE|OBJECTID=ME020000130093|CHANGENR=735494,ME21N,buyer_mi00,CDHDR,TU_02,fiori.create_purchase_order
C034,purchase_order,C034_A2,OBJECTCLAS=BANF|OBJECTID=10000346|CHANGENR=735493,ME21N,buyer_mi00,CDHDR,TU_02,fiori.create_purchase_order
C034,purchase_order,C034_A2,OBJECTCLAS=EINKBELEG|OBJECTID=4500000308|CHANGENR=735492,ME21N,buyer_mi00,CDHDR,TU_02,fiori.create_purchase_order
C034,purchase_order,C034_A2,OBJECTCLAS=ADRESSE|OBJECTID=ME020000130093|CHANGENR=735494|TABNAME=ADRC|FNAME=KEY,,buyer_mi00,CDPOS,TU_02,fiori.create_purchase_order
C034,purchase_order,C034_A2,OBJECTCLAS=EINKBELEG|OBJECTID=4500000308|CHANGENR=735492|TABNAME=EKKO|FNAME=KEY,,buyer_mi00,CDPOS,TU_02,fiori.create_purchase_order
C034,purchase_order,C034_A2,EBELN=4500000308,,buyer_mi00,EKKO,TU_02,fiori.create_purchase_order
C034,purchase_order,C034_A2,EBELN=4500000308|EBELP=10,,buyer_mi00,EKPO,TU_02,fiori.create_purchase_order
C034,material_document,C034_Q1,MBLNR=5000000271|MJAHR=2026,MB01,goods_receipt_clerk_mi00,MKPF,TU_03,fiori.create_split_goods_receipt
C034,material_document,C034_Q1,MBLNR=5000000271|MJAHR=2026|ZEILE=1,,goods_receipt_clerk_mi00,MSEG,TU_03,fiori.create_split_goods_receipt
C034,material_document,C034_Q1,MBLNR=5000000271|MJAHR=2026|ZEILE=2,,goods_receipt_clerk_mi00,MSEG,TU_03,fiori.create_split_goods_receipt
C034,stock_release_material_document,C034_Q3,MBLNR=4900038036|MJAHR=2026,MB1C,goods_receipt_clerk_mi00,MKPF,TU_03,fiori.manage_quality_inspection_stock
C034,stock_release_material_document,C034_Q3,MBLNR=4900038036|MJAHR=2026|ZEILE=1,,goods_receipt_clerk_mi00,MSEG,TU_03,fiori.manage_quality_inspection_stock
C034,supplier_invoice,C034_A4,BELNR=5105600343|GJAHR=2026,MIRO,chief_accountant_US,RBKP,TU_05,fiori.create_supplier_invoice
C034,supplier_invoice,C034_A4,BELNR=5105600343|GJAHR=2026|BUZEI=1,,chief_accountant_US,RSEG,TU_05,fiori.create_supplier_invoice
C034,payment_document,C034_A5,BELNR=1500000203|BUKRS=US00|GJAHR=2026,FBDC_C014,chief_accountant_US,BKPF,TU_05,fiori.send_payment
C034,payment_document,C034_A5,BELNR=1500000203|BUKRS=US00|GJAHR=2026|BUZEI=1,,chief_accountant_US,BSEG,TU_05,fiori.send_payment
C034,payment_document,C034_A5,BELNR=1500000203|BUKRS=US00|GJAHR=2026|BUZEI=2,,chief_accountant_US,BSEG,TU_05,fiori.send_payment
C035,purchase_requisition,C035_A1,OBJECTCLAS=ADRESSE|OBJECTID=ME020000130094|CHANGENR=735496,,inventory_manager_mi00,CDHDR,TU_01,fiori.create_purchase_requisition
C035,purchase_requisition,C035_A1,OBJECTCLAS=BANF|OBJECTID=10000347|CHANGENR=735495,,inventory_manager_mi00,CDHDR,TU_01,fiori.create_purchase_requisition
C035,purchase_requisition,C035_A1,OBJECTCLAS=ADRESSE|OBJECTID=ME020000130094|CHANGENR=735496|TABNAME=ADRC|FNAME=KEY,,inventory_manager_mi00,CDPOS,TU_01,fiori.create_purchase_requisition
C035,purchase_requisition,C035_A1,BANFN=10000347,,inventory_manager_mi00,EBAN,TU_01,fiori.create_purchase_requisition
C035,purchase_order,C035_A2,OBJECTCLAS=ADRESSE|OBJECTID=ME020000130095|CHANGENR=735499,ME21N,buyer_mi00,CDHDR,TU_02,fiori.create_purchase_order
C035,purchase_order,C035_A2,OBJECTCLAS=BANF|OBJECTID=10000347|CHANGENR=735498,ME21N,buyer_mi00,CDHDR,TU_02,fiori.create_purchase_order
C035,purchase_order,C035_A2,OBJECTCLAS=EINKBELEG|OBJECTID=4500000309|CHANGENR=735497,ME21N,buyer_mi00,CDHDR,TU_02,fiori.create_purchase_order
C035,purchase_order,C035_A2,OBJECTCLAS=ADRESSE|OBJECTID=ME020000130095|CHANGENR=735499|TABNAME=ADRC|FNAME=KEY,,buyer_mi00,CDPOS,TU_02,fiori.create_purchase_order
C035,purchase_order,C035_A2,OBJECTCLAS=EINKBELEG|OBJECTID=4500000309|CHANGENR=735497|TABNAME=EKKO|FNAME=KEY,,buyer_mi00,CDPOS,TU_02,fiori.create_purchase_order
C035,purchase_order,C035_A2,EBELN=4500000309,,buyer_mi00,EKKO,TU_02,fiori.create_purchase_order
C035,purchase_order,C035_A2,EBELN=4500000309|EBELP=10,,buyer_mi00,EKPO,TU_02,fiori.create_purchase_order
C035,material_document,C035_A3,MBLNR=5000000274|MJAHR=2026,MB01,goods_receipt_clerk_mi00,MKPF,TU_03,fiori.create_goods_receipt
C035,material_document,C035_A3,MBLNR=5000000274|MJAHR=2026|ZEILE=1,,goods_receipt_clerk_mi00,MSEG,TU_03,fiori.create_goods_receipt
C035,supplier_invoice,C035_A4,BELNR=5105600329|GJAHR=2026,MIRO,chief_accountant_US,RBKP,TU_05,fiori.create_supplier_invoice
C035,supplier_invoice,C035_A4,BELNR=5105600329|GJAHR=2026|BUZEI=1,,chief_accountant_US,RSEG,TU_05,fiori.create_supplier_invoice
C035,payment_document,C035_A5,BELNR=1500000183|BUKRS=US00|GJAHR=2026,FBDC_C014,chief_accountant_US,BKPF,TU_05,fiori.send_payment
C035,payment_document,C035_A5,BELNR=1500000183|BUKRS=US00|GJAHR=2026|BUZEI=1,,chief_accountant_US,BSEG,TU_05,fiori.send_payment
C035,payment_document,C035_A5,BELNR=1500000183|BUKRS=US00|GJAHR=2026|BUZEI=2,,chief_accountant_US,BSEG,TU_05,fiori.send_payment
C035,vendor_bank_change,C035_F2,OBJECTCLAS=BUPA_BUP|OBJECTID=1003070|CHANGENR=735610,,chief_accountant_US,CDHDR,TU_05,fiori.change_vendor_bank_details
C035,vendor_bank_change,C035_F2,OBJECTCLAS=KRED|OBJECTID=1003070|CHANGENR=735609,XK02,chief_accountant_US,CDHDR,TU_05,fiori.change_vendor_bank_details
C035,vendor_bank_change,C035_F2,OBJECTCLAS=BUPA_BUP|OBJECTID=1003070|CHANGENR=735610|TABNAME=BUT0BK|FNAME=BANKN,,chief_accountant_US,CDPOS,TU_05,fiori.change_vendor_bank_details
C035,vendor_bank_change,C035_F2,OBJECTCLAS=BUPA_BUP|OBJECTID=1003070|CHANGENR=735610|TABNAME=BUT0BK|FNAME=KOINH,,chief_accountant_US,CDPOS,TU_05,fiori.change_vendor_bank_details
C036,purchase_requisition,C036_A1,OBJECTCLAS=ADRESSE|OBJECTID=ME020000130096|CHANGENR=735501,,inventory_manager_mi00,CDHDR,TU_01,fiori.create_purchase_requisition
C036,purchase_requisition,C036_A1,OBJECTCLAS=BANF|OBJECTID=10000348|CHANGENR=735500,,inventory_manager_mi00,CDHDR,TU_01,fiori.create_purchase_requisition
C036,purchase_requisition,C036_A1,OBJECTCLAS=ADRESSE|OBJECTID=ME020000130096|CHANGENR=735501|TABNAME=ADRC|FNAME=KEY,,inventory_manager_mi00,CDPOS,TU_01,fiori.create_purchase_requisition
C036,purchase_requisition,C036_A1,BANFN=10000348,,inventory_manager_mi00,EBAN,TU_01,fiori.create_purchase_requisition
C036,purchase_order,C036_A2,OBJECTCLAS=ADRESSE|OBJECTID=ME020000130097|CHANGENR=735504,ME21N,buyer_mi00,CDHDR,TU_02,fiori.create_purchase_order
C036,purchase_order,C036_A2,OBJECTCLAS=BANF|OBJECTID=10000348|CHANGENR=735503,ME21N,buyer_mi00,CDHDR,TU_02,fiori.create_purchase_order
C036,purchase_order,C036_A2,OBJECTCLAS=EINKBELEG|OBJECTID=4500000310|CHANGENR=735502,ME21N,buyer_mi00,CDHDR,TU_02,fiori.create_purchase_order
C036,purchase_order,C036_A2,OBJECTCLAS=ADRESSE|OBJECTID=ME020000130097|CHANGENR=735504|TABNAME=ADRC|FNAME=KEY,,buyer_mi00,CDPOS,TU_02,fiori.create_purchase_order
C036,purchase_order,C036_A2,OBJECTCLAS=EINKBELEG|OBJECTID=4500000310|CHANGENR=735502|TABNAME=EKKO|FNAME=KEY,,buyer_mi00,CDPOS,TU_02,fiori.create_purchase_order
C036,purchase_order,C036_A2,EBELN=4500000310,,buyer_mi00,EKKO,TU_02,fiori.create_purchase_order
C036,purchase_order,C036_A2,EBELN=4500000310|EBELP=10,,buyer_mi00,EKPO,TU_02,fiori.create_purchase_order
C036,material_document,C036_A3,MBLNR=5000000273|MJAHR=2026,MB01,goods_receipt_clerk_mi00,MKPF,TU_03,fiori.create_goods_receipt
C036,material_document,C036_A3,MBLNR=5000000273|MJAHR=2026|ZEILE=1,,goods_receipt_clerk_mi00,MSEG,TU_03,fiori.create_goods_receipt
C036,supplier_invoice,C036_A4,BELNR=5105600328|GJAHR=2026,MIRO,chief_accountant_US,RBKP,TU_05,fiori.create_supplier_invoice
C036,supplier_invoice,C036_A4,BELNR=5105600328|GJAHR=2026|BUZEI=1,,chief_accountant_US,RSEG,TU_05,fiori.create_supplier_invoice
C036,payment_document,C036_A5,BELNR=1500000194|BUKRS=US00|GJAHR=2026,FBDC_C014,accounts_payable_clerk_mi00,BKPF,TU_04,fiori.send_payment
C036,payment_document,C036_A5,BELNR=1500000194|BUKRS=US00|GJAHR=2026|BUZEI=1,,accounts_payable_clerk_mi00,BSEG,TU_04,fiori.send_payment
C036,payment_document,C036_A5,BELNR=1500000194|BUKRS=US00|GJAHR=2026|BUZEI=2,,accounts_payable_clerk_mi00,BSEG,TU_04,fiori.send_payment
C037,purchase_requisition,C037_A1,OBJECTCLAS=ADRESSE|OBJECTID=ME020000130098|CHANGENR=735506,,inventory_manager_mi00,CDHDR,TU_01,fiori.create_purchase_requisition
C037,purchase_requisition,C037_A1,OBJECTCLAS=BANF|OBJECTID=10000349|CHANGENR=735505,,inventory_manager_mi00,CDHDR,TU_01,fiori.create_purchase_requisition
C037,purchase_requisition,C037_A1,OBJECTCLAS=ADRESSE|OBJECTID=ME020000130098|CHANGENR=735506|TABNAME=ADRC|FNAME=KEY,,inventory_manager_mi00,CDPOS,TU_01,fiori.create_purchase_requisition
C037,purchase_requisition,C037_A1,BANFN=10000349,,inventory_manager_mi00,EBAN,TU_01,fiori.create_purchase_requisition
C037,purchase_order,C037_A2,OBJECTCLAS=ADRESSE|OBJECTID=ME020000130099|CHANGENR=735509,ME21N,buyer_mi00,CDHDR,TU_02,fiori.create_purchase_order
C037,purchase_order,C037_A2,OBJECTCLAS=BANF|OBJECTID=10000349|CHANGENR=735508,ME21N,buyer_mi00,CDHDR,TU_02,fiori.create_purchase_order
C037,purchase_order,C037_A2,OBJECTCLAS=EINKBELEG|OBJECTID=4500000311|CHANGENR=735507,ME21N,buyer_mi00,CDHDR,TU_02,fiori.create_purchase_order
C037,purchase_order,C037_A2,OBJECTCLAS=ADRESSE|OBJECTID=ME020000130099|CHANGENR=735509|TABNAME=ADRC|FNAME=KEY,,buyer_mi00,CDPOS,TU_02,fiori.create_purchase_order
C037,purchase_order,C037_A2,OBJECTCLAS=EINKBELEG|OBJECTID=4500000311|CHANGENR=735507|TABNAME=EKKO|FNAME=KEY,,buyer_mi00,CDPOS,TU_02,fiori.create_purchase_order
C037,purchase_order,C037_A2,EBELN=4500000311,,buyer_mi00,EKKO,TU_02,fiori.create_purchase_order
C037,purchase_order,C037_A2,EBELN=4500000311|EBELP=10,,buyer_mi00,EKPO,TU_02,fiori.create_purchase_order
C037,material_document,C037_Q1,MBLNR=5000000275|MJAHR=2026,MB01,goods_receipt_clerk_mi00,MKPF,TU_03,fiori.create_split_goods_receipt
C037,material_document,C037_Q1,MBLNR=5000000275|MJAHR=2026|ZEILE=1,,goods_receipt_clerk_mi00,MSEG,TU_03,fiori.create_split_goods_receipt
C037,material_document,C037_Q1,MBLNR=5000000275|MJAHR=2026|ZEILE=2,,goods_receipt_clerk_mi00,MSEG,TU_03,fiori.create_split_goods_receipt
C037,stock_release_material_document,C037_Q3,MBLNR=4900038035|MJAHR=2026,MB1C,goods_receipt_clerk_mi00,MKPF,TU_03,fiori.manage_quality_inspection_stock
C037,stock_release_material_document,C037_Q3,MBLNR=4900038035|MJAHR=2026|ZEILE=1,,goods_receipt_clerk_mi00,MSEG,TU_03,fiori.manage_quality_inspection_stock
C037,supplier_invoice,C037_A4,BELNR=5105600342|GJAHR=2026,MIRO,accounts_payable_clerk_mi00,RBKP,TU_04,fiori.create_supplier_invoice
C037,supplier_invoice,C037_A4,BELNR=5105600342|GJAHR=2026|BUZEI=1,,accounts_payable_clerk_mi00,RSEG,TU_04,fiori.create_supplier_invoice
C037,payment_document,C037_A5,BELNR=1500000200|BUKRS=US00|GJAHR=2026,FBDC_C014,accounts_payable_clerk_mi00,BKPF,TU_04,fiori.send_payment
C037,payment_document,C037_A5,BELNR=1500000200|BUKRS=US00|GJAHR=2026|BUZEI=1,,accounts_payable_clerk_mi00,BSEG,TU_04,fiori.send_payment
C037,payment_document,C037_A5,BELNR=1500000200|BUKRS=US00|GJAHR=2026|BUZEI=2,,accounts_payable_clerk_mi00,BSEG,TU_04,fiori.send_payment
C038,purchase_requisition,C038_A1,OBJECTCLAS=ADRESSE|OBJECTID=ME020000130100|CHANGENR=735511,,inventory_manager_mi00,CDHDR,TU_01,fiori.create_purchase_requisition
C038,purchase_requisition,C038_A1,OBJECTCLAS=BANF|OBJECTID=10000350|CHANGENR=735510,,inventory_manager_mi00,CDHDR,TU_01,fiori.create_purchase_requisition
C038,purchase_requisition,C038_A1,OBJECTCLAS=ADRESSE|OBJECTID=ME020000130100|CHANGENR=735511|TABNAME=ADRC|FNAME=KEY,,inventory_manager_mi00,CDPOS,TU_01,fiori.create_purchase_requisition
C038,purchase_requisition,C038_A1,BANFN=10000350,,inventory_manager_mi00,EBAN,TU_01,fiori.create_purchase_requisition
C038,purchase_order,C038_A2,OBJECTCLAS=ADRESSE|OBJECTID=ME020000130101|CHANGENR=735514,ME21N,buyer_mi00,CDHDR,TU_02,fiori.create_purchase_order
C038,purchase_order,C038_A2,OBJECTCLAS=BANF|OBJECTID=10000350|CHANGENR=735513,ME21N,buyer_mi00,CDHDR,TU_02,fiori.create_purchase_order
C038,purchase_order,C038_A2,OBJECTCLAS=EINKBELEG|OBJECTID=4500000312|CHANGENR=735512,ME21N,buyer_mi00,CDHDR,TU_02,fiori.create_purchase_order
C038,purchase_order,C038_A2,OBJECTCLAS=ADRESSE|OBJECTID=ME020000130101|CHANGENR=735514|TABNAME=ADRC|FNAME=KEY,,buyer_mi00,CDPOS,TU_02,fiori.create_purchase_order
C038,purchase_order,C038_A2,OBJECTCLAS=EINKBELEG|OBJECTID=4500000312|CHANGENR=735512|TABNAME=EKKO|FNAME=KEY,,buyer_mi00,CDPOS,TU_02,fiori.create_purchase_order
C038,purchase_order,C038_A2,EBELN=4500000312,,buyer_mi00,EKKO,TU_02,fiori.create_purchase_order
C038,purchase_order,C038_A2,EBELN=4500000312|EBELP=10,,buyer_mi00,EKPO,TU_02,fiori.create_purchase_order
C038,material_document,C038_A3,MBLNR=5000000278|MJAHR=2026,MB01,goods_receipt_clerk_mi00,MKPF,TU_03,fiori.create_goods_receipt
C038,material_document,C038_A3,MBLNR=5000000278|MJAHR=2026|ZEILE=1,,goods_receipt_clerk_mi00,MSEG,TU_03,fiori.create_goods_receipt
C038,supplier_invoice,C038_A4,BELNR=5105600333|GJAHR=2026,MIRO,accounts_payable_clerk_mi00,RBKP,TU_04,fiori.create_supplier_invoice
C038,supplier_invoice,C038_A4,BELNR=5105600333|GJAHR=2026|BUZEI=1,,accounts_payable_clerk_mi00,RSEG,TU_04,fiori.create_supplier_invoice
C038,payment_document,C038_A5,BELNR=1500000207|BUKRS=US00|GJAHR=2026,FBDC_C014,accounts_payable_clerk_mi00,BKPF,TU_04,fiori.send_payment
C038,payment_document,C038_A5,BELNR=1500000207|BUKRS=US00|GJAHR=2026|BUZEI=1,,accounts_payable_clerk_mi00,BSEG,TU_04,fiori.send_payment
C038,payment_document,C038_A5,BELNR=1500000207|BUKRS=US00|GJAHR=2026|BUZEI=2,,accounts_payable_clerk_mi00,BSEG,TU_04,fiori.send_payment
C039,purchase_requisition,C039_A1,OBJECTCLAS=ADRESSE|OBJECTID=ME020000130102|CHANGENR=735516,,inventory_manager_mi00,CDHDR,TU_01,fiori.create_purchase_requisition
C039,purchase_requisition,C039_A1,OBJECTCLAS=BANF|OBJECTID=10000351|CHANGENR=735515,,inventory_manager_mi00,CDHDR,TU_01,fiori.create_purchase_requisition
C039,purchase_requisition,C039_A1,OBJECTCLAS=ADRESSE|OBJECTID=ME020000130102|CHANGENR=735516|TABNAME=ADRC|FNAME=KEY,,inventory_manager_mi00,CDPOS,TU_01,fiori.create_purchase_requisition
C039,purchase_requisition,C039_A1,BANFN=10000351,,inventory_manager_mi00,EBAN,TU_01,fiori.create_purchase_requisition
C039,purchase_order,C039_A2,OBJECTCLAS=ADRESSE|OBJECTID=ME020000130103|CHANGENR=735519,ME21N,buyer_mi00,CDHDR,TU_02,fiori.create_purchase_order
C039,purchase_order,C039_A2,OBJECTCLAS=BANF|OBJECTID=10000351|CHANGENR=735518,ME21N,buyer_mi00,CDHDR,TU_02,fiori.create_purchase_order
C039,purchase_order,C039_A2,OBJECTCLAS=EINKBELEG|OBJECTID=4500000313|CHANGENR=735517,ME21N,buyer_mi00,CDHDR,TU_02,fiori.create_purchase_order
C039,purchase_order,C039_A2,OBJECTCLAS=ADRESSE|OBJECTID=ME020000130103|CHANGENR=735519|TABNAME=ADRC|FNAME=KEY,,buyer_mi00,CDPOS,TU_02,fiori.create_purchase_order
C039,purchase_order,C039_A2,OBJECTCLAS=EINKBELEG|OBJECTID=4500000313|CHANGENR=735517|TABNAME=EKKO|FNAME=KEY,,buyer_mi00,CDPOS,TU_02,fiori.create_purchase_order
C039,purchase_order,C039_A2,EBELN=4500000313,,buyer_mi00,EKKO,TU_02,fiori.create_purchase_order
C039,purchase_order,C039_A2,EBELN=4500000313|EBELP=10,,buyer_mi00,EKPO,TU_02,fiori.create_purchase_order
C039,material_document,C039_A3,MBLNR=5000000280|MJAHR=2026,MB01,goods_receipt_clerk_mi00,MKPF,TU_03,fiori.create_goods_receipt
C039,material_document,C039_A3,MBLNR=5000000280|MJAHR=2026|ZEILE=1,,goods_receipt_clerk_mi00,MSEG,TU_03,fiori.create_goods_receipt
C039,supplier_invoice,C039_A4,BELNR=5105600335|GJAHR=2026,MIRO,chief_accountant_US,RBKP,TU_05,fiori.create_supplier_invoice
C039,supplier_invoice,C039_A4,BELNR=5105600335|GJAHR=2026|BUZEI=1,,chief_accountant_US,RSEG,TU_05,fiori.create_supplier_invoice
C039,payment_document,C039_A5,BELNR=1500000195|BUKRS=US00|GJAHR=2026,FBDC_C014,accounts_payable_clerk_mi00,BKPF,TU_04,fiori.send_payment
C039,payment_document,C039_A5,BELNR=1500000195|BUKRS=US00|GJAHR=2026|BUZEI=1,,accounts_payable_clerk_mi00,BSEG,TU_04,fiori.send_payment
C039,payment_document,C039_A5,BELNR=1500000195|BUKRS=US00|GJAHR=2026|BUZEI=2,,accounts_payable_clerk_mi00,BSEG,TU_04,fiori.send_payment
C040,purchase_requisition,C040_A1,OBJECTCLAS=ADRESSE|OBJECTID=ME020000130104|CHANGENR=735521,,inventory_manager_mi00,CDHDR,TU_01,fiori.create_purchase_requisition
C040,purchase_requisition,C040_A1,OBJECTCLAS=BANF|OBJECTID=10000352|CHANGENR=735520,,inventory_manager_mi00,CDHDR,TU_01,fiori.create_purchase_requisition
C040,purchase_requisition,C040_A1,OBJECTCLAS=ADRESSE|OBJECTID=ME020000130104|CHANGENR=735521|TABNAME=ADRC|FNAME=KEY,,inventory_manager_mi00,CDPOS,TU_01,fiori.create_purchase_requisition
C040,purchase_requisition,C040_A1,BANFN=10000352,,inventory_manager_mi00,EBAN,TU_01,fiori.create_purchase_requisition
